Original,EN
"店內裝潢俐落簡練空間明亮且座位寬敞，再加上店員熱情的招呼，進入店裡很快就可以完全放鬆下來。

調酒方面也蠻有特色的，推薦紫蘇系列的調酒香氣濃郁不刺激且順口，另外也有像是VSOP加上黑巧克力這種底蘊濃厚有味道的調酒選擇。

水煙的部分，從來不抽煙的我在店員的熱情介紹下本想著下次來就點看看，沒想到因緣際會認識了隔壁桌的朋友而被招待了，試了之後可以說算是有點開眼界了，原來抽水煙那個香氣的層次給人的感覺完全不輸一杯好的調酒。

食物方面只有點了一盤沒在菜單上的雞翅膀，火候不錯味道很棒就是有一點點鹹，價錢合理。

總結來說，店內舒適調酒很棒水煙也很值得一試，營業時間也蠻晚的算是給內湖這裡有一個不輸東區中山區的選擇。

值得一提店員 周周 真的是一大亮點，會一直在其他評論中看到是真的有道理的，上面講的都不想看的話，單純只是想喝酒不知道要去哪也可以因為她來這逛逛！","The interior of the shop is clear and concise and bright and spacious. Coupled with the enthusiastic greetings of the clerk, you can quickly relax in the store.

The bartending is also quite distinctive. It is recommended that the alcoholic aroma of the perilla series is strong, not irritating and smooth. In addition, there are vsop and dark chocolate.

In the water cigarette part, I never smoke. I was involved in the next time I came to see it next time under the enthusiastic introduction of the clerk. At the original level of the aroma of smoke smoke, it feels like a good cup of good bartending.

In terms of food, there is only a plate of chicken wings that are not on the menu. The taste is good and the taste is great, but it is a little salty and the price is reasonable.

In summary, the comfortable bartender in the store is also worth a try, and it is quite late to open the business.

It is worth mentioning that Zhou Zhou is really a highlight. It will always make sense in other comments. If you do n’t want to see it above, you just want to drink. This is shopping!"
"水煙蠻有感覺的 但是不常抽的人選淡的應該就夠了 酒也不錯 蠻有特色
服務人員很親切 環境氣氛是真的蠻好的喔","Water smoke barbarians have a feeling, but those who are not smoked often should be enough to choose a liquor.
The service staff is very kind environmental atmosphere is really good"
沒想到內湖也有這麼好的放鬆環境！小周店長以及其他夥伴都很親切也很熱情，很推薦大家來～,"I did not expect that Neihu also had such a good relaxation environment!Xiao Zhou's manager and other partners are very kind and enthusiastic, I recommend everyone to come ~"
本來不愛抽水煙只是跟著朋友來，但真的好抽酒又好喝！周周也很好聊🥹 下次還要跟朋友們來玩！（還有水母可以看） …,"I did n’t like smoking smoke, but I just came with friends, but it ’s really good and delicious!Zhou Zhou is also very easy to talk about 还 Next time I have to play with friends!(And jellyfish can see) ..."
原本以為呼卡天母已經是台灣水煙頂點，結果又在內湖開一家！整個裝潢氣氛更上一層樓，只有自己可以超越自己的呼卡，推大家來呼一下,"Originally thought that the Hoka Tianmu was already the apex of Taiwan ’s water cigarettes, but it opened another family in Neihu!The whole decoration atmosphere is higher, only if you can surpass your own call, push everyone to call"
周周服務很棒很熱情，而且還會仔細講解如何抽水煙，很開心能來到這麼棒的水煙館～ 特色調酒也滿好喝的😋 …,"Zhou Zhou's service is great and enthusiastic, and he will also explain how to smoke smoke. I am very happy to come to such a great water cigarette hall ~ specialty bartending is also delicious ..."
調酒都很有風味，店裡不會太吵很讓人放鬆！很推薦的內湖酒吧！,"The bartending is very flavorful, and it will not be too noisy in the store!Recommended Neihu Bar!"
"沒想到內湖巷弄有這樣一間水煙館
地下室環境超棒很漂亮","I did not expect that there was such a water cigarette hall in Neihu Lane
The basement environment is great and beautiful"
態度超讚！店內可以很放鬆的聊天 ～周周很讚！很耐心介紹怎麼第一次抽水煙的我們,A great attitude!You can make a relaxed chat in the store ~ ​​Zhou Zhou is very good!I am very patient to introduce how to smoke the water for the first time
水煙音響氣氛沒話說，從天母店開始就一直期待內湖旗艦店開幕，恭喜內湖地標再加一，話說回來：我只想問這面牆到底花多少錢…,"The atmosphere of the water smoke sound has nothing to say. Since the beginning of the Tianmu Store, I have been looking forward to the opening of the Neihu flagship store. Congratulations to the landmark of Neihu."
