店名,評分,評論數,地址,鏈接
You&me 樹林小酒館,4.6 ,79,地址未找到,https://www.google.com/maps/place/You%26me+%E6%A8%B9%E6%9E%97%E5%B0%8F%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x34681d15dc09315f:0xa73c11bdcfee470e!8m2!3d24.9953737!4d121.4225907!16s%2Fg%2F11f57t1_f9!19sChIJXzEJ3BUdaDQRDkfuz70RPKc?authuser=0&hl=zh-TW&rclk=1
Cloudy Bar,4.6 9 則評論,4.6 顆星 9,23877新北市樹林區佳園路二段61-11號,https://www.google.com/maps/place/Cloudy+Bar/data=!4m7!3m6!1s0x34681db7502bbdbb:0x94c04b8d48c2b2ec!8m2!3d24.9614769!4d121.3914479!16s%2Fg%2F11px37zhh9!19sChIJu70rULcdaDQR7LLCSI1LwJQ?authuser=0&hl=zh-TW&rclk=1
OK LINE 原民風酒館,4.3 ,12,238新北市樹林區中華路217號,https://www.google.com/maps/place/OK+LINE+%E5%8E%9F%E6%B0%91%E9%A2%A8%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x34681dee8033f1a1:0x82aa0c55e1b62a3b!8m2!3d24.9812621!4d121.4195808!16s%2Fg%2F11jsr8wqh5!19sChIJofEzgO4daDQROyq24VUMqoI?authuser=0&hl=zh-TW&rclk=1
基酒庫G9 Cool,4.7 ,35,238新北市樹林區中山路一段24號2樓,https://www.google.com/maps/place/%E5%9F%BA%E9%85%92%E5%BA%ABG9+Cool/data=!4m7!3m6!1s0x34681d3e314b3ad5:0xa05bbd5bc2759be5!8m2!3d24.9926056!4d121.4238235!16s%2Fg%2F11dxqk678b!19sChIJ1TpLMT4daDQR5Zt1wlu9W6A?authuser=0&hl=zh-TW&rclk=1
好命Homie餐酒館,4.6 ,124,238新北市樹林區學勤路521號,https://www.google.com/maps/place/%E5%A5%BD%E5%91%BDHomie%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x34681dfc66e1831d:0x1d7bcadef6b91d8f!8m2!3d24.9486272!4d121.3811546!16s%2Fg%2F11t7y0j_yd!19sChIJHYPhZvwdaDQRjx259t7Kex0?authuser=0&hl=zh-TW&rclk=1
汲寂 • Bar Jijin,5.0 ,73,238新北市樹林區學勤路462號,https://www.google.com/maps/place/%E6%B1%B2%E5%AF%82+%E2%80%A2+Bar+Jijin/data=!4m7!3m6!1s0x34681d8b4568a551:0x86075e7a60256b73!8m2!3d24.9476552!4d121.380832!16s%2Fg%2F11w35ny0xd!19sChIJUaVoRYsdaDQRc2slYHpeB4Y?authuser=0&hl=zh-TW&rclk=1
山越食堂,3.6 ,7,238新北市樹林區八德街33號,https://www.google.com/maps/place/%E5%B1%B1%E8%B6%8A%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x34681dfc86fa4c27:0x30e86786ad8710d3!8m2!3d24.9863589!4d121.4186648!16s%2Fg%2F11q4m1ntv7!19sChIJJ0z6hvwdaDQR0xCHrYZn6DA?authuser=0&hl=zh-TW&rclk=1
好樂迪 樹林店,4.5 ,501,238新北市樹林區鎮前街18號,https://www.google.com/maps/place/%E5%A5%BD%E6%A8%82%E8%BF%AA+%E6%A8%B9%E6%9E%97%E5%BA%97/data=!4m7!3m6!1s0x34681d873f8dc811:0xeb762cd3bbe4acd4!8m2!3d24.9933116!4d121.4261314!16s%2Fg%2F11sr6rvjks!19sChIJEciNP4cdaDQR1Kzku9Msdus?authuser=0&hl=zh-TW&rclk=1
愛66 餐酒館,4.7 ,90,238新北市樹林區保安街一段88號,https://www.google.com/maps/place/%E6%84%9B66+%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x34681dc0f428a54f:0x1d8ce0a0002c0e1c!8m2!3d24.9946615!4d121.4244842!16s%2Fg%2F11trntpqkr!19sChIJT6Uo9MAdaDQRHA4sAKDgjB0?authuser=0&hl=zh-TW&rclk=1
520 月夜滿小吃店,4.1 ,11,238新北市樹林區保安街二段122號,https://www.google.com/maps/place/520+%E6%9C%88%E5%A4%9C%E6%BB%BF%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m7!3m6!1s0x34681d6e7b0ee82f:0x422cb9cec5e0e7d0!8m2!3d25.0039566!4d121.4136915!16s%2Fg%2F11kb5b0pzh!19sChIJL-gOe24daDQR0Ofgxc65LEI?authuser=0&hl=zh-TW&rclk=1
鐵路-Railroad,4.9 ,184,238新北市樹林區中山路一段115之22號,https://www.google.com/maps/place/%E9%90%B5%E8%B7%AF-Railroad/data=!4m7!3m6!1s0x34681d3ecd36eb1b:0x7ef1127a97e6bf38!8m2!3d24.9900654!4d121.4232307!16s%2Fg%2F11rxwh7tqs!19sChIJG-s2zT4daDQROL_ml3oS8X4?authuser=0&hl=zh-TW&rclk=1
閃亮歌坊,4.3 ,29,238新北市樹林區保安街二段45巷57號,https://www.google.com/maps/place/%E9%96%83%E4%BA%AE%E6%AD%8C%E5%9D%8A/data=!4m7!3m6!1s0x34681d127a56efe1:0x70dc8b619cba1157!8m2!3d24.9953712!4d121.4106537!16s%2Fg%2F11gb3t2gb8!19sChIJ4e9WehIdaDQRVxG6nGGL3HA?authuser=0&hl=zh-TW&rclk=1
Bar SHINRA 森羅,4.9 ,62,238新北市樹林區樹新路76號,https://www.google.com/maps/place/Bar+SHINRA+%E6%A3%AE%E7%BE%85/data=!4m7!3m6!1s0x34681d71ddb11741:0xe329fd8ec6eaabac!8m2!3d24.997236!4d121.4292627!16s%2Fg%2F11k4g8h3nl!19sChIJQRex3XEdaDQRrKvqxo79KeM?authuser=0&hl=zh-TW&rclk=1
Chill Home 邱宅,5.0 ,94,238新北市樹林區育英街88號,https://www.google.com/maps/place/Chill+Home+%E9%82%B1%E5%AE%85/data=!4m7!3m6!1s0x34681d0043d9fb41:0x203cf9a3cf480e84!8m2!3d24.989482!4d121.420417!16s%2Fg%2F11lcgvstw9!19sChIJQfvZQwAdaDQRhA5Iz6P5PCA?authuser=0&hl=zh-TW&rclk=1
莫梵好室 MORE FUN HOUSE,4.7 ,135,238新北市樹林區大雅路300號,https://www.google.com/maps/place/%E8%8E%AB%E6%A2%B5%E5%A5%BD%E5%AE%A4+MORE+FUN+HOUSE/data=!4m7!3m6!1s0x34681d7a6c319c93:0x3ec971190fd90c73!8m2!3d24.94877!4d121.3795174!16s%2Fg%2F11jq7xgq1g!19sChIJk5wxbHodaDQRcwzZDxlxyT4?authuser=0&hl=zh-TW&rclk=1
33歌の星,3.9 ,34,238新北市樹林區八德街33號,https://www.google.com/maps/place/33%E6%AD%8C%E3%81%AE%E6%98%9F/data=!4m7!3m6!1s0x34681d199f3378ff:0x386a109f1f562b90!8m2!3d24.9824607!4d121.4194514!16s%2Fg%2F11f50ms7gy!19sChIJ_3gznxkdaDQRkCtWH58Qajg?authuser=0&hl=zh-TW&rclk=1
贖醉,4.6 ,9,238新北市樹林區鎮前街198號,https://www.google.com/maps/place/%E8%B4%96%E9%86%89/data=!4m7!3m6!1s0x34681d68ee55415f:0x4313a018b7b6be3b!8m2!3d24.9892999!4d121.4237863!16s%2Fg%2F11vyyszkbg!19sChIJX0FV7mgdaDQRO762txigE0M?authuser=0&hl=zh-TW&rclk=1
大排檔 生猛快炒 極鮮燒烤(Q08攤),1.6 59 則評論,1.6 顆星 59,238新北市樹林區保安街二段70號J18,https://www.google.com/maps/place/%E5%A4%A7%E6%8E%92%E6%AA%94+%E7%94%9F%E7%8C%9B%E5%BF%AB%E7%82%92+%E6%A5%B5%E9%AE%AE%E7%87%92%E7%83%A4%28Q08%E6%94%A4%29/data=!4m7!3m6!1s0x34681d6329e7b831:0x9522abb8c47f691d!8m2!3d25.0027892!4d121.4168728!16s%2Fg%2F11sthhgcl9!19sChIJMbjnKWMdaDQRHWl_xLirIpU?authuser=0&hl=zh-TW&rclk=1
