店名,評分,評論數,地址,鏈接
Drunk House （餐酒館）餐廳酒吧推薦｜義大利麵｜三杯雞燉飯｜炸物拼盤｜打飛鏢｜餐酒｜飛鏢機｜聚餐｜｜調酒｜啤酒｜慶生派對｜工商聚會｜派對｜餐飲｜打卡｜飲料｜,5.0 ,"1,106",242新北市新莊區中正路612號,https://www.google.com/maps/place/Drunk+House+%EF%BC%88%E9%A4%90%E9%85%92%E9%A4%A8%EF%BC%89%E9%A4%90%E5%BB%B3%E9%85%92%E5%90%A7%E6%8E%A8%E8%96%A6%EF%BD%9C%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5%EF%BD%9C%E4%B8%89%E6%9D%AF%E9%9B%9E%E7%87%89%E9%A3%AF%EF%BD%9C%E7%82%B8%E7%89%A9%E6%8B%BC%E7%9B%A4%EF%BD%9C%E6%89%93%E9%A3%9B%E9%8F%A2%EF%BD%9C%E9%A4%90%E9%85%92%EF%BD%9C%E9%A3%9B%E9%8F%A2%E6%A9%9F%EF%BD%9C%E8%81%9A%E9%A4%90%EF%BD%9C%EF%BD%9C%E8%AA%BF%E9%85%92%EF%BD%9C%E5%95%A4%E9%85%92%EF%BD%9C%E6%85%B6%E7%94%9F%E6%B4%BE%E5%B0%8D%EF%BD%9C%E5%B7%A5%E5%95%86%E8%81%9A%E6%9C%83%EF%BD%9C%E6%B4%BE%E5%B0%8D%EF%BD%9C%E9%A4%90%E9%A3%B2%EF%BD%9C%E6%89%93%E5%8D%A1%EF%BD%9C%E9%A3%B2%E6%96%99%EF%BD%9C/data=!4m7!3m6!1s0x3442a7f5d92a7d2b:0x3b53398f17c0760!8m2!3d25.03026!4d121.4264057!16s%2Fg%2F11t2vnktsr!19sChIJK30q2fWnQjQRYAd88ZgztQM?authuser=0&hl=zh-TW&rclk=1
Liquor Lounge,4.7 ,180,242新北市新莊區復興路二段3號2樓,https://www.google.com/maps/place/Liquor+Lounge/data=!4m7!3m6!1s0x3442a87afe7e048d:0xc1294041a8de95b8!8m2!3d25.0439731!4d121.4534187!16s%2Fg%2F11b76v5kxd!19sChIJjQR-_nqoQjQRuJXeqEFAKcE?authuser=0&hl=zh-TW&rclk=1
Book ing 東區店｜東區推薦酒吧、聚餐、約會餐酒館,4.8 ,"2,594",106台北市大安區敦化南路一段190巷45號1樓,https://www.google.com/maps/place/Book+ing+%E6%9D%B1%E5%8D%80%E5%BA%97%EF%BD%9C%E6%9D%B1%E5%8D%80%E6%8E%A8%E8%96%A6%E9%85%92%E5%90%A7%E3%80%81%E8%81%9A%E9%A4%90%E3%80%81%E7%B4%84%E6%9C%83%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442ab687fee0a75:0xbbbc211da00eb2e4!8m2!3d25.0427877!4d121.546981!16s%2Fg%2F11f6356y1b!19sChIJdQruf2irQjQR5LIOoB0hvLs?authuser=0&hl=zh-TW&rclk=1
坪林老街,4.0 ,"5,986",232新北市坪林區,https://www.google.com/maps/place/%E5%9D%AA%E6%9E%97%E8%80%81%E8%A1%97/data=!4m7!3m6!1s0x3467ff0000000001:0xb96b4b281d4101a!8m2!3d24.9364225!4d121.7119639!16s%2Fg%2F1tjjm33_!19sChIJAQAAAAD_ZzQRGhDUgbK0lgs?authuser=0&hl=zh-TW&rclk=1
小城外 Bar CityNorth,4.5 ,972,103台北市大同區民生西路362巷15號2樓,https://www.google.com/maps/place/%E5%B0%8F%E5%9F%8E%E5%A4%96+Bar+CityNorth/data=!4m7!3m6!1s0x3442a9145c60494d:0x9d9dd710a7fcec7d!8m2!3d25.056448!4d121.5106366!16s%2Fg%2F11csqkr1jj!19sChIJTUlgXBSpQjQRfez8pxDXnZ0?authuser=0&hl=zh-TW&rclk=1
pier salon & bar碼頭沙龍餐酒館,4.9 ,610,251新北市淡水區商店街8號淡水漁人碼頭 木棧道,https://www.google.com/maps/place/pier+salon+%26+bar%E7%A2%BC%E9%A0%AD%E6%B2%99%E9%BE%8D%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a534df438a61:0x156726c87823369f!8m2!3d25.1819839!4d121.412452!16s%2Fg%2F11j7dc9n4b!19sChIJYYpD3zSlQjQRnzYjeMgmZxU?authuser=0&hl=zh-TW&rclk=1
25響茶酒吧,4.9 ,37,10644台北市大安區和平東路一段141巷7-2號1樓,https://www.google.com/maps/place/25%E9%9F%BF%E8%8C%B6%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a92baf0b7f9d:0xba0fc2b017cd1d93!8m2!3d25.0275688!4d121.5306428!16s%2Fg%2F11wbxkkrvh!19sChIJnX8LryupQjQRkx3NF7DCD7o?authuser=0&hl=zh-TW&rclk=1
綠洲信義 The Oasis Tavern Xinyi,4.8 ,128,110台北市信義區基隆路二段117號,https://www.google.com/maps/place/%E7%B6%A0%E6%B4%B2%E4%BF%A1%E7%BE%A9+The+Oasis+Tavern+Xinyi/data=!4m7!3m6!1s0x3442abad42dc4c15:0x920a7059399acc6e!8m2!3d25.0285447!4d121.5571409!16s%2Fg%2F11fw27fg1k!19sChIJFUzcQq2rQjQRbsyaOVlwCpI?authuser=0&hl=zh-TW&rclk=1
老三中央,4.7 ,406,236新北市土城區中央路二段34號1樓,https://www.google.com/maps/place/%E8%80%81%E4%B8%89%E4%B8%AD%E5%A4%AE/data=!4m7!3m6!1s0x34681db49e2a88c5:0x84a821d1a4a37c9d!8m2!3d24.9799926!4d121.4426428!16s%2Fg%2F11h05bz2_w!19sChIJxYgqnrQdaDQRnXyjpNEhqIQ?authuser=0&hl=zh-TW&rclk=1
一時無酉 abvless （預約制 Reservation only）,4.8 ,181,104台北市中山區中山北路二段26巷18號,https://www.google.com/maps/place/%E4%B8%80%E6%99%82%E7%84%A1%E9%85%89+abvless+%EF%BC%88%E9%A0%90%E7%B4%84%E5%88%B6+Reservation+only%EF%BC%89/data=!4m7!3m6!1s0x3442a98535277845:0x6a7446b3b59d239!8m2!3d25.0539245!4d121.5214504!16s%2Fg%2F11j8p81mpb!19sChIJRXgnNYWpQjQROdJZO2tEpwY?authuser=0&hl=zh-TW&rclk=1
北風北/古亭酒吧,4.6 ,319,100台北市中正區羅斯福路二段30巷5號,https://www.google.com/maps/place/%E5%8C%97%E9%A2%A8%E5%8C%97%2F%E5%8F%A4%E4%BA%AD%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a96dc54e6cdf:0xdba5c139f8c133a7!8m2!3d25.0282407!4d121.5207264!16s%2Fg%2F11rxj444l9!19sChIJ32xOxW2pQjQRpzPB-DnBpds?authuser=0&hl=zh-TW&rclk=1
發琴吧,4.6 ,534,103台北市大同區迪化街一段76號3樓,https://www.google.com/maps/place/%E7%99%BC%E7%90%B4%E5%90%A7/data=!4m7!3m6!1s0x3442a91472abec8b:0x697ad7f473d2e574!8m2!3d25.0557438!4d121.5098961!16s%2Fg%2F11g6ylv_wh!19sChIJi-yrchSpQjQRdOXSc_TXemk?authuser=0&hl=zh-TW&rclk=1
Antique Bar 1900,4.9 ,269,103台北市大同區迪化街一段34號3樓,https://www.google.com/maps/place/Antique+Bar+1900/data=!4m7!3m6!1s0x3442a9ff8764f939:0x5475c5d7491c6de4!8m2!3d25.0546552!4d121.5099947!16s%2Fg%2F11ll_g_zxg!19sChIJOflkh_-pQjQR5G0cSdfFdVQ?authuser=0&hl=zh-TW&rclk=1
銀波 Silver Lining,4.7 ,206,"1樓, No. 243號安和路二段大安區台北市106",https://www.google.com/maps/place/%E9%8A%80%E6%B3%A2+Silver+Lining/data=!4m7!3m6!1s0x3442abf91b43ff81:0xe3cc879631ad1074!8m2!3d25.0248897!4d121.5504193!16s%2Fg%2F11p3q5rs7j!19sChIJgf9DG_mrQjQRdBCtMZaHzOM?authuser=0&hl=zh-TW&rclk=1
Le Chamber 餐酒館,4.8 ,558,106台北市大安區敦化南路二段152號之1號,https://www.google.com/maps/place/Le+Chamber+%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442ab8e3e4aaceb:0xea2ba2c8562f6aff!8m2!3d25.025239!4d121.548303!16s%2Fg%2F11smrxx395!19sChIJ66xKPo6rQjQR_2ovVsiiK-o?authuser=0&hl=zh-TW&rclk=1
HighBall Cigar Bar,4.7 ,86,24448新北市林口區文化三路一段191巷28號,https://www.google.com/maps/place/HighBall+Cigar+Bar/data=!4m7!3m6!1s0x3442a78b72856ecd:0x7a73d6755db94448!8m2!3d25.0707068!4d121.3614876!16s%2Fg%2F11gtzps04s!19sChIJzW6FcounQjQRSES5XXXWc3o?authuser=0&hl=zh-TW&rclk=1
Tonight Bistro．餐酒館 | 創意料理 | 特色調酒 | 台北大安人氣BAR | 東區必去酒吧 | 宵夜 |,4.8 ,708,106台北市大安區延吉街157之1號,https://www.google.com/maps/place/Tonight+Bistro%EF%BC%8E%E9%A4%90%E9%85%92%E9%A4%A8+%7C+%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86+%7C+%E7%89%B9%E8%89%B2%E8%AA%BF%E9%85%92+%7C+%E5%8F%B0%E5%8C%97%E5%A4%A7%E5%AE%89%E4%BA%BA%E6%B0%A3BAR+%7C+%E6%9D%B1%E5%8D%80%E5%BF%85%E5%8E%BB%E9%85%92%E5%90%A7+%7C+%E5%AE%B5%E5%A4%9C+%7C/data=!4m7!3m6!1s0x3442ab8f0ae5dfcb:0x2d8b0dc28d5ca1f2!8m2!3d25.0396499!4d121.555062!16s%2Fg%2F11s4h3m2_5!19sChIJy9_lCo-rQjQR8qFcjcINiy0?authuser=0&hl=zh-TW&rclk=1
BLAH BLAH Bar,4.1 ,92,110台北市信義區松高路12號A8-B1,https://www.google.com/maps/place/BLAH+BLAH+Bar/data=!4m7!3m6!1s0x3442ab0039a39cc5:0x3e0a77fe369361a6!8m2!3d25.0382241!4d121.5667909!16s%2Fg%2F11y47fkn4y!19sChIJxZyjOQCrQjQRpmGTNv53Cj4?authuser=0&hl=zh-TW&rclk=1
福茶苑,4.9 ,28,23243新北市坪林區,https://www.google.com/maps/place/%E7%A6%8F%E8%8C%B6%E8%8B%91/data=!4m7!3m6!1s0x3467ff6d9dbdccc5:0x3824eb313e16d74e!8m2!3d24.9169048!4d121.681384!16s%2Fg%2F11gfgqpz4x!19sChIJxcy9nW3_ZzQRTtcWPjHrJDg?authuser=0&hl=zh-TW&rclk=1
Poetry 如詩｜大直早午餐、餐酒館,4.6 ,308,10491台北市中山區堤頂大道二段466號,https://www.google.com/maps/place/Poetry+%E5%A6%82%E8%A9%A9%EF%BD%9C%E5%A4%A7%E7%9B%B4%E6%97%A9%E5%8D%88%E9%A4%90%E3%80%81%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442ad0003c7d2b9:0x9cadbc9ec191f7d1!8m2!3d25.0816031!4d121.5617271!16s%2Fg%2F11vm085hb_!19sChIJudLHAwCtQjQR0feRwZ68rZw?authuser=0&hl=zh-TW&rclk=1
晉煙所 HIGHER END,4.9 ,461,103台北市大同區承德路一段69巷21號,https://www.google.com/maps/place/%E6%99%89%E7%85%99%E6%89%80+HIGHER+END/data=!4m7!3m6!1s0x3442a9dbc21bb401:0x33b2e48e13c72cba!8m2!3d25.0518544!4d121.5180575!16s%2Fg%2F11qm0rzkh4!19sChIJAbQbwtupQjQRuizHE47ksjM?authuser=0&hl=zh-TW&rclk=1
四坪酒吧 Bar Si ping,4.7 ,30,"號2樓, No. 278迪化街一段大同區台北市103",https://www.google.com/maps/place/%E5%9B%9B%E5%9D%AA%E9%85%92%E5%90%A7+Bar+Si+ping/data=!4m7!3m6!1s0x3442a9fdbf990311:0x3c8173fe4db93540!8m2!3d25.0609612!4d121.5092437!16s%2Fg%2F11mnkgx_nx!19sChIJEQOZv_2pQjQRQDW5Tf5zgTw?authuser=0&hl=zh-TW&rclk=1
C：柒家珈琲,4.9 ,427,106台北市大安區信義路三段147巷15弄1-1號,https://www.google.com/maps/place/C%EF%BC%9A%E6%9F%92%E5%AE%B6%E7%8F%88%E7%90%B2/data=!4m7!3m6!1s0x3442a91955946e25:0x6b11b859c077cfd9!8m2!3d25.0353013!4d121.542084!16s%2Fg%2F11t2t1t837!19sChIJJW6UVRmpQjQR2c93wFm4EWs?authuser=0&hl=zh-TW&rclk=1
武林逸亭WuLinEating,4.5 ,223,223新北市石碇區7之2號,https://www.google.com/maps/place/%E6%AD%A6%E6%9E%97%E9%80%B8%E4%BA%ADWuLinEating/data=!4m7!3m6!1s0x345d55fb2918a171:0xf80e3747b80e782b!8m2!3d24.983281!4d121.660354!16s%2Fg%2F11t51gz0kb!19sChIJcaEYKftVXTQRK3gOuEc3Dvg?authuser=0&hl=zh-TW&rclk=1
弎樓Thirdfloor,4.2 ,907,105台北市松山區延吉街9-5號,https://www.google.com/maps/place/%E5%BC%8E%E6%A8%93Thirdfloor/data=!4m7!3m6!1s0x3442aba972c5f9bf:0x639c3d76e23b3da7!8m2!3d25.0468097!4d121.5535908!16s%2Fg%2F11ghpm6rsg!19sChIJv_nFcqmrQjQRpz074nY9nGM?authuser=0&hl=zh-TW&rclk=1
NEON CAFE`& BAR 霓光咖啡&酒吧,3.9 ,468,103台北市大同區南京西路25巷20之5號,https://www.google.com/maps/place/NEON+CAFE%60%26+BAR+%E9%9C%93%E5%85%89%E5%92%96%E5%95%A1%26%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a9698e89afad:0x75436df7d34f4d82!8m2!3d25.0560159!4d121.5204121!16s%2Fg%2F12hkzkxcf!19sChIJra-JjmmpQjQRgk1P0_dtQ3U?authuser=0&hl=zh-TW&rclk=1
Olí,4.2 ,927,231新北市新店區中興路三段220巷2號1 樓,https://www.google.com/maps/place/Ol%C3%AD/data=!4m7!3m6!1s0x346801fb8c5610af:0x9a71ee7f49200d5!8m2!3d24.9827094!4d121.5439353!16s%2Fg%2F11f04d3ddr!19sChIJrxBWjPsBaDQR1QCS9Ocepwk?authuser=0&hl=zh-TW&rclk=1
ACE CAFE & BISTRO-美式酒吧|網紅推薦|酒館|特色調酒|新北土城|捷運海山站附近,4.5 ,81,236新北市土城區裕民路185巷4號,https://www.google.com/maps/place/ACE+CAFE+%26+BISTRO-%E7%BE%8E%E5%BC%8F%E9%85%92%E5%90%A7%7C%E7%B6%B2%E7%B4%85%E6%8E%A8%E8%96%A6%7C%E9%85%92%E9%A4%A8%7C%E7%89%B9%E8%89%B2%E8%AA%BF%E9%85%92%7C%E6%96%B0%E5%8C%97%E5%9C%9F%E5%9F%8E%7C%E6%8D%B7%E9%81%8B%E6%B5%B7%E5%B1%B1%E7%AB%99%E9%99%84%E8%BF%91/data=!4m7!3m6!1s0x3468032425ac11ff:0xe060e24a90fdd8c6!8m2!3d24.9844416!4d121.453738!16s%2Fg%2F11h081pwmg!19sChIJ_xGsJSQDaDQRxtj9kEriYOA?authuser=0&hl=zh-TW&rclk=1
大鶴青田 炭火居酒屋 士林店-Orion暢飲中,4.8 ,621,111台北市士林區文林路194號,https://www.google.com/maps/place/%E5%A4%A7%E9%B6%B4%E9%9D%92%E7%94%B0+%E7%82%AD%E7%81%AB%E5%B1%85%E9%85%92%E5%B1%8B+%E5%A3%AB%E6%9E%97%E5%BA%97-Orion%E6%9A%A2%E9%A3%B2%E4%B8%AD/data=!4m7!3m6!1s0x3442af93560dacd1:0x3a378e06d7b10e22!8m2!3d25.0898445!4d121.5271685!16s%2Fg%2F11tcpghkxw!19sChIJ0awNVpOvQjQRIg6x1waONzo?authuser=0&hl=zh-TW&rclk=1
時光小酒館(串燒/居酒屋/餐酒館),4.6 ,588,105台北市松山區敦化北路120巷16號,https://www.google.com/maps/place/%E6%99%82%E5%85%89%E5%B0%8F%E9%85%92%E9%A4%A8%28%E4%B8%B2%E7%87%92%2F%E5%B1%85%E9%85%92%E5%B1%8B%2F%E9%A4%90%E9%85%92%E9%A4%A8%29/data=!4m7!3m6!1s0x3442ab4ddb31b893:0x682c5ccc4d615414!8m2!3d25.0540382!4d121.5475798!16s%2Fg%2F11jp21b6g9!19sChIJk7gx202rQjQRFFRhTcxcLGg?authuser=0&hl=zh-TW&rclk=1
新北市坪林區公所,4.1 ,39,232新北市坪林區坪林街101號,https://www.google.com/maps/place/%E6%96%B0%E5%8C%97%E5%B8%82%E5%9D%AA%E6%9E%97%E5%8D%80%E5%85%AC%E6%89%80/data=!4m7!3m6!1s0x3467ff4e59cb42db:0xa7ffbc42000453e9!8m2!3d24.9361367!4d121.7117653!16s%2Fg%2F1vfzbxr4!19sChIJ20LLWU7_ZzQR6VMEAEK8_6c?authuser=0&hl=zh-TW&rclk=1
等等Bar-有瀏海的咖啡廳,4.8 ,237,325桃園市龍潭區民治路367號,https://www.google.com/maps/place/%E7%AD%89%E7%AD%89Bar-%E6%9C%89%E7%80%8F%E6%B5%B7%E7%9A%84%E5%92%96%E5%95%A1%E5%BB%B3/data=!4m7!3m6!1s0x34683dc22ec27233:0xd4b0a8bbea09861f!8m2!3d24.8208461!4d121.2373076!16s%2Fg%2F11g6bj2m_0!19sChIJM3LCLsI9aDQRH4YJ6ruosNQ?authuser=0&hl=zh-TW&rclk=1
魯蛋茶酒館-迪化,4.4 ,227,"No No, No. 333迪化街一段大同區台北市103",https://www.google.com/maps/place/%E9%AD%AF%E8%9B%8B%E8%8C%B6%E9%85%92%E9%A4%A8-%E8%BF%AA%E5%8C%96/data=!4m7!3m6!1s0x3442a91ef19c7381:0xee1ddc8133ead57c!8m2!3d25.0626425!4d121.5092967!16s%2Fg%2F11g0mhsg4_!19sChIJgXOc8R6pQjQRfNXqM4HcHe4?authuser=0&hl=zh-TW&rclk=1
Modism Café 摩德年代 天母店,4.7 ,39,111台北市士林區中山北路六段29號,https://www.google.com/maps/place/Modism+Caf%C3%A9+%E6%91%A9%E5%BE%B7%E5%B9%B4%E4%BB%A3+%E5%A4%A9%E6%AF%8D%E5%BA%97/data=!4m7!3m6!1s0x3442af4efc2dd95f:0x24ac83b5e319f11a!8m2!3d25.1033966!4d121.5248996!16s%2Fg%2F11vz63wgly!19sChIJX9kt_E6vQjQRGvEZ47WDrCQ?authuser=0&hl=zh-TW&rclk=1
沃森茶酒館 WOSOM / Teahouse & Bar,4.3 ,754,103台北市大同區迪化街一段34號2樓,https://www.google.com/maps/place/%E6%B2%83%E6%A3%AE%E8%8C%B6%E9%85%92%E9%A4%A8+WOSOM+%2F+Teahouse+%26+Bar/data=!4m7!3m6!1s0x3442a9138cf212fd:0x8102ff354f655cde!8m2!3d25.0546552!4d121.5099947!16s%2Fg%2F11bwm2z_c6!19sChIJ_RLyjBOpQjQR3lxlTzX_AoE?authuser=0&hl=zh-TW&rclk=1
湧進音樂餐廳 龍潭居酒屋|活魚餐廳|龍潭美食|龍潭熱炒|美食餐廳推薦|婚禮場地|燒烤|下午茶,4.8 ,541,325桃園市龍潭區中正路佳安段352號,https://www.google.com/maps/place/%E6%B9%A7%E9%80%B2%E9%9F%B3%E6%A8%82%E9%A4%90%E5%BB%B3+%E9%BE%8D%E6%BD%AD%E5%B1%85%E9%85%92%E5%B1%8B%7C%E6%B4%BB%E9%AD%9A%E9%A4%90%E5%BB%B3%7C%E9%BE%8D%E6%BD%AD%E7%BE%8E%E9%A3%9F%7C%E9%BE%8D%E6%BD%AD%E7%86%B1%E7%82%92%7C%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3%E6%8E%A8%E8%96%A6%7C%E5%A9%9A%E7%A6%AE%E5%A0%B4%E5%9C%B0%7C%E7%87%92%E7%83%A4%7C%E4%B8%8B%E5%8D%88%E8%8C%B6/data=!4m7!3m6!1s0x34681fa3ee272ec9:0xb109d511d5e0453d!8m2!3d24.8489065!4d121.243342!16s%2Fg%2F11qsplvrz4!19sChIJyS4n7qMfaDQRPUXg1RHVCbE?authuser=0&hl=zh-TW&rclk=1
酒條通洋酒-林森長春店,4.4 ,201,10447台北市中山區林森北路273號,https://www.google.com/maps/place/%E9%85%92%E6%A2%9D%E9%80%9A%E6%B4%8B%E9%85%92-%E6%9E%97%E6%A3%AE%E9%95%B7%E6%98%A5%E5%BA%97/data=!4m7!3m6!1s0x3442a968758078dd:0x338aeb7c79eaeff!8m2!3d25.0552122!4d121.5255809!16s%2Fg%2F11d_x446d8!19sChIJ3XiAdWipQjQR_66ex7euOAM?authuser=0&hl=zh-TW&rclk=1
BAR DI,4.7 ,135,104台北市中山區植福路200號4樓,https://www.google.com/maps/place/BAR+DI/data=!4m7!3m6!1s0x3442ad565c0d0c1f:0x33155e6578568013!8m2!3d25.0830763!4d121.560187!16s%2Fg%2F11sz3lxnwz!19sChIJHwwNXFatQjQRE4BWeGVeFTM?authuser=0&hl=zh-TW&rclk=1
嵩SUNG 台北大安,4.7 ,709,106台北市大安區延吉街131巷35號,https://www.google.com/maps/place/%E5%B5%A9SUNG+%E5%8F%B0%E5%8C%97%E5%A4%A7%E5%AE%89/data=!4m7!3m6!1s0x3442ab320680dd97:0xa445080755786550!8m2!3d25.0430907!4d121.5557356!16s%2Fg%2F11kt8tb_hc!19sChIJl92ABjKrQjQRUGV4VQcIRaQ?authuser=0&hl=zh-TW&rclk=1
香草庭園咖啡 頭城店,4.0 ,715,261宜蘭縣頭城鎮北宜路一段398號,https://www.google.com/maps/place/%E9%A6%99%E8%8D%89%E5%BA%AD%E5%9C%92%E5%92%96%E5%95%A1+%E9%A0%AD%E5%9F%8E%E5%BA%97/data=!4m7!3m6!1s0x3467f9f032bcdab7:0x6ca3f9f3c5460b11!8m2!3d24.8541195!4d121.7964763!16s%2Fg%2F11h011q6y!19sChIJt9q8MvD5ZzQREQtGxfP5o2w?authuser=0&hl=zh-TW&rclk=1
