店名,評分,評論數,地址,鏈接
武林逸亭WuLinEating,4.5 ,223,地址未找到,https://www.google.com/maps/place/%E6%AD%A6%E6%9E%97%E9%80%B8%E4%BA%ADWuLinEating/data=!4m7!3m6!1s0x345d55fb2918a171:0xf80e3747b80e782b!8m2!3d24.983281!4d121.660354!16s%2Fg%2F11t51gz0kb!19sChIJcaEYKftVXTQRK3gOuEc3Dvg?authuser=0&hl=zh-TW&rclk=1
野宴食堂,4.1 ,780,223新北市石碇區彭山村崩山12號,https://www.google.com/maps/place/%E9%87%8E%E5%AE%B4%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x345d55789c4ec3dd:0x50143dbd154b467d!8m2!3d24.9726251!4d121.6743637!16s%2Fg%2F1tff0s6v!19sChIJ3cNOnHhVXTQRfUZLFb09FFA?authuser=0&hl=zh-TW&rclk=1
福田居 - 烏塗古道自然餐食,3.8 ,365,223新北市石碇區號,https://www.google.com/maps/place/%E7%A6%8F%E7%94%B0%E5%B1%85+-+%E7%83%8F%E5%A1%97%E5%8F%A4%E9%81%93%E8%87%AA%E7%84%B6%E9%A4%90%E9%A3%9F/data=!4m7!3m6!1s0x345d556cc0d7d9c3:0x12f38a31f022a005!8m2!3d24.9823638!4d121.6609702!16s%2Fg%2F12hp_p_14!19sChIJw9nXwGxVXTQRBaAi8DGK8xI?authuser=0&hl=zh-TW&rclk=1
青青景觀咖啡,4.6 ,171,223新北市石碇區北宜公路六段水底寮巷5號之1,https://www.google.com/maps/place/%E9%9D%92%E9%9D%92%E6%99%AF%E8%A7%80%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x3467ff92222ad1dd:0xdcb06f12d6b88515!8m2!3d24.9498266!4d121.6563222!16s%2Fg%2F11ddwws_j_!19sChIJ3dEqIpL_ZzQRFYW41hJvsNw?authuser=0&hl=zh-TW&rclk=1
HarborEast 寮,5.0 ,1,"No. 58, 仙岩路文山區台北市116",https://www.google.com/maps/place/HarborEast+%E5%AF%AE/data=!4m7!3m6!1s0x3442ab004cae0509:0x5908edb83d6c9abd!8m2!3d24.9994772!4d121.5498679!16s%2Fg%2F11vm7gs3t4!19sChIJCQWuTACrQjQRvZpsPbjtCFk?authuser=0&hl=zh-TW&rclk=1
Bar Trace軌跡,4.9 ,63,116台北市文山區興隆路四段85號,https://www.google.com/maps/place/Bar+Trace%E8%BB%8C%E8%B7%A1/data=!4m7!3m6!1s0x3442ab820fc1fe5f:0x3a28265fc2f094e6!8m2!3d24.9890493!4d121.5601994!16s%2Fg%2F11lcjf8czk!19sChIJX_7BD4KrQjQR5pTwwl8mKDo?authuser=0&hl=zh-TW&rclk=1
星河,4.1 ,15,116台北市文山區木新路二段110號,https://www.google.com/maps/place/%E6%98%9F%E6%B2%B3/data=!4m7!3m6!1s0x3442aa77981e596f:0xf4b6e66998391e54!8m2!3d24.9846501!4d121.5699224!16s%2Fg%2F11kmpbzr3q!19sChIJb1kemHeqQjQRVB45mGnmtvQ?authuser=0&hl=zh-TW&rclk=1
Single&Double（文山特色鐵觀音梅酒、威士忌）,5.0 ,566,116台北市文山區指南路一段29號,https://www.google.com/maps/place/Single%26Double%EF%BC%88%E6%96%87%E5%B1%B1%E7%89%B9%E8%89%B2%E9%90%B5%E8%A7%80%E9%9F%B3%E6%A2%85%E9%85%92%E3%80%81%E5%A8%81%E5%A3%AB%E5%BF%8C%EF%BC%89/data=!4m7!3m6!1s0x3442abfc62a0ae7f:0x6f1f1810f4bef0c!8m2!3d24.9877509!4d121.569771!16s%2Fg%2F11qntrmyt3!19sChIJf66gYvyrQjQRDO9LD4Hx8QY?authuser=0&hl=zh-TW&rclk=1
茶鄉桂花農園,4.1 ,"1,061",223新北市石碇區新興坑4號,https://www.google.com/maps/place/%E8%8C%B6%E9%84%89%E6%A1%82%E8%8A%B1%E8%BE%B2%E5%9C%92/data=!4m7!3m6!1s0x345d54ee97fbc4ff:0x5a6f7aced49b58e4!8m2!3d25.0167066!4d121.6536069!16s%2Fg%2F1tp24_yk!19sChIJ_8T7l-5UXTQR5Fib1M56b1o?authuser=0&hl=zh-TW&rclk=1
深坑串霸,4.2 ,256,222新北市深坑區北深路三段23號,https://www.google.com/maps/place/%E6%B7%B1%E5%9D%91%E4%B8%B2%E9%9C%B8/data=!4m7!3m6!1s0x3442aac3c7ce81f5:0x5129a9b0fb8246b6!8m2!3d25.0010141!4d121.6091503!16s%2Fg%2F11c42p5sq3!19sChIJ9YHOx8OqQjQRtkaC-7CpKVE?authuser=0&hl=zh-TW&rclk=1
文山草堂(預約制),4.5 ,741,223新北市石碇區碇格路二段2號,https://www.google.com/maps/place/%E6%96%87%E5%B1%B1%E8%8D%89%E5%A0%82%28%E9%A0%90%E7%B4%84%E5%88%B6%29/data=!4m7!3m6!1s0x3467ffe48f4f609d:0x2af02bac3ed123d3!8m2!3d24.9585212!4d121.647399!16s%2Fg%2F1tdb6l05!19sChIJnWBPj-T_ZzQR0yPRPqwr8Co?authuser=0&hl=zh-TW&rclk=1
Lily 黃氣球酒吧,3.9 47 則評論,3.9 顆星 47,116台北市文山區興隆路三段185巷3弄4號,https://www.google.com/maps/place/Lily+%E9%BB%83%E6%B0%A3%E7%90%83%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442abb2b9ce3275:0xb7451b784324eb5!8m2!3d24.995721!4d121.560891!16s%2Fg%2F11t3gdb_bb!19sChIJdTLOubKrQjQRtU4yhLdRdAs?authuser=0&hl=zh-TW&rclk=1
渣男TaiwanBistro 木柵二渣,4.8 ,"2,361",116台北市文山區萬芳路9-1號,https://www.google.com/maps/place/%E6%B8%A3%E7%94%B7TaiwanBistro+%E6%9C%A8%E6%9F%B5%E4%BA%8C%E6%B8%A3/data=!4m7!3m6!1s0x3442aa68b2adc2ef:0x994c821502530140!8m2!3d24.9984807!4d121.5704915!16s%2Fg%2F11c1s0t7rv!19sChIJ78KtsmiqQjQRQAFTAhWCTJk?authuser=0&hl=zh-TW&rclk=1
角字號小酒館 TCM PUB,4.8 ,22,23143新北市新店區順安街83號地下層,https://www.google.com/maps/place/%E8%A7%92%E5%AD%97%E8%99%9F%E5%B0%8F%E9%85%92%E9%A4%A8+TCM+PUB/data=!4m7!3m6!1s0x34680194f1b070df:0x7c47d6f7f73d44d3!8m2!3d24.9872092!4d121.5407399!16s%2Fg%2F11vwdng0x_!19sChIJ33Cw8ZQBaDQR00Q99_fWR3w?authuser=0&hl=zh-TW&rclk=1
米絲阿樂局調酒專賣,4.6 ,275,116台北市文山區萬芳路60-18號,https://www.google.com/maps/place/%E7%B1%B3%E7%B5%B2%E9%98%BF%E6%A8%82%E5%B1%80%E8%AA%BF%E9%85%92%E5%B0%88%E8%B3%A3/data=!4m7!3m6!1s0x3442aa6f2bcf4101:0x331e0d32bee13e28!8m2!3d24.998572!4d121.568614!16s%2Fg%2F11b7fhfcpd!19sChIJAUHPK2-qQjQRKD7hvjINHjM?authuser=0&hl=zh-TW&rclk=1
李芙蓉 bistro,4.8 ,170,231新北市新店區大豐路76號,https://www.google.com/maps/place/%E6%9D%8E%E8%8A%99%E8%93%89+bistro/data=!4m7!3m6!1s0x346801c5be44ee65:0xe11736b4cc6ca655!8m2!3d24.9793898!4d121.5388325!16s%2Fg%2F11q5853cb9!19sChIJZe5EvsUBaDQRVaZszLQ2F-E?authuser=0&hl=zh-TW&rclk=1
藍曲音樂吧,5.0 ,1,116台北市文山區興隆路一段241號,https://www.google.com/maps/place/%E8%97%8D%E6%9B%B2%E9%9F%B3%E6%A8%82%E5%90%A7/data=!4m7!3m6!1s0x3442ab00117df58d:0xa5d459f5acc0ca10!8m2!3d24.9997393!4d121.5440531!16s%2Fg%2F11wfqgxydq!19sChIJjfV9EQCrQjQREMrArPVZ1KU?authuser=0&hl=zh-TW&rclk=1
琴海卡啦ok,3.9 ,77,116台北市文山區興隆路一段100號,https://www.google.com/maps/place/%E7%90%B4%E6%B5%B7%E5%8D%A1%E5%95%A6ok/data=!4m7!3m6!1s0x3442aa1c5e0277d9:0x48ed2f63c7284d19!8m2!3d25.0029245!4d121.5412321!16s%2Fg%2F11fy4k8562!19sChIJ2XcCXhyqQjQRGU0ox2Mv7Ug?authuser=0&hl=zh-TW&rclk=1
