店名,評分,評論數,地址,鏈接
WXYZ酒吧,4.2,77,11268台北市北投區大業路300巷1號,https://www.google.com/maps/place/WXYZ%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442ae564c482a95:0x67c57e57bea7364e!8m2!3d25.1283816!4d121.4981026!16s%2Fg%2F11c6_x6rf7!19sChIJlSpITFauQjQRTjanvld-xWc?authuser=0&hl=zh-TW&rclk=1
NO.4 STATION,4.8,128,112台北市北投區大業路733號,https://www.google.com/maps/place/NO.4+STATION/data=!4m7!3m6!1s0x3442af0cbd6e0a45:0xe2d96b01ce242f24!8m2!3d25.1374049!4d121.5024951!16s%2Fg%2F11hdjc7_yg!19sChIJRQpuvQyvQjQRJC8kzgFr2eI?authuser=0&hl=zh-TW&rclk=1
ART BAR 藝術家的酒吧,5,50,112台北市北投區中央南路一段102巷34號,https://www.google.com/maps/place/ART+BAR+%E8%97%9D%E8%A1%93%E5%AE%B6%E7%9A%84%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442afebcd12ea5d:0xc12f0829c493e196!8m2!3d25.1311734!4d121.500033!16s%2Fg%2F11rtqgyx1k!19sChIJXeoSzeuvQjQRluGTxCkIL8E?authuser=0&hl=zh-TW&rclk=1
Kahu Craft Beer Garden - 精釀啤酒花園,4.5,305,112台北市北投區溫泉路103-1號,https://www.google.com/maps/place/Kahu+Craft+Beer+Garden+-+%E7%B2%BE%E9%87%80%E5%95%A4%E9%85%92%E8%8A%B1%E5%9C%92/data=!4m7!3m6!1s0x3442ae4301928083:0x618fd8543bdc697c!8m2!3d25.1365068!4d121.5111682!16s%2Fg%2F11df0r4jlw!19sChIJg4CSAUOuQjQRfGncO1TYj2E?authuser=0&hl=zh-TW&rclk=1
雙溪碼頭河岸酒吧,5,2,112台北市北投區河美街32-8號,https://www.google.com/maps/place/%E9%9B%99%E6%BA%AA%E7%A2%BC%E9%A0%AD%E6%B2%B3%E5%B2%B8%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442af00417c391d:0xe71e06bda70cf8a1!8m2!3d25.096897!4d121.508873!16s%2Fg%2F11ln2sgkcj!19sChIJHTl8QQCvQjQRofgMp70GHuc?authuser=0&hl=zh-TW&rclk=1
新北投飲酒店，原快樂坊,3.6,39,112台灣北投區中和街63號,https://www.google.com/maps/place/%E6%96%B0%E5%8C%97%E6%8A%95%E9%A3%B2%E9%85%92%E5%BA%97%EF%BC%8C%E5%8E%9F%E5%BF%AB%E6%A8%82%E5%9D%8A/data=!4m7!3m6!1s0x3442ae4f9ad78463:0xf09aef2d862c2126!8m2!3d25.138686!4d121.501984!16s%2Fg%2F1pzt9vkch!19sChIJY4TXmk-uQjQRJiEshi3vmvA?authuser=0&hl=zh-TW&rclk=1
獾????,5,5,112台北市北投區豐年路一段34號,https://www.google.com/maps/place/%E7%8D%BE%E3%81%82%E3%81%AA%E3%81%90%E3%81%BE/data=!4m7!3m6!1s0x3442af006076e687:0x5c6aaa690eb4c318!8m2!3d25.1340395!4d121.4978296!16s%2Fg%2F11y4n5s2h3!19sChIJh-Z2YACvQjQRGMO0Dmmqalw?authuser=0&hl=zh-TW&rclk=1
酒菜檔,4.9,55,112台北市北投區光明路2巷21號酒菜檔,https://www.google.com/maps/place/%E9%85%92%E8%8F%9C%E6%AA%94/data=!4m7!3m6!1s0x3442af59e46123df:0x473606316d231beb!8m2!3d25.1310469!4d121.499878!16s%2Fg%2F11nmftpy6h!19sChIJ3yNh5FmvQjQR6xsjbTEGNkc?authuser=0&hl=zh-TW&rclk=1
日勝生加賀屋‧夕月BAR,5,11,112台北市北投區光明路236號,https://www.google.com/maps/place/%E6%97%A5%E5%8B%9D%E7%94%9F%E5%8A%A0%E8%B3%80%E5%B1%8B%E2%80%A7%E5%A4%95%E6%9C%88BAR/data=!4m7!3m6!1s0x3442af6d8a3d7699:0xf8ca8595636501be!8m2!3d25.1360426!4d121.5069339!16s%2Fg%2F11sxwqc7xy!19sChIJmXY9im2vQjQRvgFlY5WFyvg?authuser=0&hl=zh-TW&rclk=1
布根地酒坊,3.9,7,112台北市北投區西安街二段275巷16號,https://www.google.com/maps/place/%E5%B8%83%E6%A0%B9%E5%9C%B0%E9%85%92%E5%9D%8A/data=!4m7!3m6!1s0x3442af005874968b:0xae1475d881d80929!8m2!3d25.1198955!4d121.5065843!16s%2Fg%2F11lcgsnbp8!19sChIJi5Z0WACvQjQRKQnYgdh1FK4?authuser=0&hl=zh-TW&rclk=1
山茶花間 cafe & bistro,4.8,155,112台北市北投區石牌路二段75巷4號號2樓,https://www.google.com/maps/place/%E5%B1%B1%E8%8C%B6%E8%8A%B1%E9%96%93+cafe+%26+bistro/data=!4m7!3m6!1s0x3442af390fa483b3:0x849fced2b30e47a0!8m2!3d25.1168666!4d121.5159835!16s%2Fg%2F11m_pynp28!19sChIJs4OkDzmvQjQRoEcOs9LOn4Q?authuser=0&hl=zh-TW&rclk=1
深杯子概念店 La Copa Oscura,4.9,477,112台北市北投區石牌路一段39巷69號,https://www.google.com/maps/place/%E6%B7%B1%E6%9D%AF%E5%AD%90%E6%A6%82%E5%BF%B5%E5%BA%97+La+Copa+Oscura/data=!4m7!3m6!1s0x3442afd03becc219:0x87743f0d4b367473!8m2!3d25.115483!4d121.5096023!16s%2Fg%2F11rfr3wh5y!19sChIJGcLsO9CvQjQRc3Q2Sw0_dIc?authuser=0&hl=zh-TW&rclk=1
喝一杯小酒．串燒料理,4.8,42,112台北市北投區石牌路一段166巷125號,https://www.google.com/maps/place/%E5%96%9D%E4%B8%80%E6%9D%AF%E5%B0%8F%E9%85%92%EF%BC%8E%E4%B8%B2%E7%87%92%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442af803caa127d:0x1ddc8fc0b602b9c9!8m2!3d25.1116942!4d121.5157089!16s%2Fg%2F11jz8ql_pq!19sChIJfRKqPICvQjQRybkCtsCP3B0?authuser=0&hl=zh-TW&rclk=1
