Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"好多年前去過一次
今次再黎已經換上新裝修🌟
亦多左吾少特色調酒🍸
吾知飲咩好可以問下調酒師💁🏻‍♀️
佢地會好熱情甘介紹🤓
特別推介𝑪𝒍𝒂𝒔𝒉🤪
高粱味調酒係香港吾常見
重點係佢幾好飲😝😝

温馨提示🔔 : 最好預先book位🫡","I went once many years ago
This time I've been replaced with a new decoration🌟
It also has more cocktails🍸
If you know what to drink, you can ask the bartender💁🏻‍♀️
It will be very enthusiastic about it🤓
Special recommendation 100's 🤪
The sorghum flavor is not common in Hong Kong
The point is that it is quite good 😝😝

Tips 🔔: Best to book in advance🫡",False,0.165,0.022,0.814,0.9391
HANKO 60在西門町經營8年，今年由新的團隊接手經營，不但保留了原始西門町劇院的舊時代氛圍，內部座位調整後帶一點低調中奢華，菜單及酒單都是全新設計，在2024/9/28重新對外營業，餐點主要是台式融合西式的作法，炸物是強項，尤其是炸節瓜及雞軟骨，炒粿條也超級好吃，調酒好喝(喜愛妹酒的會喜歡)，由於位居西門町所以外國客人比例偏高，推薦大家來嘗試！,"Hanko 60 has been operating in Ximending for 8 years. This year, a new team has taken over operation. It not only retains the atmosphere of the old era of the Victorians. /9/28 Re -open business. The meal is mainly a desktop -style combination of western -style methods. Fried objects are strong springs, especially fried melon and chicken cartilage. Stir -fried nose is also super delicious. Like it), because the proportion of foreign guests is high because it is located in Ximending, I recommend everyone to try it!",False,0.163,0.0,0.837,0.945
很有特色的酒吧，調酒很好喝，每個都好有特色😋 不知道點什麼就問店員幫你推薦吧！,"Very distinctive bars, bartending is very delicious, each is good. I do n’t know what to do if I do n’t know what to do if you want to ask you to recommend it!",False,0.268,0.0,0.732,0.8746
"店員說酒會跟菜單的圖片長一樣
但我的壺沒有貼酒名也沒有裝飾 跟菜單完全不一樣
酒是都還不錯  炸物就正常  偏貴
然後裡面很擠不太舒服  五個人被分配到小圓桌","The clerk said that the wine will be the same as the picture of the menu
But my pot has no wine name or decoration is completely different from the menu
Wine is pretty good fried, it is normal and expensive
Then it is not too comfortable inside. Five people are allocated to the small round table",False,0.121,0.094,0.785,0.4209
"It’s a great place to chill if you are into creative and tasty cocktails. The vibe is great and bartenders are nice. They also do take customize drinks. The food is okay. I ordered fries. But it came in a creative package, too. A very interesting place to be in. And it’s in the bar area as well.
很特別的地方，有很多復古裝飾，調酒很多種，都很有創意、很復古，氣氛很讚，調酒師們都很專業！食物普普，我點了薯條，但包裝很特別，如果喜歡有創意、有設計感的調酒，這裡會是很好的選擇！如果有需要客製的調酒，他們也可以做喔！總體來說很推薦來看看喔！","It's a great place to chill if you are into the cocktails. The vibe is great and backnders are nice. Y. I Ordered Fries. But it came in a creation package, too. A very interest, to be in. And it's in the bar area as well.
In a special place, there are many retro decorations, many kinds of bartending, very creative and retro, the atmosphere is very good, the bartender is very professional!Food Pop, I ordered the fries, but the packaging is very special. If you like creative and design -oriented bartending, it will be a good choice here!If there is a custom -made bartender, they can also do it!Overall it is recommended to take a look!",False,0.314,0.0,0.686,0.9933
"🈵️西門超讚氣氛超好的酒吧🈵️

不特別留意的話在門口不會發現這間酒吧，外面是老式電影廳的造景，門口右側有個感應裝置，揮一下手就能入內，店內氣氛絕佳，音樂也很符合

酒單中的特調稍多，可以請服務員介紹一下以減少點餐的時間","氛️ West Men's superbly atmosphere bars 🈵️ ️ ️

If you don’t pay special attention, you will not find this bar at the door. The landscape of the old movie hall is outside. There is an inductive device on the right side of the door.

There are a little special adjustment in the wine list, you can ask the waiter to introduce the time to reduce order ordering",False,0.069,0.019,0.913,0.5729
生意超好，但是很小很擠，不是很舒適，調酒種類很多，但比較偏向容器可愛拍網美照用，實際喝有些沒有很match，口感較突兀不搭。豆乳雞倒是很好吃！,"The business is super good, but it is very small and crowded. It is not very comfortable. There are many types of alcohol, but they are more oriented to the container to take pictures of the net. In fact, there is no MATCH, and the taste is obtained.Soy milk chicken is delicious!",False,0.154,0.105,0.741,0.4703
"二訪 距離一訪是三年前
調酒均價300-400💰
都蠻有特色的🥹🥹

楊枝甘露很可愛（浴缸造型）
Disco ball也是很有特色
我喝的爆米花🍿️，有梅子奶油口味的爆米花可以吃，酒感中等我覺得非常不錯😂","The second visit is three years ago
Average bartending price 300-400均
It's quite distinctive 特

Yangzhi Ganlu is cute (bathtub shape)
Disco Ball is also very distinctive
I drink popcorn 有️, popcorn with plum cream flavors can be eaten, I feel very good in the middle of the wine 😂",False,0.161,0.031,0.808,0.8439
裝潢頗有特色，很多外國人。,"The decoration is quite distinctive, many foreigners.",False,0.0,0.0,1.0,0.0
一開始以為是玩密室逃脫的結果被騙進去了🤣還蠻好玩的，裡面居然是酒吧 壞境很不錯 很有創意！❤️‍🔥人也很多 很幸運剛好有位置不需要排隊✌🏻,At first I thought it was the result of the escape of the secret room. It was deceived. It was quite fun. It was actually a good and creative bars!❤️❤ Many people are also very lucky. There are just places. I don’t need to line up. ✌🏻,False,0.305,0.04,0.655,0.9582
