店名,評分,評論數,地址,鏈接
左轉靠右咖啡酒吧,4.5 ,442,242新北市新莊區福慧路6-1號,https://www.google.com/maps/place/%E5%B7%A6%E8%BD%89%E9%9D%A0%E5%8F%B3%E5%92%96%E5%95%A1%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a97398a488c7:0x9eef9633f19bf0ff!8m2!3d25.0639322!4d121.4630314!16s%2Fg%2F11ghfm_9zj!19sChIJx4ikmHOpQjQR__Cb8TOW754?authuser=0&hl=zh-TW&rclk=1
夯bar,4.8 ,55,248新北市五股區成泰路三段514號,https://www.google.com/maps/place/%E5%A4%AFbar/data=!4m7!3m6!1s0x3442af2ddbff3bd1:0xac3f41887ed7ac75!8m2!3d25.1019883!4d121.4521609!16s%2Fg%2F11pv28vvsy!19sChIJ0Tv_2y2vQjQRdazXfohBP6w?authuser=0&hl=zh-TW&rclk=1
文龍bar,5.0 ,2,248新北市五股區民義路二段22巷,https://www.google.com/maps/place/%E6%96%87%E9%BE%8Dbar/data=!4m7!3m6!1s0x3442a6737d4bc95b:0x64bbd794ce362ca3!8m2!3d25.0972324!4d121.4206!16s%2Fg%2F11gb3t6538!19sChIJW8lLfXOmQjQRoyw2zpTXu2Q?authuser=0&hl=zh-TW&rclk=1
五股星辰卡拉OK,3.7 ,128,248新北市五股區成泰路二段183-7號,https://www.google.com/maps/place/%E4%BA%94%E8%82%A1%E6%98%9F%E8%BE%B0%E5%8D%A1%E6%8B%89OK/data=!4m7!3m6!1s0x3442a61b4b337b41:0xa31da90b9b66874b!8m2!3d25.0877345!4d121.4387194!16s%2Fg%2F11h9wpr4ym!19sChIJQXszSxumQjQRS4dmmwupHaM?authuser=0&hl=zh-TW&rclk=1
Red Club,4.8 ,94,248新北市五股區新城六路177號1樓,https://www.google.com/maps/place/Red+Club/data=!4m7!3m6!1s0x3442a92dbbb7702d:0x1aa33c27b4b060db!8m2!3d25.0918519!4d121.4467276!16s%2Fg%2F11t178gx4y!19sChIJLXC3uy2pQjQR22CwtCc8oxo?authuser=0&hl=zh-TW&rclk=1
馨記北平烤鴨,4.8 ,555,248新北市五股區成泰路三段460號,https://www.google.com/maps/place/%E9%A6%A8%E8%A8%98%E5%8C%97%E5%B9%B3%E7%83%A4%E9%B4%A8/data=!4m7!3m6!1s0x3442af69f9806fdb:0x51da447f4aca5e10!8m2!3d25.1006089!4d121.4516042!16s%2Fg%2F11qptrk9px!19sChIJ22-A-WmvQjQREF7KSn9E2lE?authuser=0&hl=zh-TW&rclk=1
蓓朵思葡萄酒 Petros Wine,4.4 ,16,248新北市五股區五權六路12號4樓,https://www.google.com/maps/place/%E8%93%93%E6%9C%B5%E6%80%9D%E8%91%A1%E8%90%84%E9%85%92+Petros+Wine/data=!4m7!3m6!1s0x3442abc4c1f4bc51:0xcefc22df1091502d!8m2!3d25.0644303!4d121.4499237!16s%2Fg%2F11f08hfdv5!19sChIJUbz0wcSrQjQRLVCREN8i_M4?authuser=0&hl=zh-TW&rclk=1
UGLY HALF BEER 酉鬼啤酒,4.5 ,15,248新北市五股區五工三路116巷9 號,https://www.google.com/maps/place/UGLY+HALF+BEER+%E9%85%89%E9%AC%BC%E5%95%A4%E9%85%92/data=!4m7!3m6!1s0x3442a9d3a13e0d85:0xd94ec8bc6f19a0f0!8m2!3d25.069011!4d121.4558486!16s%2Fg%2F11kqwj72r5!19sChIJhQ0-odOpQjQR8KAZb7zITtk?authuser=0&hl=zh-TW&rclk=1
發財碳烤,4.0 ,169,248新北市五股區工商路57號,https://www.google.com/maps/place/%E7%99%BC%E8%B2%A1%E7%A2%B3%E7%83%A4/data=!4m7!3m6!1s0x3442a76d12ffd577:0x24527df765b260fd!8m2!3d25.0844403!4d121.4388384!16s%2Fg%2F11g2pq7z9b!19sChIJd9X_Em2nQjQR_WCyZfd9UiQ?authuser=0&hl=zh-TW&rclk=1
小時光our times,4.4 ,155,247新北市蘆洲區中山一路55號,https://www.google.com/maps/place/%E5%B0%8F%E6%99%82%E5%85%89our+times/data=!4m7!3m6!1s0x3442a8cfcac13e2f:0x5ca11c39b91d4c6!8m2!3d25.0808621!4d121.4785593!16s%2Fg%2F11bcf4d8dl!19sChIJLz7Bys-oQjQRxtSRm8MRygU?authuser=0&hl=zh-TW&rclk=1
THE FOUR,4.8 ,"2,205",242新北市新莊區福營路163號,https://www.google.com/maps/place/THE+FOUR/data=!4m7!3m6!1s0x3442a7994c361ba9:0x40019cf1d46b5d14!8m2!3d25.0313456!4d121.4320375!16s%2Fg%2F11fcbfrs75!19sChIJqRs2TJmnQjQRFF1r1PGcAUA?authuser=0&hl=zh-TW&rclk=1
雞翅王炸雞,4.0 ,129,248新北市五股區五福路27號,https://www.google.com/maps/place/%E9%9B%9E%E7%BF%85%E7%8E%8B%E7%82%B8%E9%9B%9E/data=!4m7!3m6!1s0x3442a60ffeb3a269:0xc2cb4e74393a3f5d!8m2!3d25.0891783!4d121.4338696!16s%2Fg%2F11dftrkny9!19sChIJaaKz_g-mQjQRXT86OXROy8I?authuser=0&hl=zh-TW&rclk=1
萬福烤雞莊,4.2 ,430,248新北市五股區中興路二段182巷16號,https://www.google.com/maps/place/%E8%90%AC%E7%A6%8F%E7%83%A4%E9%9B%9E%E8%8E%8A/data=!4m7!3m6!1s0x3442a8a4b223168b:0xb029d950421a4f6f!8m2!3d25.080812!4d121.4566762!16s%2Fg%2F1w04gt68!19sChIJixYjsqSoQjQRb08aQlDZKbA?authuser=0&hl=zh-TW&rclk=1
376BBQ#家庭同學同事聚餐#慶生喝酒吃飯唱歌#包廂KTV#376啤酒屋 #居酒屋 #麻辣 #鴛鴦火鍋 #烤魚 #烤肉烤海鮮#公司聚餐包廂 #串燒燒烤 #熱炒 #啤酒唱飲#寵物友善餐廳,4.8 ,97,242新北市新莊區福基里新北大道二段376號,https://www.google.com/maps/place/376BBQ%23%E5%AE%B6%E5%BA%AD%E5%90%8C%E5%AD%B8%E5%90%8C%E4%BA%8B%E8%81%9A%E9%A4%90%23%E6%85%B6%E7%94%9F%E5%96%9D%E9%85%92%E5%90%83%E9%A3%AF%E5%94%B1%E6%AD%8C%23%E5%8C%85%E5%BB%82KTV%23376%E5%95%A4%E9%85%92%E5%B1%8B+%23%E5%B1%85%E9%85%92%E5%B1%8B+%23%E9%BA%BB%E8%BE%A3+%23%E9%B4%9B%E9%B4%A6%E7%81%AB%E9%8D%8B+%23%E7%83%A4%E9%AD%9A+%23%E7%83%A4%E8%82%89%E7%83%A4%E6%B5%B7%E9%AE%AE%23%E5%85%AC%E5%8F%B8%E8%81%9A%E9%A4%90%E5%8C%85%E5%BB%82+%23%E4%B8%B2%E7%87%92%E7%87%92%E7%83%A4+%23%E7%86%B1%E7%82%92+%23%E5%95%A4%E9%85%92%E5%94%B1%E9%A3%B2%23%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442a9568ac4d5fb:0x297d2d56d5eed3c4!8m2!3d25.0609448!4d121.4611955!16s%2Fg%2F11t8m8cwr_!19sChIJ-9XEilapQjQRxNPu1VYtfSk?authuser=0&hl=zh-TW&rclk=1
金色三麥 新莊晶冠店,4.5 ,"3,088",242新北市新莊區五工路66號,https://www.google.com/maps/place/%E9%87%91%E8%89%B2%E4%B8%89%E9%BA%A5+%E6%96%B0%E8%8E%8A%E6%99%B6%E5%86%A0%E5%BA%97/data=!4m7!3m6!1s0x3442a8906b793401:0x9fd119d260dbb066!8m2!3d25.0637169!4d121.4584129!16s%2Fg%2F11bvv4rb3p!19sChIJATR5a5CoQjQRZrDbYNIZ0Z8?authuser=0&hl=zh-TW&rclk=1
五福冰店,4.1 ,54,24855新北市五股區五福路11-3號,https://www.google.com/maps/place/%E4%BA%94%E7%A6%8F%E5%86%B0%E5%BA%97/data=!4m7!3m6!1s0x3442a718b78a1467:0x7a29a695b34220bc!8m2!3d25.0885859!4d121.434197!16s%2Fg%2F11lm2l311p!19sChIJZxSKtxinQjQRvCBCs5WmKXo?authuser=0&hl=zh-TW&rclk=1
98壹咖啡休閒廣場,3.8 ,47,248新北市五股區凌雲路三段98號號,https://www.google.com/maps/place/98%E5%A3%B9%E5%92%96%E5%95%A1%E4%BC%91%E9%96%92%E5%BB%A3%E5%A0%B4/data=!4m7!3m6!1s0x3442a5eb5341417b:0x5d77d46b840e9099!8m2!3d25.1218559!4d121.4276159!16s%2Fg%2F11c3299_4n!19sChIJe0FBU-ulQjQRmZAOhGvUd10?authuser=0&hl=zh-TW&rclk=1
Unicorn Cafe & Bar,4.7 ,152,242新北市新莊區思源路482號,https://www.google.com/maps/place/Unicorn+Cafe+%26+Bar/data=!4m7!3m6!1s0x3442a9289a41e2a1:0x3580adff708770f7!8m2!3d25.0545473!4d121.4603563!16s%2Fg%2F11qpty0t0_!19sChIJoeJBmiipQjQR93CHcP-tgDU?authuser=0&hl=zh-TW&rclk=1
緣伍串串燒酒吧,5.0 ,112,247新北市蘆洲區三民路185號,https://www.google.com/maps/place/%E7%B7%A3%E4%BC%8D%E4%B8%B2%E4%B8%B2%E7%87%92%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a90022485d0b:0xb92068cdfc0e8be9!8m2!3d25.0874564!4d121.4707155!16s%2Fg%2F11vxx6kl4j!19sChIJC11IIgCpQjQR6YsO_M1oILk?authuser=0&hl=zh-TW&rclk=1
伍股鹹粥小吃店,3.7 ,"3,168",248新北市五股區成泰路三段433號,https://www.google.com/maps/place/%E4%BC%8D%E8%82%A1%E9%B9%B9%E7%B2%A5%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m7!3m6!1s0x3442a61bbc6d62a7:0x6d5abac8ce33fb85!8m2!3d25.0977404!4d121.449885!16s%2Fg%2F1v44bnpt!19sChIJp2JtvBumQjQRhfszzsi6Wm0?authuser=0&hl=zh-TW&rclk=1
510 音樂酒BAR/飛鏢酒吧/音樂小酒館/音樂餐廳｜台北美食料理餐廳｜台北餐酒館｜台北聚餐｜台北團體聚餐｜在地嚮導評論家【 五星好感度推薦品牌】,4.6 ,242,241新北市三重區仁愛街300號地下1樓,https://www.google.com/maps/place/510+%E9%9F%B3%E6%A8%82%E9%85%92BAR%2F%E9%A3%9B%E9%8F%A2%E9%85%92%E5%90%A7%2F%E9%9F%B3%E6%A8%82%E5%B0%8F%E9%85%92%E9%A4%A8%2F%E9%9F%B3%E6%A8%82%E9%A4%90%E5%BB%B3%EF%BD%9C%E5%8F%B0%E5%8C%97%E7%BE%8E%E9%A3%9F%E6%96%99%E7%90%86%E9%A4%90%E5%BB%B3%EF%BD%9C%E5%8F%B0%E5%8C%97%E9%A4%90%E9%85%92%E9%A4%A8%EF%BD%9C%E5%8F%B0%E5%8C%97%E8%81%9A%E9%A4%90%EF%BD%9C%E5%8F%B0%E5%8C%97%E5%9C%98%E9%AB%94%E8%81%9A%E9%A4%90%EF%BD%9C%E5%9C%A8%E5%9C%B0%E5%9A%AE%E5%B0%8E%E8%A9%95%E8%AB%96%E5%AE%B6%E3%80%90+%E4%BA%94%E6%98%9F%E5%A5%BD%E6%84%9F%E5%BA%A6%E6%8E%A8%E8%96%A6%E5%93%81%E7%89%8C%E3%80%91/data=!4m7!3m6!1s0x3442a8dece18115d:0x6e42f875d56fe1bb!8m2!3d25.0796045!4d121.4920077!16s%2Fg%2F11c60qr4l_!19sChIJXREYzt6oQjQRu-Fv1XX4Qm4?authuser=0&hl=zh-TW&rclk=1
山頂168土雞城,3.5 ,71,248新北市五股區凌雲路三段71-4號,https://www.google.com/maps/place/%E5%B1%B1%E9%A0%82168%E5%9C%9F%E9%9B%9E%E5%9F%8E/data=!4m7!3m6!1s0x3442a50bdb60d7c9:0xc1326cf989efb500!8m2!3d25.1237602!4d121.4239576!16s%2Fg%2F11jg3cxqjh!19sChIJyddg2wulQjQRALXviflsMsE?authuser=0&hl=zh-TW&rclk=1
原味魯肉飯,4.0 ,917,248新北市五股區成泰路三段544-2號,https://www.google.com/maps/place/%E5%8E%9F%E5%91%B3%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442af51055e1d79:0x285240aeb5b11bff!8m2!3d25.1022129!4d121.4536145!16s%2Fg%2F1thn366x!19sChIJeR1eBVGvQjQR_xuxta5AUig?authuser=0&hl=zh-TW&rclk=1
五股鴨味仔薑母鴨、夏季碳烤,4.4 ,719,248新北市五股區成泰路三段320號,https://www.google.com/maps/place/%E4%BA%94%E8%82%A1%E9%B4%A8%E5%91%B3%E4%BB%94%E8%96%91%E6%AF%8D%E9%B4%A8%E3%80%81%E5%A4%8F%E5%AD%A3%E7%A2%B3%E7%83%A4/data=!4m7!3m6!1s0x3442af54eac3da8f:0x18c21719a9b48b39!8m2!3d25.0971993!4d121.4498381!16s%2Fg%2F11cjgctmpb!19sChIJj9rD6lSvQjQROYu0qRkXwhg?authuser=0&hl=zh-TW&rclk=1
MON 茫 Bar/飛鏢/暢飲/小酌,4.9 ,401,242新北市新莊區中正路514巷9號2 樓,https://www.google.com/maps/place/MON+%E8%8C%AB+Bar%2F%E9%A3%9B%E9%8F%A2%2F%E6%9A%A2%E9%A3%B2%2F%E5%B0%8F%E9%85%8C/data=!4m7!3m6!1s0x3442a7e88d9806db:0x768e90d056034744!8m2!3d25.032768!4d121.432983!16s%2Fg%2F11ddzq7kjz!19sChIJ2waYjeinQjQRREcDVtCQjnY?authuser=0&hl=zh-TW&rclk=1
弘福東山鴨頭,4.4 ,21,248新北市五股區成泰路二段91巷25號,https://www.google.com/maps/place/%E5%BC%98%E7%A6%8F%E6%9D%B1%E5%B1%B1%E9%B4%A8%E9%A0%AD/data=!4m7!3m6!1s0x3442a61bbbe68c11:0xcf6a2f79391b8fcd!8m2!3d25.084379!4d121.4378917!16s%2Fg%2F11dzdh615j!19sChIJEYzmuxumQjQRzY8bOXkvas8?authuser=0&hl=zh-TW&rclk=1
黃金歲月KTV(原銀櫃),3.8 ,184,247新北市蘆洲區成功路132 號,https://www.google.com/maps/place/%E9%BB%83%E9%87%91%E6%AD%B2%E6%9C%88KTV%28%E5%8E%9F%E9%8A%80%E6%AB%83%29/data=!4m7!3m6!1s0x3442a8c904a6fa4b:0xe9d5f605eb67eb2d!8m2!3d25.0829296!4d121.4720352!16s%2Fg%2F11c603y1w_!19sChIJS_qmBMmoQjQRLetn6wX21ek?authuser=0&hl=zh-TW&rclk=1
姊妹鹹酥雞,4.8 ,27,248新北市五股區五福路2號,https://www.google.com/maps/place/%E5%A7%8A%E5%A6%B9%E9%B9%B9%E9%85%A5%E9%9B%9E/data=!4m7!3m6!1s0x3442a76f432de3e9:0x338c0feab8b9d141!8m2!3d25.0874318!4d121.4343016!16s%2Fg%2F11jsjgthq0!19sChIJ6eMtQ2-nQjQRQdG5uOoPjDM?authuser=0&hl=zh-TW&rclk=1
Black Sugar - Cocktail & Wine,4.9 ,175,244新北市林口區八德路350號1樓,https://www.google.com/maps/place/Black+Sugar+-+Cocktail+%26+Wine/data=!4m7!3m6!1s0x3442a73d2845b84f:0xbb57414a4ea79972!8m2!3d25.0662028!4d121.3599022!16s%2Fg%2F11r9h6wgl1!19sChIJT7hFKD2nQjQRcpmnTkpBV7s?authuser=0&hl=zh-TW&rclk=1
