店名,評分,評論數,地址,鏈接
不誤正夜 NightDuty Taipei,4.8 ,"1,668",地址未找到,https://www.google.com/maps/place/%E4%B8%8D%E8%AA%A4%E6%AD%A3%E5%A4%9C+NightDuty+Taipei/data=!4m7!3m6!1s0x3442abf1371f14a9:0x5650a76a8b9b2c77!8m2!3d25.0446928!4d121.5530292!16s%2Fg%2F11t4bvb67g!19sChIJqRQfN_GrQjQRdyybi2qnUFY?authuser=0&hl=zh-TW&rclk=1
OriginBAR 源 ｜松山區餐酒館 松山酒吧 歐式鄉村酒吧 小巨蛋,4.9 ,"4,229",105台北市松山區南京東路四段133巷5弄31號,https://www.google.com/maps/place/OriginBAR+%E6%BA%90+%EF%BD%9C%E6%9D%BE%E5%B1%B1%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8+%E6%9D%BE%E5%B1%B1%E9%85%92%E5%90%A7+%E6%AD%90%E5%BC%8F%E9%84%89%E6%9D%91%E9%85%92%E5%90%A7+%E5%B0%8F%E5%B7%A8%E8%9B%8B/data=!4m7!3m6!1s0x3442abea4d5bcac7:0x8f49dcd3272fe20!8m2!3d25.0520665!4d121.5563765!16s%2Fg%2F11c55jrgxl!19sChIJx8pbTeqrQjQRIP5yMs2d9Ag?authuser=0&hl=zh-TW&rclk=1
HOMIES SOFT BAR｜松山酒吧/南京三民飛鏢酒吧/運動酒吧/啤酒調酒雞尾酒/深夜美食/炒泡麵/煎餃,4.9 ,212,105台北市松山區南京東路五段250巷2弄13號,https://www.google.com/maps/place/HOMIES+SOFT+BAR%EF%BD%9C%E6%9D%BE%E5%B1%B1%E9%85%92%E5%90%A7%2F%E5%8D%97%E4%BA%AC%E4%B8%89%E6%B0%91%E9%A3%9B%E9%8F%A2%E9%85%92%E5%90%A7%2F%E9%81%8B%E5%8B%95%E9%85%92%E5%90%A7%2F%E5%95%A4%E9%85%92%E8%AA%BF%E9%85%92%E9%9B%9E%E5%B0%BE%E9%85%92%2F%E6%B7%B1%E5%A4%9C%E7%BE%8E%E9%A3%9F%2F%E7%82%92%E6%B3%A1%E9%BA%B5%2F%E7%85%8E%E9%A4%83/data=!4m7!3m6!1s0x3442a9a83dd64d7d:0xad01fab83d04ffb8!8m2!3d25.0507445!4d121.5668264!16s%2Fg%2F11gxr4259v!19sChIJfU3WPaipQjQRuP8EPbj6Aa0?authuser=0&hl=zh-TW&rclk=1
Enjoy Matheson Bar享受洋行,4.7 ,309,105台北市松山區北寧路6號,https://www.google.com/maps/place/Enjoy+Matheson+Bar%E4%BA%AB%E5%8F%97%E6%B4%8B%E8%A1%8C/data=!4m7!3m6!1s0x3442abc23896d69d:0xb700b9d1e89186!8m2!3d25.0485432!4d121.5527748!16s%2Fg%2F1pwfbmt2b!19sChIJndaWOMKrQjQRhpHo0bkAtwA?authuser=0&hl=zh-TW&rclk=1
異塵CELLAR LOUNGE BAR,4.8 ,"1,478",105台北市松山區南京東路四段19號B1樓,https://www.google.com/maps/place/%E7%95%B0%E5%A1%B5CELLAR+LOUNGE+BAR/data=!4m7!3m6!1s0x3442abe839655f61:0x40e0d543360215c4!8m2!3d25.0519446!4d121.550263!16s%2Fg%2F1thfc40r!19sChIJYV9lOeirQjQRxBUCNkPV4EA?authuser=0&hl=zh-TW&rclk=1
Histoire 隅意,4.8 ,258,105024台北市松山區南京東路四段133巷4弄24號1樓,https://www.google.com/maps/place/Histoire+%E9%9A%85%E6%84%8F/data=!4m7!3m6!1s0x3442ab2330a7bf7d:0x8281a0886927d4cc!8m2!3d25.0523334!4d121.5542362!16s%2Fg%2F11ng54y94n!19sChIJfb-nMCOrQjQRzNQnaYiggYI?authuser=0&hl=zh-TW&rclk=1
灶咖 Zào Kā Bar & Bistro｜南京三民餐酒館｜饒河夜市｜推薦酒吧,4.7 ,313,105台北市松山區南京東路五段251巷22弄29號,https://www.google.com/maps/place/%E7%81%B6%E5%92%96+Z%C3%A0o+K%C4%81+Bar+%26+Bistro%EF%BD%9C%E5%8D%97%E4%BA%AC%E4%B8%89%E6%B0%91%E9%A4%90%E9%85%92%E9%A4%A8%EF%BD%9C%E9%A5%92%E6%B2%B3%E5%A4%9C%E5%B8%82%EF%BD%9C%E6%8E%A8%E8%96%A6%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442ab941383eef3:0x564040a76a115587!8m2!3d25.051922!4d121.564338!16s%2Fg%2F11ddzlztz3!19sChIJ8-6DE5SrQjQRh1URaqdAQFY?authuser=0&hl=zh-TW&rclk=1
Midway,4.7 ,104,105台北市松山區健康路191號1 樓,https://www.google.com/maps/place/Midway/data=!4m7!3m6!1s0x3442ab936e326169:0x4d6592d69b72c9e1!8m2!3d25.0542431!4d121.5619425!16s%2Fg%2F1hm2z0shs!19sChIJaWEybpOrQjQR4clym9aSZU0?authuser=0&hl=zh-TW&rclk=1
ComingBistro｜台北餐酒館推薦調酒吧,5.0 ,319,105台北市松山區光復南路55號1樓,https://www.google.com/maps/place/ComingBistro%EF%BD%9C%E5%8F%B0%E5%8C%97%E9%A4%90%E9%85%92%E9%A4%A8%E6%8E%A8%E8%96%A6%E8%AA%BF%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442abe30ea244bf:0xb4d786f653c8e010!8m2!3d25.045903!4d121.5580267!16s%2Fg%2F11tfyxnjpj!19sChIJv0SiDuOrQjQREODIU_aG17Q?authuser=0&hl=zh-TW&rclk=1
Sofa sofar,4.7 ,232,地址未找到,https://www.google.com/maps/place/Sofa+sofar/data=!4m7!3m6!1s0x3442ab14b0fabbb7:0xaa4c6a2882caa6ac!8m2!3d25.0447997!4d121.5517977!16s%2Fg%2F11fmp_k7hg!19sChIJt7v6sBSrQjQRrKbKgihqTKo?authuser=0&hl=zh-TW&rclk=1
