店名,評分,評論數,地址,鏈接
M Bar House,4.7 ,331,224新北市瑞芳區輕便路280號,https://www.google.com/maps/place/M+Bar+House/data=!4m10!3m9!1s0x345d4501486cb8c7:0x48ad70b005ea64f8!5m2!4m1!1i2!8m2!3d25.1093115!4d121.8441604!16s%2Fg%2F11h0hjpjrw!19sChIJx7hsSAFFXTQR-GTqBbBwrUg?authuser=0&hl=zh-TW&rclk=1
逸茶酒室Golden bar,4.4 ,325,224新北市瑞芳區基山街190號,https://www.google.com/maps/place/%E9%80%B8%E8%8C%B6%E9%85%92%E5%AE%A4Golden+bar/data=!4m7!3m6!1s0x345d451440b0a215:0x485f840f085af656!8m2!3d25.1075524!4d121.842764!16s%2Fg%2F11rv9bsm39!19sChIJFaKwQBRFXTQRVvZaCA-EX0g?authuser=0&hl=zh-TW&rclk=1
nexttothewaterfall 瀑布隔壁 Bar _水金九瀑布秘境酒吧（開到24:00，22:00最後進場）,5.0 ,40,224新北市瑞芳區明里路85-1號B1,https://www.google.com/maps/place/nexttothewaterfall+%E7%80%91%E5%B8%83%E9%9A%94%E5%A3%81+Bar+_%E6%B0%B4%E9%87%91%E4%B9%9D%E7%80%91%E5%B8%83%E7%A7%98%E5%A2%83%E9%85%92%E5%90%A7%EF%BC%88%E9%96%8B%E5%88%B024:00%EF%BC%8C22:00%E6%9C%80%E5%BE%8C%E9%80%B2%E5%A0%B4%EF%BC%89/data=!4m7!3m6!1s0x345d4542d83c8dad:0x432026f600fe0bf!8m2!3d25.119054!4d121.8615279!16s%2Fg%2F11vf7lw_h9!19sChIJrY082EJFXTQRv-APYG8CMgQ?authuser=0&hl=zh-TW&rclk=1
山城酒葩,4.3 ,12,224新北市瑞芳區豎崎路24號,https://www.google.com/maps/place/%E5%B1%B1%E5%9F%8E%E9%85%92%E8%91%A9/data=!4m7!3m6!1s0x345d45a03d0129c5:0x2070709926f5f5ec!8m2!3d25.1095671!4d121.8430704!16s%2Fg%2F11vf3ltk1l!19sChIJxSkBPaBFXTQR7PX1JplwcCA?authuser=0&hl=zh-TW&rclk=1
散散步,4.6 ,561,224新北市瑞芳區祈堂路172號,https://www.google.com/maps/place/%E6%95%A3%E6%95%A3%E6%AD%A5/data=!4m10!3m9!1s0x345d44e16fc7b6fd:0x1c19c7ca3031ae91!5m2!4m1!1i2!8m2!3d25.1096561!4d121.8581931!16s%2Fg%2F11cn8s_w67!19sChIJ_bbHb-FEXTQRka4xMMrHGRw?authuser=0&hl=zh-TW&rclk=1
丹 咖啡 生啤酒,5.0 ,7,224新北市瑞芳區基山街133號,https://www.google.com/maps/place/%E4%B8%B9+%E5%92%96%E5%95%A1+%E7%94%9F%E5%95%A4%E9%85%92/data=!4m7!3m6!1s0x345d45944b1263eb:0x3005eae4335fe9ca!8m2!3d25.1084105!4d121.8439914!16s%2Fg%2F11t577vj5m!19sChIJ62MSS5RFXTQRyulfM-TqBTA?authuser=0&hl=zh-TW&rclk=1
Gamins稚時,4.8 ,271,224新北市瑞芳區五號路125號,https://www.google.com/maps/place/Gamins%E7%A8%9A%E6%99%82/data=!4m7!3m6!1s0x345d45c7537100e5:0xd0fc33984c9e6a76!8m2!3d25.1121823!4d121.8547273!16s%2Fg%2F11rnnvrmvr!19sChIJ5QBxU8dFXTQRdmqeTJgz_NA?authuser=0&hl=zh-TW&rclk=1
臺虎精醸,5.0 ,1,224新北市瑞芳區汽車路 No. 93,https://www.google.com/maps/place/%E8%87%BA%E8%99%8E%E7%B2%BE%E9%86%B8/data=!4m7!3m6!1s0x345d458201e4a871:0x15b4b918c891c0d7!8m2!3d25.1095656!4d121.8430798!16s%2Fg%2F11svbsfxq9!19sChIJcajkAYJFXTQR18CRyBi5tBU?authuser=0&hl=zh-TW&rclk=1
迴回 Huí Huí,4.8 ,120,224新北市瑞芳區洞頂路155-4號,https://www.google.com/maps/place/%E8%BF%B4%E5%9B%9E+Hu%C3%AD+Hu%C3%AD/data=!4m7!3m6!1s0x345d450288a0b62b:0x9a826c33c59147e4!8m2!3d25.1216939!4d121.8614947!16s%2Fg%2F11kpqqtpqh!19sChIJK7agiAJFXTQR5EeRxTNsgpo?authuser=0&hl=zh-TW&rclk=1
Sea View Tea House,2.6 ,36,224新北市瑞芳區豎崎路21號,https://www.google.com/maps/place/Sea+View+Tea+House/data=!4m7!3m6!1s0x345d4596f7fd4ab7:0x484976254d6950f1!8m2!3d25.1083015!4d121.8432058!16s%2Fg%2F11v6pb_44y!19sChIJt0r995ZFXTQR8VBpTSV2SUg?authuser=0&hl=zh-TW&rclk=1
L'amour 輕食 飲品 小酒館,4.9 ,11,224新北市瑞芳區海濱路154號,https://www.google.com/maps/place/L%27amour+%E8%BC%95%E9%A3%9F+%E9%A3%B2%E5%93%81+%E5%B0%8F%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x345d45291dc7ba8f:0xed24be28a9b34884!8m2!3d25.1219929!4d121.829908!16s%2Fg%2F11j9d4qdbw!19sChIJj7rHHSlFXTQRhEizqSi-JO0?authuser=0&hl=zh-TW&rclk=1
林垂立 春夏秋冬 音樂事務所,5.0 ,41,224新北市瑞芳區祈堂路154號,https://www.google.com/maps/place/%E6%9E%97%E5%9E%82%E7%AB%8B+%E6%98%A5%E5%A4%8F%E7%A7%8B%E5%86%AC+%E9%9F%B3%E6%A8%82%E4%BA%8B%E5%8B%99%E6%89%80/data=!4m7!3m6!1s0x345d4559ef5f1679:0xb4c4691198a9f651!8m2!3d25.1095729!4d121.85847!16s%2Fg%2F11txs7r0p4!19sChIJeRZf71lFXTQRUfapmBFpxLQ?authuser=0&hl=zh-TW&rclk=1
Single&Double（文山特色鐵觀音梅酒、威士忌）,5.0 ,566,116台北市文山區指南路一段29號,https://www.google.com/maps/place/Single%26Double%EF%BC%88%E6%96%87%E5%B1%B1%E7%89%B9%E8%89%B2%E9%90%B5%E8%A7%80%E9%9F%B3%E6%A2%85%E9%85%92%E3%80%81%E5%A8%81%E5%A3%AB%E5%BF%8C%EF%BC%89/data=!4m7!3m6!1s0x3442abfc62a0ae7f:0x6f1f1810f4bef0c!8m2!3d24.9877509!4d121.569771!16s%2Fg%2F11qntrmyt3!19sChIJf66gYvyrQjQRDO9LD4Hx8QY?authuser=0&hl=zh-TW&rclk=1
石川制研,4.9 ,233,224新北市瑞芳區汽車路73號,https://www.google.com/maps/place/%E7%9F%B3%E5%B7%9D%E5%88%B6%E7%A0%94/data=!4m7!3m6!1s0x345d452210c03d03:0xd239cf2772b5e1ab!8m2!3d25.1093821!4d121.84411!16s%2Fg%2F11s84sgsvg!19sChIJAz3AECJFXTQRq-G1cifPOdI?authuser=0&hl=zh-TW&rclk=1
渣男TaiwanBistro 木柵二渣,4.8 ,"2,359",116台北市文山區萬芳路9-1號,https://www.google.com/maps/place/%E6%B8%A3%E7%94%B7TaiwanBistro+%E6%9C%A8%E6%9F%B5%E4%BA%8C%E6%B8%A3/data=!4m7!3m6!1s0x3442aa68b2adc2ef:0x994c821502530140!8m2!3d24.9984807!4d121.5704915!16s%2Fg%2F11c1s0t7rv!19sChIJ78KtsmiqQjQRQAFTAhWCTJk?authuser=0&hl=zh-TW&rclk=1
ND.Official Nadarrach,4.7 ,197,106台北市大安區基隆路二段134號,https://www.google.com/maps/place/ND.Official+Nadarrach/data=!4m7!3m6!1s0x3442abd4946bc0c9:0x65b13489549be26d!8m2!3d25.0285741!4d121.5568004!16s%2Fg%2F11q3n6k4rn!19sChIJycBrlNSrQjQRbeKbVIk0sWU?authuser=0&hl=zh-TW&rclk=1
Bar Trace軌跡,4.9 ,63,116台北市文山區興隆路四段85號,https://www.google.com/maps/place/Bar+Trace%E8%BB%8C%E8%B7%A1/data=!4m7!3m6!1s0x3442ab820fc1fe5f:0x3a28265fc2f094e6!8m2!3d24.9890493!4d121.5601994!16s%2Fg%2F11lcjf8czk!19sChIJX_7BD4KrQjQR5pTwwl8mKDo?authuser=0&hl=zh-TW&rclk=1
九份街角傳統小吃 Jiufen Jie Jiao Craft Beer bar-首選人氣必吃美食特色平價餐廳推薦,4.6 ,788,224新北市瑞芳區基山街8號,https://www.google.com/maps/place/%E4%B9%9D%E4%BB%BD%E8%A1%97%E8%A7%92%E5%82%B3%E7%B5%B1%E5%B0%8F%E5%90%83+Jiufen+Jie+Jiao+Craft+Beer+bar-%E9%A6%96%E9%81%B8%E4%BA%BA%E6%B0%A3%E5%BF%85%E5%90%83%E7%BE%8E%E9%A3%9F%E7%89%B9%E8%89%B2%E5%B9%B3%E5%83%B9%E9%A4%90%E5%BB%B3%E6%8E%A8%E8%96%A6/data=!4m7!3m6!1s0x345d4520573e7ca1:0xf0574e7cbea9b2e1!8m2!3d25.1090476!4d121.8454511!16s%2Fg%2F11f9zz1y0p!19sChIJoXw-VyBFXTQR4bKpvnxOV_A?authuser=0&hl=zh-TW&rclk=1
Sandalwood Taipei,4.4 ,113,110台北市信義區基隆路二段113號1樓,https://www.google.com/maps/place/Sandalwood+Taipei/data=!4m7!3m6!1s0x3442abcd17b2dcb5:0xa74989c4e5e88d96!8m2!3d25.0287221!4d121.5571926!16s%2Fg%2F11sh29vx6r!19sChIJtdyyF82rQjQRlo3o5cSJSac?authuser=0&hl=zh-TW&rclk=1
徙巷小餐酒 The Who Bistro／家庭式／情侶約會／小酌／聚餐／尾牙包場／公司聚餐,4.6 ,544,116台北市文山區木柵路三段49巷12號,https://www.google.com/maps/place/%E5%BE%99%E5%B7%B7%E5%B0%8F%E9%A4%90%E9%85%92+The+Who+Bistro%EF%BC%8F%E5%AE%B6%E5%BA%AD%E5%BC%8F%EF%BC%8F%E6%83%85%E4%BE%B6%E7%B4%84%E6%9C%83%EF%BC%8F%E5%B0%8F%E9%85%8C%EF%BC%8F%E8%81%9A%E9%A4%90%EF%BC%8F%E5%B0%BE%E7%89%99%E5%8C%85%E5%A0%B4%EF%BC%8F%E5%85%AC%E5%8F%B8%E8%81%9A%E9%A4%90/data=!4m7!3m6!1s0x3442abcb46e91089:0xf360f866bf3a7970!8m2!3d24.9890729!4d121.566124!16s%2Fg%2F11rxrts_8p!19sChIJiRDpRsurQjQRcHk6v2b4YPM?authuser=0&hl=zh-TW&rclk=1
何家當歸鴨,4.2 ,37,224新北市瑞芳區明燈路三段82號,https://www.google.com/maps/place/%E4%BD%95%E5%AE%B6%E7%95%B6%E6%AD%B8%E9%B4%A8/data=!4m7!3m6!1s0x345d4ff7236a2403:0x91dcb740351da0b4!8m2!3d25.1082258!4d121.806276!16s%2Fg%2F1pztnmw98!19sChIJAyRqI_dPXTQRtKAdNUC33JE?authuser=0&hl=zh-TW&rclk=1
BAR HINOKI,4.9 ,92,110台北市信義區基隆路二段131-9號,https://www.google.com/maps/place/BAR+HINOKI/data=!4m7!3m6!1s0x3442abeb1e329b8f:0xb00cceaa37a8bb6e!8m2!3d25.027834!4d121.55681!16s%2Fg%2F11twhsy2c2!19sChIJj5syHuurQjQRbruoN6rODLA?authuser=0&hl=zh-TW&rclk=1
豪旺碳烤,5.0 ,3,22443新北市瑞芳區逢甲路141號,https://www.google.com/maps/place/%E8%B1%AA%E6%97%BA%E7%A2%B3%E7%83%A4/data=!4m7!3m6!1s0x345d4f617d14d8f1:0x797d4b3c17bc4897!8m2!3d25.1098043!4d121.8071813!16s%2Fg%2F11jj5r1dvh!19sChIJ8dgUfWFPXTQRl0i8FzxLfXk?authuser=0&hl=zh-TW&rclk=1
瑞芳來來熱炒店,4.8 ,52,224新北市瑞芳區明燈路二段56-1號,https://www.google.com/maps/place/%E7%91%9E%E8%8A%B3%E4%BE%86%E4%BE%86%E7%86%B1%E7%82%92%E5%BA%97/data=!4m7!3m6!1s0x345d4f7721495a3f:0x57124b3c3e55470f!8m2!3d25.1078135!4d121.8097822!16s%2Fg%2F11t1j975_9!19sChIJP1pJIXdPXTQRD0dVPjxLElc?authuser=0&hl=zh-TW&rclk=1
