店名,評分,評論數,地址,鏈接
渡船人-景觀-咖啡廳-酒吧-,4.9 ,195,,https://www.google.com/maps/place/%E6%B8%A1%E8%88%B9%E4%BA%BA-%E6%99%AF%E8%A7%80-%E5%92%96%E5%95%A1%E5%BB%B3-%E9%85%92%E5%90%A7-/data=!4m7!3m6!1s0x3442a5488b890e2b:0xfe5e6311e5bd0f15!8m2!3d25.15906!4d121.4347211!16s%2Fg%2F11t9cq_rbd!19sChIJKw6Ji0ilQjQRFQ-95RFjXv4?authuser=0&hl=zh-TW&rclk=1
微醺八里,4.6 ,198,24946新北市八里區龍米路一段290號,https://www.google.com/maps/place/%E5%BE%AE%E9%86%BA%E5%85%AB%E9%87%8C/data=!4m7!3m6!1s0x3442af7b88149df7:0xf41978ae66bfe11c!8m2!3d25.129497!4d121.4517416!16s%2Fg%2F1tql2h0j!19sChIJ950UiHuvQjQRHOG_Zq54GfQ?authuser=0&hl=zh-TW&rclk=1
酒點伴聚樂部 Night ︎Mate happyland,4.5 ,42,"之1, No. 157號博物館路八里區新北市249",https://www.google.com/maps/place/%E9%85%92%E9%BB%9E%E4%BC%B4%E8%81%9A%E6%A8%82%E9%83%A8+Night+%EF%B8%8EMate+happyland/data=!4m7!3m6!1s0x3442a5d96d2706b5:0xe3b77b7ca936490e!8m2!3d25.1576896!4d121.4071725!16s%2Fg%2F11s0v6b8vr!19sChIJtQYnbdmlQjQRDkk2qXx7t-M?authuser=0&hl=zh-TW&rclk=1
The Mesh Bar,5.0 ,23,249新北市八里區觀海大道８號,https://www.google.com/maps/place/The+Mesh+Bar/data=!4m7!3m6!1s0x3442a5ef9292d201:0xc966c84880f5392!8m2!3d25.1593548!4d121.4296176!16s%2Fg%2F11v02v6hkr!19sChIJAdKSku-lQjQRklMPiIRslgw?authuser=0&hl=zh-TW&rclk=1
Ton Up Cafe 英倫復古餐廳,4.2 ,"2,118",249新北市八里區觀海大道61號,https://www.google.com/maps/place/Ton+Up+Cafe+%E8%8B%B1%E5%80%AB%E5%BE%A9%E5%8F%A4%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442a56bd3089e57:0x11b96c42dd2a3aae!8m2!3d25.1615924!4d121.4277754!16s%2Fg%2F11c2nv99l6!19sChIJV54I02ulQjQRrjoq3UJsuRE?authuser=0&hl=zh-TW&rclk=1
GARAGE Cafe',4.6 ,"1,570",249新北市八里區荖阡坑路30號,https://www.google.com/maps/place/GARAGE+Cafe%27/data=!4m7!3m6!1s0x3442a5b5dab25519:0x451c06e219192f4c!8m2!3d25.129339!4d121.4049816!16s%2Fg%2F11dxf1j1w5!19sChIJGVWy2rWlQjQRTC8ZGeIGHEU?authuser=0&hl=zh-TW&rclk=1
安然餐酒館《八里餐廳》特色餐廳｜親子餐廳｜人氣｜好評餐酒館,4.2 ,"1,038",249新北市八里區觀海大道35號,https://www.google.com/maps/place/%E5%AE%89%E7%84%B6%E9%A4%90%E9%85%92%E9%A4%A8%E3%80%8A%E5%85%AB%E9%87%8C%E9%A4%90%E5%BB%B3%E3%80%8B%E7%89%B9%E8%89%B2%E9%A4%90%E5%BB%B3%EF%BD%9C%E8%A6%AA%E5%AD%90%E9%A4%90%E5%BB%B3%EF%BD%9C%E4%BA%BA%E6%B0%A3%EF%BD%9C%E5%A5%BD%E8%A9%95%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a56976b8078b:0xb08cfb51fa8c1b13!8m2!3d25.1605941!4d121.4294114!16s%2Fg%2F11gbkrshrz!19sChIJiwe4dmmlQjQRExuM-lH7jLA?authuser=0&hl=zh-TW&rclk=1
落日崖之飄逸居咖啡小屋,4.5 ,577,249新北市八里區華富山路14號,https://www.google.com/maps/place/%E8%90%BD%E6%97%A5%E5%B4%96%E4%B9%8B%E9%A3%84%E9%80%B8%E5%B1%85%E5%92%96%E5%95%A1%E5%B0%8F%E5%B1%8B/data=!4m7!3m6!1s0x3442a532cbbbb5b5:0x67aa78acfec9866d!8m2!3d25.1390398!4d121.4166137!16s%2Fg%2F11flm4lnv2!19sChIJtbW7yzKlQjQRbYbJ_qx4qmc?authuser=0&hl=zh-TW&rclk=1
pier salon & bar碼頭沙龍餐酒館,4.9 ,610,251新北市淡水區商店街8號淡水漁人碼頭 木棧道,https://www.google.com/maps/place/pier+salon+%26+bar%E7%A2%BC%E9%A0%AD%E6%B2%99%E9%BE%8D%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a534df438a61:0x156726c87823369f!8m2!3d25.1819839!4d121.412452!16s%2Fg%2F11j7dc9n4b!19sChIJYYpD3zSlQjQRnzYjeMgmZxU?authuser=0&hl=zh-TW&rclk=1
星光大道,4.3 836 則評論,4.3 顆星 836,249新北市八里區中華路二段210號,https://www.google.com/maps/place/%E6%98%9F%E5%85%89%E5%A4%A7%E9%81%93/data=!4m7!3m6!1s0x3442a51fc0864661:0x250f8c031f10946d!8m2!3d25.14987!4d121.4054804!16s%2Fg%2F11jsrvx_34!19sChIJYUaGwB-lQjQRbZQQHwOMDyU?authuser=0&hl=zh-TW&rclk=1
