店名,評分,評論數,地址,鏈接
Loft 隱樓 Bar｜駐唱酒吧｜林口餐酒館,4.9 ,568,244新北市林口區仁愛路二段490-2號,https://www.google.com/maps/place/Loft+%E9%9A%B1%E6%A8%93+Bar%EF%BD%9C%E9%A7%90%E5%94%B1%E9%85%92%E5%90%A7%EF%BD%9C%E6%9E%97%E5%8F%A3%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a7d4c8a0b741:0x1ea9871ded1c17fb!8m2!3d25.0751009!4d121.3772962!16s%2Fg%2F11s758yxsj!19sChIJQbegyNSnQjQR-xcc7R2HqR4?authuser=0&hl=zh-TW&rclk=1
有你9% UNIQUE NIGHT PERSON,5.0 ,109,244新北市林口區民有街42號,https://www.google.com/maps/place/%E6%9C%89%E4%BD%A09%25+UNIQUE+NIGHT+PERSON/data=!4m7!3m6!1s0x3442a70ef917c8cd:0xaa807a74f79af717!8m2!3d25.0767525!4d121.3724957!16s%2Fg%2F11k3rl4z56!19sChIJzcgX-Q6nQjQRF_ea93R6gKo?authuser=0&hl=zh-TW&rclk=1
森．BAR MORI,4.8 ,209,24448新北市林口區文化三路一段249巷40號一樓,https://www.google.com/maps/place/%E6%A3%AE%EF%BC%8EBAR+MORI/data=!4m7!3m6!1s0x3442a7c90464208f:0x393302b0bff52a41!8m2!3d25.0721079!4d121.3629019!16s%2Fg%2F11s9v5cdtl!19sChIJjyBkBMmnQjQRQSr1v7ACMzk?authuser=0&hl=zh-TW&rclk=1
Black Sugar - Cocktail & Wine,4.9 ,175,244新北市林口區八德路350號1樓,https://www.google.com/maps/place/Black+Sugar+-+Cocktail+%26+Wine/data=!4m7!3m6!1s0x3442a73d2845b84f:0xbb57414a4ea79972!8m2!3d25.0662028!4d121.3599022!16s%2Fg%2F11r9h6wgl1!19sChIJT7hFKD2nQjQRcpmnTkpBV7s?authuser=0&hl=zh-TW&rclk=1
滬曉悅餐酒館Restaurant & Bar｜林口好吃餐廳酒吧推薦｜林口美食｜林口宵夜 中菜 聚餐 聚會 調酒 PTT Dcad,4.8 ,376,"1樓, No. 518號仁愛路二段林口區新北市244",https://www.google.com/maps/place/%E6%BB%AC%E6%9B%89%E6%82%85%E9%A4%90%E9%85%92%E9%A4%A8Restaurant+%26+Bar%EF%BD%9C%E6%9E%97%E5%8F%A3%E5%A5%BD%E5%90%83%E9%A4%90%E5%BB%B3%E9%85%92%E5%90%A7%E6%8E%A8%E8%96%A6%EF%BD%9C%E6%9E%97%E5%8F%A3%E7%BE%8E%E9%A3%9F%EF%BD%9C%E6%9E%97%E5%8F%A3%E5%AE%B5%E5%A4%9C+%E4%B8%AD%E8%8F%9C+%E8%81%9A%E9%A4%90+%E8%81%9A%E6%9C%83+%E8%AA%BF%E9%85%92+PTT+Dcad/data=!4m7!3m6!1s0x3442a7a468846e11:0x6f35b1abc6614a5e!8m2!3d25.0778489!4d121.3734856!16s%2Fg%2F11rmxd8slj!19sChIJEW6EaKSnQjQRXkphxquxNW8?authuser=0&hl=zh-TW&rclk=1
C&Z COCKTAIL LAB,4.8 ,65,244新北市林口區中山路502號,https://www.google.com/maps/place/C%26Z+COCKTAIL+LAB/data=!4m7!3m6!1s0x3442a70fba41c07b:0x14f2629c13e68b91!8m2!3d25.0830741!4d121.3792883!16s%2Fg%2F11p5zgd6fh!19sChIJe8BBug-nQjQRkYvmE5xi8hQ?authuser=0&hl=zh-TW&rclk=1
同學匯KTV-林口店,4.7 ,"2,425",244015新北市林口區文化三路一段394巷12號2樓,https://www.google.com/maps/place/%E5%90%8C%E5%AD%B8%E5%8C%AFKTV-%E6%9E%97%E5%8F%A3%E5%BA%97/data=!4m7!3m6!1s0x3442a7f55fe351ad:0x3d34b7f9f311ffd1!8m2!3d25.0726162!4d121.3663353!16s%2Fg%2F11rb9jl7kg!19sChIJrVHjX_WnQjQR0f8R8_m3ND0?authuser=0&hl=zh-TW&rclk=1
Garrison.Bar.Linkou（請追蹤IG）,4.6 ,225,244020新北市林口區仁愛路二段361號2樓,https://www.google.com/maps/place/Garrison.Bar.Linkou%EF%BC%88%E8%AB%8B%E8%BF%BD%E8%B9%A4IG%EF%BC%89/data=!4m7!3m6!1s0x3442a739950cd6cd:0xfbebec53b6ed4e06!8m2!3d25.0791451!4d121.3710212!16s%2Fg%2F11cn980qcl!19sChIJzdYMlTmnQjQRBk7ttlPs6_s?authuser=0&hl=zh-TW&rclk=1
ISLE of MAN 男人島餐館,4.8 ,154,244新北市林口區文化一路一段246號1樓,https://www.google.com/maps/place/ISLE+of+MAN+%E7%94%B7%E4%BA%BA%E5%B3%B6%E9%A4%90%E9%A4%A8/data=!4m7!3m6!1s0x3442a7893ed4dc53:0x81f168c3c6393c9e!8m2!3d25.0760981!4d121.3798997!16s%2Fg%2F11t9cgszph!19sChIJU9zUPomnQjQRnjw5xsNo8YE?authuser=0&hl=zh-TW&rclk=1
808 ｜林口餐館,5.0 ,27,244新北市林口區文化一路一段220號,https://www.google.com/maps/place/808+%EF%BD%9C%E6%9E%97%E5%8F%A3%E9%A4%90%E9%A4%A8/data=!4m7!3m6!1s0x3442a7f4dd0be6a9:0x28c2ce7ba0e0731!8m2!3d25.0756064!4d121.3793838!16s%2Fg%2F11vr8ffh8k!19sChIJqeYL3fSnQjQRMQcOuucsjAI?authuser=0&hl=zh-TW&rclk=1
ABV Bar & Kitchen 地中海餐酒館 精釀啤酒餐廳 林口旗艦店 林口美食｜地中海料理 西班牙料理 義式料理 聚餐約會包場慶生,4.8 ,"2,847",244新北市林口區文化三路一段394巷9號,https://www.google.com/maps/place/ABV+Bar+%26+Kitchen+%E5%9C%B0%E4%B8%AD%E6%B5%B7%E9%A4%90%E9%85%92%E9%A4%A8+%E7%B2%BE%E9%87%80%E5%95%A4%E9%85%92%E9%A4%90%E5%BB%B3+%E6%9E%97%E5%8F%A3%E6%97%97%E8%89%A6%E5%BA%97+%E6%9E%97%E5%8F%A3%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%9C%B0%E4%B8%AD%E6%B5%B7%E6%96%99%E7%90%86+%E8%A5%BF%E7%8F%AD%E7%89%99%E6%96%99%E7%90%86+%E7%BE%A9%E5%BC%8F%E6%96%99%E7%90%86+%E8%81%9A%E9%A4%90%E7%B4%84%E6%9C%83%E5%8C%85%E5%A0%B4%E6%85%B6%E7%94%9F/data=!4m7!3m6!1s0x3442a7de594b31c7:0xd23f1763f992ca25!8m2!3d25.0726236!4d121.3667632!16s%2Fg%2F11ppm53168!19sChIJxzFLWd6nQjQRJcqS-WMXP9I?authuser=0&hl=zh-TW&rclk=1
HighBall Cigar Bar,4.7 ,86,24448新北市林口區文化三路一段191巷28號,https://www.google.com/maps/place/HighBall+Cigar+Bar/data=!4m7!3m6!1s0x3442a78b72856ecd:0x7a73d6755db94448!8m2!3d25.0707068!4d121.3614876!16s%2Fg%2F11gtzps04s!19sChIJzW6FcounQjQRSES5XXXWc3o?authuser=0&hl=zh-TW&rclk=1
乾杯吧 林口店,4.2 ,308,"Lane No, No. 2, No. 41文化三路二段林口區新北市244",https://www.google.com/maps/place/%E4%B9%BE%E6%9D%AF%E5%90%A7+%E6%9E%97%E5%8F%A3%E5%BA%97/data=!4m7!3m6!1s0x3442a6dcedbf5ddb:0xc7f84496427b6ab4!8m2!3d25.0798939!4d121.3729029!16s%2Fg%2F11cmq1p49f!19sChIJ212_7dymQjQRtGp7QpZE-Mc?authuser=0&hl=zh-TW&rclk=1
Nika Bar,4.8 ,186,333桃園市龜山區文化二路34巷14弄23號,https://www.google.com/maps/place/Nika+Bar/data=!4m7!3m6!1s0x3442a7308cd646c5:0xb1651a97785da91d!8m2!3d25.0596199!4d121.3641908!16s%2Fg%2F1pzy3znp2!19sChIJxUbWjDCnQjQRHaldeJcaZbE?authuser=0&hl=zh-TW&rclk=1
超級巨星自助式KTV 林口旗艦店,4.9 ,"4,335",244新北市林口區民富街68號,https://www.google.com/maps/place/%E8%B6%85%E7%B4%9A%E5%B7%A8%E6%98%9F%E8%87%AA%E5%8A%A9%E5%BC%8FKTV+%E6%9E%97%E5%8F%A3%E6%97%97%E8%89%A6%E5%BA%97/data=!4m7!3m6!1s0x3442a714fdc60e19:0x30bf8e55b20cba3b!8m2!3d25.0749164!4d121.3711261!16s%2Fg%2F11rf9ydtvl!19sChIJGQ7G_RSnQjQRO7oMslWOvzA?authuser=0&hl=zh-TW&rclk=1
Best Brews精釀吧,4.6 ,53,244新北市林口區文化三路一段1號1F,https://www.google.com/maps/place/Best+Brews%E7%B2%BE%E9%87%80%E5%90%A7/data=!4m7!3m6!1s0x3442a7ef940bbd15:0xaab21b2cf3766819!8m2!3d25.0663643!4d121.3608932!16s%2Fg%2F11pckk5f6c!19sChIJFb0LlO-nQjQRGWh28ywbsqo?authuser=0&hl=zh-TW&rclk=1
一日一酒館｜DayByDay,5.0 ,197,33382桃園市龜山區文化一路10巷42弄21號,https://www.google.com/maps/place/%E4%B8%80%E6%97%A5%E4%B8%80%E9%85%92%E9%A4%A8%EF%BD%9CDayByDay/data=!4m7!3m6!1s0x3442a7a002e9b41d:0xd942ea2b308f6d13!8m2!3d25.0594615!4d121.3696127!16s%2Fg%2F11ths6xt4y!19sChIJHbTpAqCnQjQRE22PMCvqQtk?authuser=0&hl=zh-TW&rclk=1
Drummer音樂休閒咖啡廳,4.0 ,367,244新北市林口區文化二路二段72號,https://www.google.com/maps/place/Drummer%E9%9F%B3%E6%A8%82%E4%BC%91%E9%96%92%E5%92%96%E5%95%A1%E5%BB%B3/data=!4m7!3m6!1s0x3442a6e882960e9d:0x5e8754d1781687eb!8m2!3d25.0807964!4d121.3785611!16s%2Fg%2F11bzwpx5sr!19sChIJnQ6WguimQjQR64cWeNFUh14?authuser=0&hl=zh-TW&rclk=1
Discharge bar初,4.9 ,633,333桃園市龜山區文化二路34巷14弄6-5號,https://www.google.com/maps/place/Discharge+bar%E5%88%9D/data=!4m7!3m6!1s0x3442a7a786499b4f:0xd87ad1bd8ebea22c!8m2!3d25.0589428!4d121.3648969!16s%2Fg%2F11q4bb48dc!19sChIJT5tJhqenQjQRLKK-jr3Retg?authuser=0&hl=zh-TW&rclk=1
酒客串燒 GOOD TASTE,4.4 ,387,244新北市林口區民有街60號,https://www.google.com/maps/place/%E9%85%92%E5%AE%A2%E4%B8%B2%E7%87%92+GOOD+TASTE/data=!4m7!3m6!1s0x3442a796db8c17c9:0xf627fa787d1f3b3a!8m2!3d25.0770005!4d121.3727469!16s%2Fg%2F11grpv8y5_!19sChIJyReM25anQjQROjsffXj6J_Y?authuser=0&hl=zh-TW&rclk=1
VIBE Coffee Bar （林口 咖啡廳 酒吧 宵夜）,4.9 ,21,244新北市林口區中山路97巷16號1樓,https://www.google.com/maps/place/VIBE+Coffee+Bar+%EF%BC%88%E6%9E%97%E5%8F%A3+%E5%92%96%E5%95%A1%E5%BB%B3+%E9%85%92%E5%90%A7+%E5%AE%B5%E5%A4%9C%EF%BC%89/data=!4m7!3m6!1s0x3442a790ef110f1b:0x7f47a88b7edc433!8m2!3d25.0780823!4d121.3894042!16s%2Fg%2F11svn7hk5w!19sChIJGw8R75CnQjQRM8Ttt4h69Ac?authuser=0&hl=zh-TW&rclk=1
