店名,評分,評論數,地址,鏈接
The Primrose(Bar春花),4.6,735,100台北市中正區新生南路一段56巷8號,https://www.google.com/maps/place/The+Primrose%28Bar%E6%98%A5%E8%8A%B1%29/data=!4m7!3m6!1s0x3442a957c2d29f07:0x8283ed078f678d99!8m2!3d25.041076!4d121.5322121!16s%2Fg%2F11gh7q_9my!19sChIJB5_SwlepQjQRmY1njwftg4I?authuser=0&hl=zh-TW&rclk=1
89 Loop Sports Bar,4.9,"7,640",10091台北市中正區2樓 No. 134號羅斯福路四段,https://www.google.com/maps/place/89+Loop+Sports+Bar/data=!4m7!3m6!1s0x3442a9903cded679:0x311d66c8382317ad!8m2!3d25.0129485!4d121.5358227!16s%2Fg%2F11hdc4k1xj!19sChIJedbePJCpQjQRrRcjOMhmHTE?authuser=0&hl=zh-TW&rclk=1
Bar THY 桃花源,4.9,898,100台北市中正區衡陽路114號2樓,https://www.google.com/maps/place/Bar+THY+%E6%A1%83%E8%8A%B1%E6%BA%90/data=!4m7!3m6!1s0x3442a9973fb0d69b:0xc8f4c432060659d5!8m2!3d25.0421239!4d121.50992!16s%2Fg%2F11mv994_5j!19sChIJm9awP5epQjQR1VkGBjLE9Mg?authuser=0&hl=zh-TW&rclk=1
離騷 Bar & Bistro,4.8,622,100台北市中正區新生南路一段52之3號2樓,https://www.google.com/maps/place/%E9%9B%A2%E9%A8%B7+Bar+%26+Bistro/data=!4m7!3m6!1s0x3442a96f6529cd71:0xdf73f375f8c3fe69!8m2!3d25.0413898!4d121.5324288!16s%2Fg%2F11j7jq13mq!19sChIJcc0pZW-pQjQRaf7D-HXzc98?authuser=0&hl=zh-TW&rclk=1
Another Brick,4.7,790,10089台北市中正區辛亥路一段31號1樓,https://www.google.com/maps/place/Another+Brick/data=!4m7!3m6!1s0x3442a98e7da16639:0xdf712be17d248f1a!8m2!3d25.019409!4d121.5283313!16s%2Fg%2F11fxb25g7n!19sChIJOWahfY6pQjQRGo8kfeErcd8?authuser=0&hl=zh-TW&rclk=1
Bar M,4.5,492,100台北市中正區羅斯福路二段20號,https://www.google.com/maps/place/Bar+M/data=!4m7!3m6!1s0x3442a99bcb4ecfab:0x105b9a8d3ed6d7b1!8m2!3d25.0285696!4d121.5210357!16s%2Fg%2F11c3w97zt5!19sChIJq89Oy5upQjQRsdfWPo2aWxA?authuser=0&hl=zh-TW&rclk=1
北風北/古亭酒吧,4.6,317,100台北市中正區羅斯福路二段30巷5號,https://www.google.com/maps/place/%E5%8C%97%E9%A2%A8%E5%8C%97%2F%E5%8F%A4%E4%BA%AD%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a96dc54e6cdf:0xdba5c139f8c133a7!8m2!3d25.0282407!4d121.5207264!16s%2Fg%2F11rxj444l9!19sChIJ32xOxW2pQjQRpzPB-DnBpds?authuser=0&hl=zh-TW&rclk=1
Revolver,4.3,"2,157",100台北市中正區羅斯福路一段1-2號,https://www.google.com/maps/place/Revolver/data=!4m7!3m6!1s0x3442a99efb8f0c29:0xa78aaaa598fb4dda!8m2!3d25.0342701!4d121.5174241!16s%2Fg%2F1tn4vw9s!19sChIJKQyP-56pQjQR2k37mKWqiqc?authuser=0&hl=zh-TW&rclk=1
The Misanthrope Society 厭世會社｜Cafe Bistro Bookstore,4.6,854,100台北市中正區羅斯福路四段40巷1-2號,https://www.google.com/maps/place/The+Misanthrope+Society+%E5%8E%AD%E4%B8%96%E6%9C%83%E7%A4%BE%EF%BD%9CCafe+Bistro+Bookstore/data=!4m7!3m6!1s0x3442a983e08d732d:0x95a886bb2a989a48!8m2!3d25.015118!4d121.533287!16s%2Fg%2F11fjz_v45y!19sChIJLXON4IOpQjQRSJqYKruGqJU?authuser=0&hl=zh-TW&rclk=1
Staff Only Club,4.4,520,100台北市中正區水源路1-10號號,https://www.google.com/maps/place/Staff+Only+Club/data=!4m7!3m6!1s0x3442a9b7965fe7ef:0x6b0b7a5af651b8bd!8m2!3d25.0125568!4d121.5279711!16s%2Fg%2F11f611zch9!19sChIJ7-dflrepQjQRvbhR9lp6C2s?authuser=0&hl=zh-TW&rclk=1
