Original,EN,Positive,Negative,Neutral,Compound
"酒吧在一間二手書店的最深處。
這間二手書店也不是普通的二手書店，它是一間外觀殘破的老厝，只有一層樓的矮房，牆壁全由紅磚砌成，屋頂是瓦片","Bar is the deepest part of a second -hand bookstore.
This second -hand bookstore is not an ordinary second -hand bookstore. It is an old man with a broken appearance. There is only a floors of low houses. The walls are made of red bricks. The roof is tiles.",0.163,0.088,0.748,0.6597
"地點有點難找，不過才有神秘感
毫無疑問是純正的藝術家的酒吧
不能小看藝術家做出來的調酒
真的很棒！！！ 絕對北投最頂！","The location is a bit difficult to find, but there is a sense of mystery
There is no doubt that it is a pure artist's bar
Can't underestimate bartending by artists
It's great!IntersectionIntersectionAbsolutely the top Beibei!",0.187,0.042,0.771,0.7211
"很酷的酒吧
從捷運站出來就開始迷路
在進去店門的時候真的很懷疑有沒有走錯

酒單是按照地理位置和歷史去設計
低消500
至少要點兩杯
有標識每杯的酒精濃度
點了兩杯酒感都偏重
但很好喝！","Cool bar
I started getting lost since I got out of the MRT
When I went in the store door

The wine list is designed according to the geographical location and history
Low 500
At least two cups
With the alcohol concentration of each cup
I ordered two glasses of wine to feel.
But it's delicious!",0.112,0.051,0.836,0.6996
"由幾位北藝大學生們聯手打造的酒單，每一杯都有不同的調性。
選擇多樣，可以滿足不同客人的需求。
個人推薦茶酒類，茶香與酒味互相融合，酒味甘口後茶香回醞👍 …","The wine list jointly created by several North Art University students has different tones.
Choosing diverse can meet the needs of different guests.
Personally recommend tea wine, the fragrance of tea and the taste of wine blend with each other.",0.106,0.0,0.894,0.5423
值得特地到北投喝一下，保證不會失望,"It is worth drinking in Beitou, it is guaranteed not to be disappointed",0.288,0.0,0.712,0.5352
隱身在書店後方，鼓起勇氣、推開門走到最底，你就會找到社區專屬的酒精療癒所,"Hidden in the back of the bookstore, getting courage and pushing open the door to the bottom, you will find the community's exclusive alcoholic healing house",0.164,0.0,0.836,0.5719
"隱身於巷弄間的酒吧
剛走進店裡
你就會有一個聲音告訴自己
：這間店不一樣

調酒師 老闆 都是藝術相關行業的人士
但他們的調酒依舊保有專業
今天剛好臨時來訪
高粱的調酒讓我難忘

*戰地風雲
這杯調酒飲如其名
聞起來會有泥煤的沙場感
喝起來卻沒有這麼可怕
像極了戰後餘生

*Shinjuwan
利用日本威士忌 與夏威夷果的風味
帶出這杯酒的故事
喝起來和香甜有很重的夏威夷果仁味道
有點像新貴派的感覺
不會很難入口 適合新手嘗試看看
（ps如果知道本身不喜歡泥煤味 可以跟調酒師打招呼歐 他們很樂意調整）

今天還有興 參與客座
子毅的調酒也令人驚艷
可以詢問看看 相關的調酒是否有留在店中
這間文藝氣質的酒吧
身為文青或音樂人的你
怎能錯過～～

#維斯酒酒","Bar hidden in the alley
Just walk into the store
You will have a voice to tell yourself
: This shop is different

The bartender owner is a person in the art -related industry
But their bartending is still preserved
I just visited temporarily today
Sorghum bartending makes me unforgettable

*Battlefield Fengyun
This cup of alcoholic drink is like its name
It smells muddy sandy field feeling
Drink but not so terrible
It looks like the rest of the war

*Shinjuwan
Use the flavor of Japanese whiskey and Hawaii
The story of bringing this glass of wine
Drinking and sweet Shawei fruit flavor
It's a bit like the feeling of new nobles
It's not difficult to enter the entrance, suitable for novices to try to see
(If PS knows that you don't like the mud flavor, you can say hello to the winemaker. They are happy to adjust)

Today, there are still participating guests
Ziyi's bartending is also amazing
You can ask if the relevant bartender stays in the store
This literary temperament bar
As a Wenqing or musician, you
How can I miss it ~~

#维 维",0.155,0.06,0.784,0.9689
"店面有點難找，入口也蠻奇妙的。
一邊是酒吧，另一邊是展演空間和書店。
環境氛圍都很舒服，但位子不算多。
酒單算是未完成，所以推薦特調，bartender 和老闆都非常熱情！","The store is a bit difficult to find, and the entrance is quite wonderful.
On one side is a bar, on the other is the performance space and bookstore.
The environmental atmosphere is very comfortable, but the seat is not much.
The wine list is not completed, so it is recommended to be very enthusiastic!",0.194,0.027,0.779,0.8927
"要不是剛好書店門口有人問了一下，不然我可能找不到這家酒吧😂
Bartander人很好(還是其實他是老闆！？)，讓不常來酒吧的我也喝的很舒服。只記得第一杯是Gimlet，其它忘了🤭
目前只有週五週六晚上有開，以後再有機會來北投會再來訪~ …","If someone asked someone at the door of the bookstore, I may not find this bar.
Bartander is very good (still actually he is the boss!?), I also drink it very comfortably if I don't often come to the bar.I just remember that the first cup was gimlet, and the others forgot 🤭
At present, only on Friday and Saturdays, and I will have the opportunity to visit Beitou again in the future ~ ...",0.144,0.0,0.856,0.9114
藏在書店的一間小酒館，氛圍感很好,"A small tavern hidden in the bookstore, the atmosphere is very good",0.225,0.0,0.775,0.4927
