Original,EN
"現在17樓酒吧也有提供早餐，
同時當月壽星免費招待，
CP值算高！
雖然早餐🍳種類不算多，
但是中間會變換一些菜色，
蛋類料理是現點現做，
很合我心意❤️！
吃不是重點，重點是看風景！
高樓視野超棒！
早上溫暖的陽光照射，
讓人精神飽滿！","Now there are breakfast on the 17th floor bar,
At the same time, Shouxing was free to entertain that month,
CP value is high!
Although there are not many types of breakfast, there are not many types,
But some dishes will be changed in the middle,
Egg cuisine is made now,
My heart is very good ❤️!
Eating is not the point, the point is to look at the scenery!
The high -rise vision is great!
Warm sunlight in the morning,
It's full of energy!"
"北投雅樂軒

首先草率的介紹一下房間
因為已經講了太多次了，所以我們就一張照片帶過
在北投雅樂軒沒有溫泉可以泡不要再問了

好吧！先承認我喝醉了
只能說
找到對的調酒師很可怕
這個年輕的小朋友叫做Nick
24歲而已
眉清目秀非常可愛
重點是他調得酒有對到我的胃口
還好
是飯店的酒吧
不然我可能慘了

北投鴨取消掉放在床上的抱枕
是我把要回來的
當然是為了這一次住宿
但也僅限這一次的住宿
我不確定我下次回來住的時候它還在不在
我是不太懂，為什麼有些客人會討厭他
有點莫名其妙
明明就很好用啊！
躺在床上的時候可以當腰枕
互相看不順眼的時候可以當武器
比枕頭還好用，因為打起來很痛
這種可以舒適使用，又能夠簡易防身
怎麼會被客訴呢？

———————————-
上次就有介紹過調酒
這次還是從我最喜歡喝的開始
酒喝到最後我覺得
調酒師
下了一個狠招
小杯的草本酒
喝起來不辣很順口
在我喝完的時候，他說了一句話
後勁很強喔…………

果然
我到了房間以後
直接躺平
現在是半夜四點
才爬起來洗澡
到底是怎樣啦！！

果然不能跟酒吧的人說喝不醉
因為
他們一定會想辦法讓你醉

我非常喜歡北投雅樂軒
1樓大廳酒吧的餐飲
今天吃的牛肉河粉真的也非常的好吃
然後我最喜歡的糖葫蘆回來了
不過一個人吃，真的有點狠
份量有點驚人

現在的現場駐唱有調整
改成星期五星期六的晚上和星期日的下午
我個人是非常喜歡北投雅樂軒這個特色

因為C I的客人
排隊也能聽到唱歌的聲音
這裡的駐唱歌手其實還算是有挑選過
至少我來的時候遇到的都還不錯

坐在大廳看來來往往地房客們
剛好遇到一群很可愛的香港團客小朋友
駐唱歌手剛好會唱粵語歌
所以就開始簡單地現場演唱會

這些突然的小驚喜，其實是很有趣的
一個人的旅遊是一堆的驚喜加在一起
無論是在國外或者是國內旅遊
其實
不要去想說你一定要去看到什麼
或者是一定要走到哪裡？
或者是買到哪些東西

有時候安靜的坐著
看著
來來往往的人群
你會發現
很多，你以為錯過的東西
其實就在你身邊

PS最後續住。因爲真的不想移動

#我還是很愛北投雅樂軒
#沒有現場演唱的下午大廳人爆多
#這麽舒服的大廳酒吧我真的很愛","Beitou Yalexuan

First of all, introduce the room
Because I have said too many times, we have taken a photo with a photo
No hot springs in Beitou Yalexuan can be soaked, don’t ask anymore

All right!Admit that I am drunk first
Can only say
It's terrible to find the right bartender
This young child is called Nick
24 years old
The eyebrow show is very cute
The point is that he has the appetite to adjust the wine
fine
It's a restaurant bar
Otherwise I might be miserable

Beitou duck canceled the pillow placed on the bed
I was going back
Of course for this time
But only this time the accommodation
I'm not sure, I am still there when I come back next time
I don’t know much, why do some guests hate him
A little inexplicable
Obviously it is easy to use!
When lying on the bed, you can be used as a waist pillow
You can be a weapon when you are not pleasing to each other
It's better to use than the pillow, because it hurts
This can be used comfortably, and it can be simply preventing the body
How could he be prosecuted?

—————————————————
I introduced bartending last time
This time I started from my favorite drinking
I think in the end
Bartender
I have a fierce trick
Small cup of herbal wine
It's not spicy and smooth
When I finished drinking, he said a word
The stamina is very strong ..............

really
After I arrived at the room
Lying directly
Now at 4 o'clock in the middle of the night
Then get up and take a bath
What exactly is it!Intersection

Sure enough, I can't tell people who are drunk without drunk
because
They will definitely find a way to get you drunk

I like Beitou Yaoxuan very much
Catering on the lobby bar on the first floor
The beef river noodles I ate today are really delicious
Then my favorite sugar gourd came back
But eating alone is really a bit ruthless
The portion is a bit amazing

There are adjustments to the current on -site singing
Change to Friday and Saturday evening and Sunday afternoon
I personally like the characteristic of Beitou Yalexuan

Because C i guest
You can hear the sound of singing in the queue
The resident singers here are actually selected
At least when I came, I met well

Sitting in the lobby, it seems that the tenants come and go
I just met a group of cute Hong Kong group guests
Singing singer just happens to sing Cantonese songs
So start a simple live concert

These sudden little surprises are actually very interesting
A person's travel is a bunch of surprises and together
Whether traveling abroad or domestic travel
actually
Don't think about what you have to see
Or where must I go?
Or what do you buy

Sometimes sit quietly
Look at
Crowd coming and going
You will discover
A lot, you think you miss what you miss
Actually it is by your side

PS finally stayed.Because I really don't want to move

#I still love Beitou Yaoxuan very much
#
#I really love"
"餐點一般不雷，服務人員服務很好很親切，氣氛、環境都是舒服的。
溫泉蛋沙拉一般可以入口。
炸物拼盤就不算好吃。
燉飯是中央廚房的味道有一點點味素，但算好吃。
紅茶不澀。","The meal is generally not thunderous, the service staff is very good, and the atmosphere and environment are comfortable.
Hot spring egg salads can generally be imported.
The frying platter is not delicious.
The taste of stew is a little bit of taste in the central kitchen, but it is delicious.
Black tea is not astringent."
周日的下午兩點開始有現場演唱到四點，點杯咖啡可以聽歌蠻不錯的。,"At 2 pm on Sunday, there were four on -site singing to four o'clock. You can listen to the song that can listen to the song."
"以前都是到三樓吃健康沙拉bar-疫情後餐廳開放有調整。 因此吃了兩次bar提供的餐點。

非常好吃，兩-3個月後再來，餐點種類有增多。

除了不太習慣bar的燈光外，好吃。服務也很體貼。

今年大廳聖誕節的佈置，也是熊熊的🍀🐻🪴🍒🥳給他很溫暖可愛。

萬豪會員有打折。","In the past, the restaurant was opened after eating a healthy salad BAR-epidemic.So I ate the meals provided twice.

Very delicious, come again in two to 3 months, the number of meals has increased.

In addition to being used to BAR's lights, it is delicious.The service is also considerate.

The layout of this year's hall Christmas was also warm and cute for him.

Members of Marriott have discounted."
"餐點算好吃
墨西哥餅太鹹（個人口味）
服務人員親切。用餐舒服","The meal is delicious
Mexican cake is too salty (personal taste)
The service staff is kind.Comfortable meals"
很棒的寵物餐廳，空間很舒適。週末週日下午還有現場live演唱。,"A great pet restaurant, the space is very comfortable.On the weekend Sunday afternoon, there are live singing."
北投難得的酒吧～還有很棒的歌者「曾學良」，顏值高聲音也很動人，調酒師很細心的為我調製，連教學都非常認真！值得再次光顧！！,"Beitou's rare bar ~ There is also a great singer ""Zeng Xueliang"", and the face value is also very touching. The bartender is very careful to prepare me, and even the teaching is very serious!It is worth visiting again!Intersection"
點了 松露醬培根起司牛肉漢堡🍔和 松露野菇意大利麵 沒有什麼松露味，但是是好吃的！,"Ordered truffle sauce bacon cheese beef burgers and truffle wild mushrooms have no truffle flavor, but it is delicious!"
"調酒不錯喝，環境裝潢年輕新潮有特色
星期六駐唱歌手唱的很好聽
在北投算唯一選擇，找不到其他酒吧","Drink well, the environmental decoration is unique
Saturday singer sings very nicely
The only choice in North calculated, I can't find other bars"
