店名,評分,評論數,地址,鏈接
ABV Bar & Kitchen 加勒比海餐酒館 台北忠孝店 大安區美食 大安區餐酒館 異國料理烤肉｜中南美洲菜｜聚餐宵夜包場｜精釀啤酒餐廳,4.6,"4,001",106台北市大安區敦化南路一段233巷61號,https://www.google.com/maps/place/ABV+Bar+%26+Kitchen+%E5%8A%A0%E5%8B%92%E6%AF%94%E6%B5%B7%E9%A4%90%E9%85%92%E9%A4%A8+%E5%8F%B0%E5%8C%97%E5%BF%A0%E5%AD%9D%E5%BA%97+%E5%A4%A7%E5%AE%89%E5%8D%80%E7%BE%8E%E9%A3%9F+%E5%A4%A7%E5%AE%89%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8+%E7%95%B0%E5%9C%8B%E6%96%99%E7%90%86%E7%83%A4%E8%82%89%EF%BD%9C%E4%B8%AD%E5%8D%97%E7%BE%8E%E6%B4%B2%E8%8F%9C%EF%BD%9C%E8%81%9A%E9%A4%90%E5%AE%B5%E5%A4%9C%E5%8C%85%E5%A0%B4%EF%BD%9C%E7%B2%BE%E9%87%80%E5%95%A4%E9%85%92%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442abc5e5cc8e03:0xa58081d43316cce4!8m2!3d25.0405072!4d121.5523983!16s%2Fg%2F11byyrr0kv!19sChIJA47M5cWrQjQR5MwWM9SBgKU?authuser=0&hl=zh-TW&rclk=1
榕 RON Xinyi,4.5,"1,235",110台北市信義區基隆路二段12號,https://www.google.com/maps/place/%E6%A6%95+RON+Xinyi/data=!4m7!3m6!1s0x3442abca10c6d60d:0x7d87ed75a31f0ad3!8m2!3d25.03222!4d121.5589026!16s%2Fg%2F11f10dzn2f!19sChIJDdbGEMqrQjQR0wofo3Xth30?authuser=0&hl=zh-TW&rclk=1
Escape Bar｜台北酒吧｜信義區酒吧｜台北餐酒館｜信義區餐酒館｜台北信義區B,4.7,96,"11074台北市信義區文昌街316號, 1",https://www.google.com/maps/place/Escape+Bar%EF%BD%9C%E5%8F%B0%E5%8C%97%E9%85%92%E5%90%A7%EF%BD%9C%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%85%92%E5%90%A7%EF%BD%9C%E5%8F%B0%E5%8C%97%E9%A4%90%E9%85%92%E9%A4%A8%EF%BD%9C%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8%EF%BD%9C%E5%8F%B0%E5%8C%97%E4%BF%A1%E7%BE%A9%E5%8D%80B/data=!4m7!3m6!1s0x3442ab6a15374dd7:0x6cd342cae6635ce3!8m2!3d25.0320572!4d121.5580747!16s%2Fg%2F11kpldjvyp!19sChIJ1003FWqrQjQR41xj5spC02w?authuser=0&hl=zh-TW&rclk=1
XD－Bar,5,894,110台北市信義區忠孝東路五段8號統一時代百貨夢廣場2樓,https://www.google.com/maps/place/XD%EF%BC%8DBar/data=!4m7!3m6!1s0x3442abd0f3924f69:0x6ba4451d9b787688!8m2!3d25.0406227!4d121.5654586!16s%2Fg%2F11srgxxylq!19sChIJaU-S89CrQjQRiHZ4mx1FpGs?authuser=0&hl=zh-TW&rclk=1
安慰劑 Placebo Taipei,4.3,"1,118",110台北市信義區基隆路二段83號,https://www.google.com/maps/place/%E5%AE%89%E6%85%B0%E5%8A%91+Placebo+Taipei/data=!4m7!3m6!1s0x3442abcaf14d1a35:0xca59c4fe8574e876!8m2!3d25.0300709!4d121.5579706!16s%2Fg%2F11crydqv8w!19sChIJNRpN8cqrQjQRduh0hf7EWco?authuser=0&hl=zh-TW&rclk=1
MQ - Marquee Taipei,4.2,542,110台北市信義區信義路五段16-1號,https://www.google.com/maps/place/MQ+-+Marquee+Taipei/data=!4m7!3m6!1s0x3442abb688a5e54d:0xf0f83d6abd6367f0!8m2!3d25.0325115!4d121.5631925!16s%2Fg%2F1vm784gw!19sChIJTeWliLarQjQR8GdjvWo9-PA?authuser=0&hl=zh-TW&rclk=1
Barcode,4.3,827,110台北市信義區松壽路22號5樓,https://www.google.com/maps/place/Barcode/data=!4m7!3m6!1s0x3442abb0844fc4f5:0xdd2805e17ffbbafd!8m2!3d25.0354853!4d121.5681269!16s%2Fg%2F1tvm0gbg!19sChIJ9cRPhLCrQjQR_br7f-EFKN0?authuser=0&hl=zh-TW&rclk=1
Opium Champagne Bar,4.3,254,110台北市信義區信義路五段16-2號號1F,https://www.google.com/maps/place/Opium+Champagne+Bar/data=!4m7!3m6!1s0x3442ab97cfdce471:0x5e7edd77ad3b28d4!8m2!3d25.032635!4d121.5631337!16s%2Fg%2F11ftwg4jpc!19sChIJceTcz5erQjQR1Cg7rXfdfl4?authuser=0&hl=zh-TW&rclk=1
attic trade company,4.8,266,110台北市信義區基隆路二段12號3樓,https://www.google.com/maps/place/attic+trade+company/data=!4m7!3m6!1s0x3442ab4cf4ffbfff:0x794a71dabaee4abe!8m2!3d25.032209!4d121.5589464!16s%2Fg%2F11f4z57r9l!19sChIJ_7__9EyrQjQRvkruutpxSnk?authuser=0&hl=zh-TW&rclk=1
Frontline Bar & Restaurant,4.8,196,110台北市信義區光復南路571號,https://www.google.com/maps/place/Frontline+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3442ab759fa2db69:0x626d9c726fb62e86!8m2!3d25.03065!4d121.5575904!16s%2Fg%2F11j0cv58c1!19sChIJaduin3WrQjQRhi62b3KcbWI?authuser=0&hl=zh-TW&rclk=1
Find Alley,4.8,119,110台北市信義區光復南路587號,https://www.google.com/maps/place/Find+Alley/data=!4m7!3m6!1s0x3442ab49169986af:0x6ab089a903662a68!8m2!3d25.0304528!4d121.5575941!16s%2Fg%2F11jp0vcqm6!19sChIJr4aZFkmrQjQRaCpmA6mJsGo?authuser=0&hl=zh-TW&rclk=1
BAR24,4.7,108,110台北市信義區松壽路22號5樓 A19,https://www.google.com/maps/place/BAR24/data=!4m7!3m6!1s0x3442abf5137dea0b:0xc86331a439788865!8m2!3d25.035365!4d121.5679137!16s%2Fg%2F11k4jjmhgf!19sChIJC-p9E_WrQjQRZYh4OaQxY8g?authuser=0&hl=zh-TW&rclk=1
Posino Taipei,5,"7,356",106台北市大安區基隆路二段128號2樓之2,https://www.google.com/maps/place/Posino+Taipei/data=!4m7!3m6!1s0x3442abad01e0c4c1:0x3e0f0fa7cacf0c84!8m2!3d25.0288695!4d121.5568661!16s%2Fg%2F11mr71nbjl!19sChIJwcTgAa2rQjQRhAzPyqcPDz4?authuser=0&hl=zh-TW&rclk=1
Circle Gallery Bar 藝廊酒吧,4.7,202,110台北市信義區莊敬路223號一樓,https://www.google.com/maps/place/Circle+Gallery+Bar+%E8%97%9D%E5%BB%8A%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442abb7ae5f8777:0x82d0d50bc5f80bb!8m2!3d25.0301208!4d121.5619421!16s%2Fg%2F11rxp30ms1!19sChIJd4dfrrerQjQRu4BfvFANLQg?authuser=0&hl=zh-TW&rclk=1
來吧台北日式餐酒館-酒吧調酒暢飲 taipeibar 約會餐廳 必訪信義區酒吧 PTT Dcard 台北酒吧 台北餐酒館 taipeifood 國父紀念館酒吧 國父紀念館餐酒館 大安酒吧 信義區餐酒館 信義區暢飲,4.9,"1,974",110台北市信義區光復南路415巷4號,https://www.google.com/maps/place/%E4%BE%86%E5%90%A7%E5%8F%B0%E5%8C%97%E6%97%A5%E5%BC%8F%E9%A4%90%E9%85%92%E9%A4%A8-%E9%85%92%E5%90%A7%E8%AA%BF%E9%85%92%E6%9A%A2%E9%A3%B2+taipeibar+%E7%B4%84%E6%9C%83%E9%A4%90%E5%BB%B3+%E5%BF%85%E8%A8%AA%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%85%92%E5%90%A7+PTT+Dcard+%E5%8F%B0%E5%8C%97%E9%85%92%E5%90%A7+%E5%8F%B0%E5%8C%97%E9%A4%90%E9%85%92%E9%A4%A8+taipeifood+%E5%9C%8B%E7%88%B6%E7%B4%80%E5%BF%B5%E9%A4%A8%E9%85%92%E5%90%A7+%E5%9C%8B%E7%88%B6%E7%B4%80%E5%BF%B5%E9%A4%A8%E9%A4%90%E9%85%92%E9%A4%A8+%E5%A4%A7%E5%AE%89%E9%85%92%E5%90%A7+%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8+%E4%BF%A1%E7%BE%A9%E5%8D%80%E6%9A%A2%E9%A3%B2/data=!4m7!3m6!1s0x3442abc8427f83f9:0xccfd27fe730ad56d!8m2!3d25.0371557!4d121.5579345!16s%2Fg%2F11dfjy7p66!19sChIJ-YN_QsirQjQRbdUKc_4n_cw?authuser=0&hl=zh-TW&rclk=1
Draft Land XinYi,4.4,433,110台北市信義區松高路19號1樓,https://www.google.com/maps/place/Draft+Land+XinYi/data=!4m7!3m6!1s0x3442abc86ba60fef:0x80b45f873d16a92e!8m2!3d25.0400176!4d121.5663109!16s%2Fg%2F11r49wlh9s!19sChIJ7w-ma8irQjQRLqkWPYdftIA?authuser=0&hl=zh-TW&rclk=1
Twilight 餐酒館｜大安區酒吧｜信義安和酒吧｜,4.8,489,106050台北市大安區信義路四段308號,https://www.google.com/maps/place/Twilight+%E9%A4%90%E9%85%92%E9%A4%A8%EF%BD%9C%E5%A4%A7%E5%AE%89%E5%8D%80%E9%85%92%E5%90%A7%EF%BD%9C%E4%BF%A1%E7%BE%A9%E5%AE%89%E5%92%8C%E9%85%92%E5%90%A7%EF%BD%9C/data=!4m7!3m6!1s0x3442ab7644678811:0x184a2c94c472e80e!8m2!3d25.0329995!4d121.555005!16s%2Fg%2F11vkl47ps9!19sChIJEYhnRHarQjQRDuhyxJQsShg?authuser=0&hl=zh-TW&rclk=1
UNO Taipei | 🇲🇽Mezcal梅茲卡Bar,4.8,136,110台北市信義區基隆路一段430號,https://www.google.com/maps/place/UNO+Taipei+%7C+%F0%9F%87%B2%F0%9F%87%BDMezcal%E6%A2%85%E8%8C%B2%E5%8D%A1Bar/data=!4m7!3m6!1s0x3442abf870b2415d:0x46a52893bdf413d6!8m2!3d25.033788!4d121.559732!16s%2Fg%2F11s4xl9wnj!19sChIJXUGycPirQjQR1hP0vZMopUY?authuser=0&hl=zh-TW&rclk=1
Sandalwood Taipei,4.4,113,110台北市信義區基隆路二段113號1樓,https://www.google.com/maps/place/Sandalwood+Taipei/data=!4m7!3m6!1s0x3442abcd17b2dcb5:0xa74989c4e5e88d96!8m2!3d25.0287221!4d121.5571926!16s%2Fg%2F11sh29vx6r!19sChIJtdyyF82rQjQRlo3o5cSJSac?authuser=0&hl=zh-TW&rclk=1
