Original,EN,Positive,Negative,Neutral,Compound
燈光美，氣氛佳，是小酌歡唱的好地方，大推,"The light and good atmosphere are a good place to sing and sing, push a lot",0.293,0.0,0.707,0.7003
價格便宜音響好服務親切,"A cheap sound, good sound, good service",0.537,0.0,0.463,0.7003
"門白天都不關好 讓那些老人的魔音放送出來 吵死人非常擾民
晚上半夜三不五時還要聽到酒客在馬路發酒瘋, 或是在附近的騎樓聊天談心事 講自己奪可憐  吵死了 附近居民不用休息嗎
奉勸來這邊唱歌的老人 要唱可以 不要發酒瘋 唱完就趕快滾回家
這裡是文教區,根本就不適合這種類型的店家進駐!!!!!!!!!","The door is not closed during the day, so that the old people’s magic sounds are released out of the noise, and the people are very disturbing the people.
In the middle of the night, at three in the middle of the night, you have to hear the wine guests who are crazy on the road, or chat on the nearby tower and talk about the mind that he is pity and noisy.
I advise the elderly who come here to sing here to sing if you do n’t sing and sing, hurry home and roll home.
This is the cultural and educational area, and it is not suitable for this type of store to enter !!!!!!!!!!!!",0.0,0.089,0.911,-0.8768
我也是這裡的住戶 我在這條街住30幾年了。每天認真工作一早天還沒亮就要起來了。這家店真的是非常糟糕👎 之前的老闆都還會管理這邊的酒客，一喝完就把他送上車不會逗留。 現在換老闆，不管酒客死活、讓他在這邊胡亂叫。 請問 我們都不用睡覺嗎？！不用上班嗎？！ 這裡是文教區，不是林森北路！ 開在這邊真的是降低文教區的素質 …,"I am also a resident here I have lived on this street for more than 30 years.Early work every morning is going to get up early in the morning.This shop is really bad. The bosses before they would manage the wine guests here. When they drank, they would not stay with him.Change the boss now, whether the wine guests live and let him scream here.Do you not have to sleep?IntersectionDon't you need to go to work?IntersectionThis is the cultural and educational area, not Linsen North Road!Opening here is really the quality of the diocese ...",0.0,0.071,0.929,-0.7989
便宣干淨服務好,Puxuan clean service,0.574,0.0,0.426,0.4019
服務好，價格便宜,"Good service, cheap price",0.492,0.0,0.508,0.4404
早班人員服務態度差，好像欠她錢一樣，說話加油添醋，沒有說過的話，硬說是人家說的，以為自己年長就可以壓制人，有本事怎麼不自己開店，倚老賣老，不建議去早上，晚班還比較好,"The service attitude of the early class has a poor service attitude, as if she owes her money. When she speaks and adds vinegar, if I have not said it, it is said that people say that they can suppress people when they are old. Go in the morning, the evening shift is better",0.05,0.053,0.897,-0.0516
人一多，服務就變差了！人少時，還好。所以，人多千萬別去。,"With a lot of people, the service becomes worse!When there were young people, it was okay.So don't go.",0.0,0.0,1.0,0.0
服務親切！,Careful service!,0.654,0.0,0.346,0.2244
環境交通還好，卡拉OK音響還可以,"Environmental traffic is okay, karaoke sound is okay",0.388,0.0,0.612,0.4215
卡拉ok型式，小菜大方送，有陪唱，小費看你自己。,"Kara OK style, sedimentation of side dishes, singing with you, tip depends on yourself.",0.184,0.0,0.816,0.4466
裏面服務生很漂亮，很多正妹,"The waiter is very beautiful, many Zhengmei",0.411,0.0,0.589,0.6361
親切，音響好唱，環境單純。,"Certainly, the sound is easy to sing, and the environment is simple.",0.346,0.0,0.654,0.6486
服務不錯，整潔有力。,"The service is good, tidy and powerful.",0.533,0.0,0.467,0.6908
服務親切，還可以,"The service is cordial, it's okay",0.275,0.0,0.725,0.2263
讚,praise,1.0,0.0,0.0,0.5574
便宜又好唱,Cheap and easy to sing,0.42,0.0,0.58,0.4404
很棒的,Great,1.0,0.0,0.0,0.6249
