Original,EN,Positive,Negative,Neutral,Compound
闆娘煮的餐點非常好吃，魚的新鮮，雞肉的好吃，炒米粉的味道•••••真的讓人不禁吃了好幾碗忘了減肥的時間,"The meal cooked by Ban Niang is very delicious, the fish is fresh, the chicken is delicious, and the taste of fried rice noodles ••••• really makes people can't help but eat a few bowls of forgetting to lose weight.",0.135,0.156,0.709,-0.2459
最低消費300還有豐富的菜色，音響也很棒！值得一去！,"The lowest consumption 300 is rich in dishes, and the sound is also great!It's worth going!",0.281,0.12,0.6,0.5399
空間較窄！蛋餐點及音響；和老闆娘的親切可以彌補喔！,The space is narrow!Egg meals and sound; you can make up for your kindness!,0.216,0.0,0.784,0.555
服務親切，又有豐富可口的餐點享用。,The service is kind and has a rich and delicious meal.,0.572,0.0,0.428,0.8934
10點後不能營業，吵到午夜3點，就是有妳們這種店，麻煩滾出興隆路，整條街就屬妳們最吵，妳們吵一次，我就報案一次。差勁，沒水準，謝師謝眾。,"After 10 o'clock, you can't open it. At 3 o'clock in the midnight, there is a shop like you. Trouble in the road of Xinglong. The whole street is the most noisy for you. If you noisy, I will report it once.Extremely, no level, thank you master and thank you.",0.085,0.182,0.733,-0.5723
"只會大聲喧嘩，晚上縱容酒客大小聲。
，聚集騎樓抽菸，無論何時，小學生及成年人，必須要繞道行走。報案轄區警察很怠慢，甚至根本不會出現。
半夜3點還在唱歌開重地音，把店開在離學校那麼近，真的很悲哀。","It will only make a loud noise, and at night to condon the liquor.
Gathering the tower to smoke, no matter when, elementary school students and adults must detour.Police in the case of the case are very neglected, and even will not even appear at all.
It was really sad to sing the shop as close to the school at 3 o'clock in the middle of the night.",0.0,0.112,0.888,-0.7998
適宜好友聚會交流活動地點，提供餐點口味亦佳。,"Suitable for friends to meet the place where to communicate, and provide good meals.",0.333,0.0,0.667,0.7184
老闆娘很慷愷，煮很多菜給客人吃,"The boss is very generous, cook a lot of dishes for guests to eat",0.217,0.0,0.783,0.5563
音響不錯很好唱，中午有供餐 餐點也蠻豐富的,"The audio is good, very good to sing, there is a rich meal at noon",0.447,0.0,0.553,0.8655
老闆娘做菜好吃好 DJ很棒喔. 老闆娘身材好 不怕客人吃 很大氣,The boss lady is delicious and delicious. DJ is great. The boss's body is so good that the guests are not afraid of the guests to eat very atmosphere,0.379,0.0,0.621,0.9455
"新裝潢，比較不像其他的卡啦ok,感覺上還不錯","New decoration is not like other cards OK, it feels pretty good",0.354,0.123,0.523,0.6111
工作人員服務好裡面環境很乾淨讚,"The staff service is good, the environment is very clean and praised",0.51,0.0,0.49,0.854
服務好，環境優，音質讚！,"Good service, good environment, sound quality!",0.604,0.0,0.396,0.7263
待客親切、環境乾淨,His hospitality is kind and the environment is clean,0.466,0.0,0.534,0.7269
喝酒唱歌好地方，老闆娘很親切,"Drink and sing a good place, the boss is very kind",0.423,0.0,0.577,0.7645
午場150元只有茶。,There is only tea at 150 yuan in the afternoon.,0.0,0.0,1.0,0.0
燈光美，氣芬佳，音樂好聽,"Beautiful light, qi Fenjia, nice music",0.626,0.0,0.374,0.7717
人氣旺、服務佳、__,"Popularity, good service, __",0.75,0.0,0.25,0.7184
夜明珠續攤好去處,Night pearls continue to go,0.0,0.0,1.0,0.0
平價 音響ok,Cheap audio ok,0.524,0.0,0.476,0.296
乾淨，溫馨，,"Clean, warm,",1.0,0.0,0.0,0.5574
還不錯 還可以,Not bad,0.74,0.0,0.26,0.431
服務熱誠,Sincere service,0.73,0.0,0.27,0.4019
服務人員少,Less service personnel,0.0,0.0,1.0,0.0
服務好,Good service,0.744,0.0,0.256,0.4404
公關差,Public relations,0.0,0.0,1.0,0.0
設備齊全,Complete equipment,0.0,0.0,1.0,0.0
