Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"跟三五好友聚會的好地方
酒類特別，從和故事主題上的結合也可以看出店家對酒單設計的用心
第一次的拜訪體驗滿分！期待下次再訪！","A good place to meet with three or five friends
The wine is special. From the combination of the theme of the story, it can also be seen that the store's intentions of the design of the wine list
The first visit experience is full!Looking forward to the next visit!",False,0.165,0.0,0.835,0.8513
"近期非常喜歡的自然酒吧，店內安靜適合2-3人一起來小酌聊天，每次都會依據一本書的主題搭配十款自然酒，可以按照上面標註的風味選擇喜歡的酒款，也可以先試喝喜歡再點，老闆娘都非常親切介紹的也非常仔細的，讓人想一訪再訪
雙色水餃也很好吃！
初訪後立刻預約第二次，剛好喝到上一期跟最近的酒單，都非常推薦！！","Recently, I like natural bars very much. The store is quiet in the store to chat with 2-3 people together. Each time I will use the theme of a book with ten natural wines. You can choose your favorite wine according to the flavor marked above. I like to try it again. The boss is very cordially introduced and very careful, making people want to visit again and again
Two -color dumplings are also delicious!
After the first visit, I will make an appointment for the second time. It just tastes the last issue and the recent wine list, which is very recommended!Intersection",False,0.177,0.011,0.812,0.953
三位闆娘非常親切，每期搭配一本故事、精選10支酒，已經造訪2次，不僅是品酒，和好友小酌之際，一邊閱讀menu的文案、討論故事情節，分享生命經驗，充滿了文青的氣息；此外，所有的餐點都很好吃，尤其此次所點起司臘肉拼盤，令人抁指回味，CP值超高！,"The three Ban Niang is very kind. Each period is paired with a story and selected 10 wines. It has been visited twice. Not only is the wine tasting, but when I have a drink with my friends, I read Menu's copywriting, discuss the storyline of the story, share life experience It is full of Wen Qing's breath; in addition, all the meals are delicious, especially the cheese bacon platter this time, which is reflected, the CP value is super high!",False,0.232,0.023,0.745,0.9712
"出版業出身的經營者們，以書為主題和引子，作為每一季選酒的企劃發想，因此酒單上除了產地、風味描述外，更把每一隻酒的個性與性格，對照上了書上的每個角色

葡萄酒入門，總是困於產地/風味而不知從何選起，最後往往裝模作樣一番後，還是看著酒標與價錢做選擇，LANDED 的企劃，讓喝葡萄酒更多了一絲浪漫，天地人的平衡裡，文字變成了釀酒師與飲酒者的橋樑

這季的主題式""寶石之國""漫畫，雖然沒有實際看過內容，但選用的酒多為自然酒，展現出平常較為少見的各色光芒，綠、橘、瑰紅，真是像極了愛情(x) 寶石(o)，也因其選酒的豐富性，口味上也多了以往較少體驗到的微酸、甜，甚至有釀造時加了苦艾烈酒的特殊品項，因此還能喝到一絲藥草苦甜，即使是新手，也能開心的探索不同風味（也有特別詢問目前店內單杯品項多達 15 種）

單杯價格上，大概在 350+  ~500+ 左右，另搭配有各式配酒小點，較無主食類的食物，蠻適合作為餐後 Second Round 的場地，拜訪當天，也確實在九點後更為熱鬧起來

店內小而精緻，以吧檯位、兩人位為主，有少量四人位，如果多人聚會的話，可能要再考量場地及空間是否合適

策展式的 wine bar， 處處用心細膩的設計於安排，很推薦不管一個人，或帶著想好好聊天，或可以不用太多話也很安心的朋友，一起造訪 LANDED，用文字與感覺來選一杯今晚與你合適的葡萄酒吧!

p.s.1：消費有低消 500

p.s.2：當季的企劃選書、選酒，在店內都找的到，當然也有做一整支的販售，甚至也有做一整本書的販賣（但這季因為是漫畫，就沒辦法整套銷售了）","The operators from the publishing industry use the book as the theme and attraction, as a plan for the selection of wine every season, so in addition to the origin and flavor description on the wine list, the personality and personality of each wine is compared with Each role in the book

The entry of wine is always trapped in the place of origin/flavor without knowing where to choose. In the end, after pretending to be used, I still look at the wine label and price for choice. Landed's planning makes drinking wine more romantic. In the balance, the text has become the bridge of the winemaker and the drinker

Although this season's theme ""State of Gemstones"" comics, although there is no actual reading, the selected wines are mostly natural wines, showing the usual lights that are usually rare, green, orange, and red, which really looks like love (it really looks like love ( X) Gem (O), because of the richness of its wine selection, has more sour and sweet taste that has less experience in the past, and even adds special items of bitter alcoholic wine when brewing, so it can still be able to still use it. Drinking a trace of herbs is bitter and sweet, even a novice can explore different flavors (there are also specially inquiring about 15 types of single cups in the store)

In terms of a single cup, it is about 350+ ~ 500+. It is also matched with various types of wine with a small wine, which is relatively non -main food. It is quite suitable for the venue of the SeCond Round after meal. More lively

The shop is small and exquisite. It is mainly based on the bar and two people. There are a small number of four people. If multiple people meet, you may need to consider whether the venue and space are suitable.

The curatorial Wine Bar is designed with delicate heart everywhere. It is recommended that no matter a person or a good friend who wants to chat well, or you can visit Landed together without spending too much. The wine bars with you tonight!

P.S.1: Consumption is low 500

P.S.2: Selection and wine selection of seasonal planning and wine in the store are found in the store. Of course, there are also a total of selling, and even a whole book sells (but because this season is a comic, there is no way to have no way The whole set of sales)",False,0.087,0.033,0.88,0.9511
氣氛服務都很好，貓飯美味樸實,"The atmosphere service is very good, the cat rice is delicious and simple",False,0.385,0.0,0.615,0.7841
"低調巷弄餐酒館🧀
精選酒品有十款🍷
談天說地天地轉🙂‍↔️
歡樂時光總是短⏳","Low -key alley dining tavern 弄
There are ten selected wine products
Talking about the earth and the earth 说️
Happy time is always short 总",False,0.124,0.07,0.805,0.3818
讓人非常放鬆的紅酒吧。麵包好好吃，酒也很好喝。環境很美很療癒，吧台椅有靠背，也不會不舒服。店員非常親切真誠。是真的會讓人放鬆到的地方。我一個人去也覺得很自在。,A very relaxed red bar.The bread is delicious and the wine is delicious.The environment is very beautiful and healing.The clerk is very kind and sincere.It really makes people relax.I feel very comfortable when I go alone.,False,0.368,0.039,0.592,0.9563
"超棒的新開wine bar!
在東區彷彿世外桃源
讓原本不喝紅酒的我也感到驚艷
食物相當美味
一定要點水餃和冷肉拼盤
老闆親切氣氛美好
推薦給大家","The great new opening of Wine Bar!
It looks like a paradise in the East District
I am also amazing that I didn’t drink red wine
Food is quite delicious
Be sure to order dumplings and cold meat platter
The boss's kind atmosphere is beautiful
Recommend to everyone",False,0.443,0.018,0.539,0.9848
愛死，一間很有風格與特色，但又平易近人、價格合理的小酒館，選酒和選書都很有品味，播放的音樂也是我歌單裡的。（私心希望不要有太多人知道）,"Love to die, a very style and characteristic, but approachable and close -priced tavern, choose wine and book selection, are very tasteful, and the music played is also in my song list.(I hope that there are not many people knowing too much)",False,0.191,0.049,0.76,0.7964
小酌，氛圍，環境很優👍,"Discositive, atmosphere, the environment is excellent",False,0.425,0.0,0.575,0.5719
