Original,EN,Positive,Negative,Neutral,Compound
男店員人超好 我們一群女生然後兩個男的在廁所都不方便進去叫人 他幫我們叫了他們 💗,"The male clerk is super good, our group of girls, and the two men are not convenient to go in the toilet and ask him to help us call them.",0.26,0.0,0.74,0.8591
"滷味超好吃
包廂沒有什麼煙味
燈光配合著音樂非常有氛圍感
最後結束的時候
分別兩個服務人員來敲門詢問付款方式
其實不用特地來敲，很干擾唱歌
不能再唱的時候我們會出去結帳的","Beefi is super delicious
There is no smoke in the box
Lighting with music is very atmospheric
At the end of the end
Two service staff to knock on the door to inquire about payment methods
In fact, you don't need to knock on it, very interfere with singing
When we can't sing anymore, we will go out to checkout",0.114,0.033,0.853,0.7506
"這五顆星是給牛肉麵的
好樂迪就是要吃牛肉麵
其他真的都還好
菸味重廁所小
這裡的特大包廂是南部的超小包廂我傻眼...","These five stars are for beef noodles
Good Leddy is to eat beef noodles
Others are really okay
Smoke and heavy toilet
The big box here is the super small box in the south. I am dumbfounded ...",0.197,0.057,0.746,0.7501
"環境蠻乾淨的，廁所環境衛生也不錯。
音響設備很棒～
排骨飯很好吃～～～","The environment is quite clean, and the toilet environment is also good.
The audio equipment is great ~
Pork ribs are delicious ~~~",0.419,0.0,0.581,0.9286
食物飲料普普，算不上美味但費用也還好，覺得比較好的是炸物，有薯條、檸檬雞柳條和玉米布丁酥，如果有辦威力卡，周六晚上三小時一個人470，但同行友人說點歌設備似乎比較老舊，但我覺得經典的歌曲都有，所以還可以接受。,"Food and drinks are not delicious but the cost is also good. Those who feel better are fries, with fries, lemon chicken wicker and corn pudding crisp. But fellow friends say that the song equipment seems to be older, but I think there are classic songs, so I can still accept it.",0.237,0.031,0.732,0.9355
"櫃台短髮戴眼鏡的小姐服務超親切
一進門心情就特別好😊😊
愉快的唱歌體驗","Miss who wears glasses at the counter is super kind
The mood is particularly good as soon as you enter the door 情
Happy singing experience",0.386,0.043,0.571,0.9273
好樂迪品質一直不錯，但廁所只有一間，所以會有人在那邊偷抽煙，這點你們需要加強管理。這次剛好也遇到臨檢。,"The quality of Hollydi has always been good, but there is only one toilet, so someone will steal smoke over there. You need to strengthen management.This time I happened to encounter a test.",0.124,0.119,0.758,-0.2012
"真的是很不ok的KTV
但離家近偶爾還是會和朋友同事來

真心希望可以改善一切的一切！
環境、品質、服務、食物等等⋯。","It's really OK KTV
But occasionally I will still come with friends and colleagues

I sincerely hope that everything can be improved!
Environment, quality, service, food, etc.",0.46,0.0,0.54,0.9623
好久沒有回來唱歌了，包廂設備升級了，有點不太會用 🤣,"I haven't come back to sing for a long time, the box equipment has been upgraded, it is a bit uncomfortable 🤣",0.107,0.087,0.805,0.1531
"服務員不斷進入包廂打擾，導致唱歌體驗很差。時間一到就急著進入收拾東西也讓人不太舒服。
第一次遇到唱歌唱到一半近來收錢的，唱到喜歡的歌被打斷心情真的會很差，制度能改成進場前收費或結束後再付款更好。
另外建議等唱歌時間結束後，再詢問滿意度及需改進的部分，否則唱的得正開心還要突然停下來聽服務員講話，氣氛直接冷掉。
不過有芭樂歌很棒 :)","The waiter continued to enter the box to disturb, resulting in poor singing experience.It is not comfortable to enter cleaning as soon as time comes.
For the first time, I encountered half of the time to sing and sing. The singing mood will really be very poor when the singing song that I like to be liked. The system can be changed to charges before entering the market or paid after the end.
In addition, it is recommended that after the singing time is over, then ask the satisfaction and the part that needs to be improved.
But there is a Belo song very great :)",0.159,0.078,0.763,0.8985
