Original,EN,Positive,Negative,Neutral,Compound
"很推松露可頌，上面的起司花搭松露奶餡真是絕佩👍慢燉豬頰肉好吃到忘了拍，肉燉到Q軟且入味🤤所有的餐點搭白酒絕對100分。差點忘了推薦麵包盤，很適合沾Camembert一起吃．．
還有其他餐點留待下次造訪再吃囉🤗","Very pushing truffles, the cheese flower above the loose milk filling really admires that the meat of the pigs with slow stewed pig cheeks is delicious than forgetting to shoot. The meat is stewed to the soft and flavored meals with white wine.I almost forgot to recommend a noodle plate, which is very suitable for eating together...
There are other meals to stay for the next visit and eat again.",0.111,0.06,0.829,0.6161
"113/06/21 剛好來參加葡萄酒、起司、西班牙火腿的品飲會，人員都很專業，他們進的起司與紅酒都很棒👍
餐點的部分，介紹真的寫的太含蓄了，那個馬鈴薯泥肉末，上層是起司+薯泥的軟糯搭配，底部是像是燉煮的豬肉後再撕碎鋪平，厚度都差不多站一半了，有夠誇張😂
松露可頌部分好吃👍
個人覺得最棒的吃法是可頌+白松露醬+起司花的超奢侈一口塞，口感有酥脆有濃鬱又有軟Q，風味則是起司花把白松露醬的層次又提高一個檔次！
口袋餅不像外面的廉價麵包😂
口感軟Q有咬勁但又不會過分的筋道，內餡的雞肉與醃菜都超好吃👍","113/06/21 Just come to participate in wine, cheese, and Spanish ham. The staff are very professional. The cheese and red wine they enter are great.
The meal part is too subtle. The potato mud is minced and the upper layer is soft and waxy with cheese+potato puree. Standing halfway, there is enough exaggeration 😂
Tulu can be delicious.
Personally, I think the best way to eat is the super luxurious plugs of Ke Song+Bai Song Lulu Sauce+Cheese. The taste is crispy, rich, and soft, and the flavor is the level of the cheese flower. Intersection
Pocket cakes are not like cheap bread outside 😂
The texture is soft and the bite is bitter but not excessive tendon. The chicken and pickles of the filling are super delicious.",0.176,0.041,0.783,0.9722
"單價高、動作慢、適合悠閒小酌，不適合作為正餐
起司花松露可頌造型滿分但松露內餡是冰的
烤卡門貝爾乳酪非常適合下酒
薄餅若一出爐就上桌想必非常美味，可惜服務人員忙著處理外送訂單，放到都冷了才送上桌（起碼被擱在出餐檯吹了十分鐘以上的冷氣）","High unit price, slow movement, suitable for leisurely, not suitable for dinner
The cheese Huatong dew pushed in the shape, but the truffle filling is ice
Baked Kamen Bell cheese is very suitable for wine
If the pancake is released, it must be very delicious when it comes to the table. Unfortunately, the service staff is busy handling the delivery orders. It is too cold to get it on the desk (at least the air -conditioning that was put on the dining table for more than ten minutes)",0.058,0.033,0.909,0.5251
所以餐點都好吃～自己烤起司也很好玩。最後的甜點完美🤌,So the meals are delicious ~ It is also fun to bake cheese.The last dessert is perfect,0.433,0.0,0.567,0.8934
"服務貼心專業，有問必詳答。
扁豆湯看似賣相不佳，實則好喝極了，大推！
熟肉組合的豬里肌好好吃，起司沙拉很美味，用餐環境舒適不擁擠，洗手間特乾淨，超推薦的優質餐廳！👍","The service is intimate and professional, and you must answer in detail.
Ledar soup seems to be bad, but it is very delicious, push!
The pork muscle of the cooked meat combination is delicious, the cheese salad is delicious, the dining environment is comfortable and not crowded, the toilet is very clean, and the super recommended high -quality restaurant!Bleak",0.377,0.026,0.597,0.9871
"單價與餐點 不符，告知分量可以分享食用 但實際量真的非常少，要吃飽 每人應該要1-2千元

綜合起司盤 非常貴 又沒有特色
不推來用餐，可能酒品 比較多","The unit price does not match the meal. The amount of notification can be shared with consumption, but the actual amount is really very small. Each person should be full.

Comprehensive Qi Dan is very expensive and has no characteristics
Do not push meals, there may be more wines",0.079,0.053,0.868,0.1027
"起司還不錯種類繁多，起司薄餅也還行，但是紅酒燉牛肉完全不行，有點柴。
這邊適合喝喝紅酒聊天搭配各種不同起司，不適合單純吃飯。","There are many types of cheese, and cheese cakes are OK, but red wine stewed beef is not at all, a bit of firewood.
This is suitable for drinking red wine and chatting with a variety of different cheese, which is not suitable for simply eating.",0.0,0.0,1.0,0.0
藉著酒食活動，品味了特殊而且美味的乾酪、生火腿、海鮮抹醬，大部份都是店內販售的商品，非常特別、而且好吃，環境氣氛也都非常怡人且舒適。,"Through the wine and food activities, most of them are special and delicious cheese, ham, and seafood sauce. Most of them are products sold in the store. They are very special and delicious. The environmental atmosphere is also very pleasant and comfortable.",0.363,0.0,0.637,0.9662
"被社群媒體上一則開花的可頌麵包給吸引來的。
位於內湖科學園區附近，鄰近許多商辦大樓，想用餐錯開人潮挑選晚上就不會錯啦！附近有許多停車格，還算蠻好停車的。
餐點有沙拉、麵包、薄餅類，也有幾道主食的選項，聽說這裡的起司很有名，加上有侍酒師的加持，喜歡小酌的朋友一定要來嚐嚐！
我們點了馬鈴薯濃湯、炙烤蔬菜沙拉、松露可頌、環遊法國起司拼盤和慢燉豬頰肉。
料理的風味和我們想像中的西式餐點不太一樣，為了可頌慕名而來，現刨的法國修士頭起司花讓我們有了高度的期待，標榜現烤的奶油可頌上桌時是冷的，包含內餡的松露醬有點冰，這個真的有點可惜⋯⋯，濃湯的口味還算不錯，而且熱騰騰的上桌，溫暖了我們的胃，炙烤的蔬菜沙拉也很精緻；環遊法國起司盤有AOP老米莫雷特起司、IGP薩瓦半硬質起司和拉可雷特乾酪三種口味，其中拉可雷特是偏甘苦風味的起司非常特別；慢燉豬頰肉非常軟嫩可口，整體偏甜的滋味，醬料很適合搭配麵包和起司；對了這裡的麵包口感紮實香氣十足。
用餐環境舒適，服務人員態度親切，這裡時常舉辦美食品酒活動，做為包場也很適合。","Attracted by a blossoming bread on the community media.
Located near the Neihu Science Park, there are many commercial buildings in the neighboring building. If you want to eat the wrong meal, you will not be wrong to choose a crowd.There are many parking grids nearby, which is pretty good parking.
Meals include salads, breads, and cakes, and there are several options for staple foods. I heard that the cheese here is famous. With the blessing of the sommelier, friends who like to drink must try it!
We ordered potato soup, roasted vegetable salad, truffle velvet, traveling around the French cheese platter and slow stewed pig cheeks.
The taste of cooking is not the same as the western -style meals we imagine. To praise the name of the name, the current French monk's cheese flower has high expectations. Cold, the truffle sauce containing the filling is a bit ice. This is really a pity. The taste of the thick soup is pretty good, and it is hot to serve, warming our stomach, and the roasted vegetable salad is also exquisite; There are three flavors: AOP Old Mimret's cheese, IGP Sava Half Hedie Cheese and Racred Cheese. Among them, Racred is a sweet and bitter cheese. Slowly stewed The pork cheeks are very soft and delicious, the overall sweet taste, the sauce is very suitable for bread and cheese; by the way, the bread has a solid aroma.
The dining environment is comfortable and the service staff attitude is cordial. Here are often organized for food and wine, which is also very suitable for charter.",0.16,0.028,0.812,0.9888
"超質午餐。
每一口都吃到店家的用心。

香煎海鱸魚佐碗豆泥
蕃茄蔬菜湯
咖啡

美好的食物，美麗的心情

#索布拉薩達香腸沙拉
#龍蒿雞腿香料飯

肉質鮮嫩的新鮮海鱸魚，
一口咬下，品嚐到魚肉的鮮嫩口感，肉質鮮美不乾澀，搭配豌豆泥，清新迷人。
義式番茄蔬菜湯
蔬菜清甜滋味在口中瀰漫，清新舒爽。
鮮甜美味。^_^
隱藏版甜點
柑橘果凍，配上黑咖啡，恰恰美好。","Super quality lunch.
Each mouthful of the shop's intentions.

Crystal sea bass, bowls of beans
Tomato Vegetable Soup
coffee

Beautiful food, beautiful mood

#Sausage salad
#

Fresh and tender fresh sea bass,
Take a bite and taste the tender taste of the fish. The meat is delicious and not astringent, and the pea puree is fresh and charming.
Bonitrous Tomato Vegetable Soup
The sweetness of the vegetables is permeated in the mouth, fresh and refreshing.
Fresh and delicious.^_^
Hidden version dessert
Citrus jelly, with black coffee, is just beautiful.",0.353,0.0,0.647,0.9909
