Original,EN,Positive,Negative,Neutral,Compound
位於內湖民權東路上的水星球酒吧，雖然附近沒有捷運站，但從市區搭車到這裡都很便宜。主要是一間潛水酒吧，老闆很健談，也有在教潛水。空間有室內也有室外，戶外區夜晚搭配的露營燈朋友露營的風格；店內有很多潛水的擺飾還有服飾，有海尼根生啤酒機，也有一個頭螢幕播電影或者比賽，或音樂頻道。整體來說還算寬敞舒適，平常人不多，價位也不貴，是內湖很推薦的酒吧之一。,"Located on the East Road of Neihu Minquan Road, although there are no MRT stations nearby, it is cheap to take a ride here.It is mainly a diving bar. The boss is very talkative and taught diving.There are indoor and outdoor, outdoor, and outdoor camping lights camping at night; there are many diving decorations and clothing in the store, Hynite beer machine, and a screen to broadcast movies or competitions, or music channels.On the whole, it is quite spacious and comfortable. There are not many people and the price is not expensive. It is one of the bars recommended by Neihu.",0.075,0.021,0.904,0.5809
"酒類都不錯喝，環境也悠閒舒適。
只是菸味蠻重的，會排斥菸味的不推薦。","The wine is good, and the environment is also leisurely and comfortable.
It's just that the smoke smell is quite heavy, and it will not be recommended to reject the smell of smoke.",0.157,0.109,0.734,0.4419
調酒的酒感很重，不是很好喝。薯條的味道有冷凍庫的味道，整體來說不太推薦。買醉的話可以去,"The alcoholic wine feels very heavy, not very delicious.The flavor of fries has the taste of freezing library, which is not recommended overall.If you buy drunk, you can go",0.0,0.172,0.828,-0.5255
喝完2杯內格羅尼3杯野格   睡了香甜的一晚  輪班後再也沒有這麼好睡過  謝謝5/6請我喝野格的bartender,"After drinking 2 cups, 3 cups of Wilder fell asleep a sweet one -night shift and never slept so well. Thank you 5/6. Please drink the Bartender of the Noge",0.294,0.0,0.706,0.8696
附近酒吧唯一選擇,The only option nearby bar,0.0,0.0,1.0,0.0
Nice cocktails!奶酒相關調酒種類不多。平均價格較貴，但酒質不錯。食物類均一價100元，十分好吃，份量足。店內氣氛不錯可惜常有煙味,"Nice Cocktails! There are not many types of milk -related bartender.The average price is more expensive, but the quality of the wine is good.The average price of food is 100 yuan, which is very delicious and sufficient.The atmosphere in the store is good, but unfortunately there is a smell of smoke",0.187,0.05,0.763,0.8567
很棒的酒吧，內湖酒吧太少了。很多內湖人來感覺很親切，而且酒超便宜 佛心酒吧。 老闆開酒吧超級健談  還有在教潛水～ 很特別！ 很值得來～,"A great bar, there are too few Neihu bar.Many Neihu people feel very kind, and the wine is super cheap Buddha bar.The boss opened the bar to teach diving ~ very special!Very worth coming ~",0.34,0.0,0.66,0.9378
"沒氣氛 去的時候在整修 還沒音樂
食物便宜但口味很普通
介意煙味的請直接跳過
煙味很重
覺得有更好的選擇","When there is no atmosphere, there is no music before renovation
The food is cheap but the taste is very ordinary
If you mind the smell of smoke, please skip directly
Smoking taste is very heavy
I feel that there is a better choice",0.136,0.064,0.8,0.6808
調酒輕鬆好喝 氣氛好  水餃好吃 飽足感佳 價格又親民 而且不用服務費 👍 …,"Easily and delicious atmosphere, good dumplings are good, good, good, good, and the people are affordable and do not use service fees ...",0.558,0.035,0.407,0.9601
內湖平價的酒吧，老闆人很好聊天,"Inner lake cheap bar, the boss chats well",0.231,0.0,0.769,0.2732
好酒好環境，老闆是潛水專家，非常樂意分享海底美照與經驗，是個輕鬆喝酒的好地方,"Good wine and good environment, the boss is a diving expert, very happy to share the beauty photos and experience of the sea floor. It is a good place to drink easily",0.486,0.0,0.514,0.9668
住在樓上 很好奇松阪豬到底怎麼煮的 為什麼可以那麼好吃 150好吃又不貴 CP值很高,"Living upstairs is curious how to cook Matsusaka pigs, why can I cook so delicious 150 delicious and not expensive CP value",0.355,0.066,0.58,0.8741
酒很好喝，店員人很好，很親切，整體環境不錯👍 …,"The wine is delicious, the clerk is very good, very kind, the overall environment is good ...",0.514,0.0,0.486,0.9294
酒好喝 但老闆態度蠻差的,"The wine is delicious, but the boss's attitude is quite poor",0.147,0.288,0.565,-0.5006
店員子頡好帥長髮好暈 酒超好喝 😍 …,The clerk is so handsome that the long hair is so dizzy that the wine is so delicious ...,0.324,0.091,0.585,0.8109
老闆老闆娘人超好👍🏼內湖最佳酒吧🩷 …,The boss and the boss are super good 老 🩷 🩷 🩷 ...,0.382,0.0,0.618,0.7783
酒滿好喝的，食物也很好吃，水餃巨推,"The wine is delicious, the food is also delicious, and the dumplings are huge push",0.441,0.059,0.5,0.8555
環境優美 店員親切又很會調酒🍻🍻 …,Environmental beautiful clerk is kind and can bartender ...,0.51,0.0,0.49,0.8074
下班放鬆的好地方，店裡面常播放我最愛的NFL,"A good place to relax from get off work, often play my favorite NFL in the store",0.463,0.0,0.537,0.8807
我很喜歡，但怕他生意太好所以輕輕推~,"I like it very much, but I am afraid that his business is too good, so I push it gently ~",0.348,0.0,0.652,0.8625
想喝酒的可以來 氣氛很好😍 …,Those who want to drink can come to the atmosphere very good ...,0.29,0.0,0.71,0.5413
東湖人唯一可以喝酒的地方，價格公道氣氛佳,"The only place to drink in the East Lake, the fair atmosphere is good",0.302,0.0,0.698,0.6369
"調酒超級淡哦哦哦
戶外空間還不錯","Mixing is super faint oh oh oh oh oh oh oh
Outdoor space is not bad",0.325,0.0,0.675,0.775
想喝調酒這間很可以,"I want to drink alcohol, this is very good",0.391,0.0,0.609,0.5413
法鬥很帥，一定常來,"Fa Dou is very handsome, you must come often",0.304,0.0,0.696,0.5413
我只能說成也室內抽煙敗也室內抽煙,I can only say that Cheng Ye smoked indoors and smoking indoor,0.0,0.0,1.0,0.0
老闆風趣幽默，見廣識文,The boss is funny and humorous.,0.579,0.0,0.421,0.6705
內湖少見可室內抽煙的bar,Inner lake rare BAR that can smoke indoor,0.0,0.0,1.0,0.0
價格親民，東西也不錯,"The price is close to the people, and things are good",0.225,0.0,0.775,0.4404
聚會聊天買醉的好去處~,Chatting and buying a good place to buy drunk ~,0.218,0.18,0.602,0.128
酒一杯就醉 很省錢,Save money when you drink a drink,0.348,0.0,0.652,0.4939
有煙味但酒不錯,There is a smoke but a good wine,0.355,0.0,0.645,0.5927
店員法鬥好帥😍 …,The clerk Fa Dou is so handsome ...,0.37,0.0,0.63,0.6269
很棒 好朋友聊天吧好去處,"Very good friends, chat, go, good place",0.703,0.0,0.297,0.8581
時間沒到就趕人,Get up if time does not arrive,0.0,0.0,1.0,0.0
內湖社區型酒吧🍻 …,Neihu community bar 型 ...,0.0,0.0,1.0,0.0
難吃難喝 不專業,Unpalatable and unprofessional,0.0,0.623,0.377,-0.5106
晚上舒壓的好地方,A good place to relax at night,0.537,0.0,0.463,0.7003
充滿能量的地方 水之道,Water in the place full of energy,0.259,0.0,0.741,0.2732
