Original,EN,Positive,Negative,Neutral,Compound
為了看球賽特別選了這間但點餐到上齊花了2個小時，最後只好打包，可能運氣好，玉米筍一份裡面一半都超迷你,"In order to watch the ball game, I chose this time but spent 2 hours to order, and I had to pack it. Maybe I was lucky. Half of the corn bamboo shoots were super mini.",0.21,0.0,0.79,0.8765
"沒想到內湖公司附近就有享樂地圖配合的店家，原本都要跑很遠才能吃到。

口味還不錯，價格也算評價，加上有配合app支付回饋，偶爾來小酌一杯蠻不錯的！","Unexpectedly, there were shops near the Neihu Company. It was originally a long way to eat to eat.

The taste is not bad, the price is also considered as evaluation. In addition, if you have the APP payment, it is pretty good to have a drink!",0.177,0.0,0.823,0.8497
"服務優良、價格實惠（尤其是酒！）

不過餐點口味個人不太喜歡，跟一般外面居酒屋比起來調味更重，對我來說吃起來有點過鹹","Good service and affordable price (especially wine!)

However, the taste of the meal does not like it. It is more seasoning than the ordinary izakaya. It is a bit salty to me",0.09,0.06,0.85,0.2691
"東西好吃 價格不貴
闆娘親切 會教客人打鏢
整間店滿滿的海賊王！！","The price is delicious and the price is not expensive
Ban Niang will teach guests to fight darts
The whole shop is full of One Piece!Intersection",0.213,0.08,0.707,0.6504
"放鬆的好地方，可喝酒、打靶，還有好吃的串燒，大推鹽烤雞肉串😋

買單時可以順便拿零錢餵食小恐龍唷😆 …","A good place for relaxation, drinking, targeting, and delicious skewers, push the salt grilled chicken skewers 😋

When you buy the bill, you can take the change to feed the dinosaur 唷 唷 ...",0.233,0.0,0.767,0.875
"吃完真的會想喊： 阿娘喂！

雞肉跟牛肉都很不新鮮，本來看到4.9顆星的超高評價，滿懷期待。 結果令人非常失望。

為了怕晚上做惡夢還去旁邊的麥當勞吃個韓風炸雞壓壓驚。 加班結束已經夠累了，還大踩雷，但這不就是人生嗎！ 這附近有許多居酒屋，這家絕對是第一名。","After eating, I really want to shout: Auntie!

Both chickens and beef are not fresh. I saw the high evaluation of 4.9 stars, and I was looking forward to it.The result is very disappointing.

In order to be afraid that at night, I went to McDonald's next to McDonald's and ate a Korean wind fried chicken.It is tired enough at the end of overtime and stepping on the thunder, but isn't this life!There are many izakaya nearby, which is definitely the first place.",0.054,0.07,0.875,0.1909
芥末章魚🐙好吃😋烤大蝦🍤鮮 玉米🌽👍有飛鏢機適合小酌的店🍻 …,Mustard octopus 😋 delicious 😋 grilled prawn 🍤 fresh corn 🌽👍 has a dart machine suitable for shop 🍻 ...,0.171,0.0,0.829,0.7184
第一個餐點等了1個小時，炒泡麵都糊了，烏龍麵等了兩個小時😅,"The first meal was waiting for an hour, the frying noodles were confused, and the oolong noodles waited for two hours.",0.0,0.103,0.897,-0.3182
份量剛好，價格實在，是內湖地區宵夜聚會的好去處。,"The weight is just right, and the price is real. It is a good place for supper in Neihu area.",0.132,0.0,0.868,0.4404
"老闆娘可愛又大方 重點是食物怎麼可以那麼好吃！
絲瓜蛤蜊 甜不辣泡麵 什麼都好好吃","The cute and generous point of the boss is how food can be so delicious!
Lilia clams are sweet and not spicy instant noodles are delicious",0.462,0.0,0.538,0.9586
老闆娘很親切，甜不辣跟玉米筍都好吃！適合小酌跟聊天的地方~,"The boss is very kind, sweet and spicy and corn bamboo shoots are delicious!Suitable for drinking and chatting ~",0.299,0.0,0.701,0.8054
"東西平價，老闆娘親切又活潑，還有飛鏢機可以玩❤️
值得三五好友想聚聚聊個天的好去處","East and west, the boss is kind and lively, as well as a dart machine to play ❤️
It is worth three or five friends who want to get together to talk about a good place to go to the sky",0.37,0.0,0.63,0.9517
烤串好吃 老闆娘熱情 但這裡的標靶我嚴重懷疑🤨有點歪 飛鏢頭有點軟 對 我就尿不準怪馬桶歪 …,"The baked skewers are delicious, but the target here is seriously doubting that the dart head is a bit soft, I can pee on me, so I can't blame the toilet ...",0.138,0.134,0.728,0.0386
"甜不辣、玉米筍超級好吃😋
內湖小酌好去處！！！👍 …","Sweet and spicy, corn bamboo shoots are super delicious 😋
Neihu drinks a good place!IntersectionIntersection👍 👍 ...",0.434,0.0,0.566,0.9299
老闆娘 小鬼 非常漂亮大方，對客人非常nice ，非常適合放假小酌，的地方，串燒很厲害，推薦推薦👍👍👍,"The boss lady little ghost is very beautiful and generous, very nice for guests, very suitable for holiday drinking. In the place, skewers are very powerful, recommended 👍👍👍",0.404,0.043,0.553,0.9515
