Original,EN,Positive,Negative,Neutral,Compound
"種類不少，而且也有戶外座位區供人抽煙喝一杯。葡萄酒清酒都有。
內用有低消但是就可以品嚐很多酒。可惜通常沒有試喝服務","There are many types, and there are also outdoor seats for people to smoke and drink a drink.There are wines and sake.
There is a low inside, but you can taste a lot of wine.Unfortunately, there is usually no trial drinking service",0.0,0.098,0.902,-0.5187
"很棒 氣氛好的酒窖
價格也是便宜
十週年慶參考超值得 直接試喝37種酒款","Very good wine cellar
The price is also cheap
The 10th anniversary reference is worth trying to drink 37 kinds of wine directly",0.195,0.0,0.805,0.624
喜歡這裡的氛圍，輕鬆cozy，很適合三五好友舒服的坐著聊天品酒。恃酒師的推薦也很不錯。會再來!!,"Like the atmosphere here, easy to cozy, very suitable for three or five friends to sit and chat with wine comfortably.The recommendation of the winemaker is also very good.Will come again !!",0.239,0.0,0.761,0.8436
來荖藤就是有好酒可以喝！舒服裝潢可以享受！有趣老闆聊天🥰 …,I have a good wine to drink!You can enjoy the decoration!Interesting boss chat ...,0.358,0.0,0.642,0.7707
"非常棒的一家店
環境氣氛都非常好
酒也有很實惠的選擇
推薦！","A great shop
The environment atmosphere is very good
Wine also has a very affordable choice
recommend!",0.425,0.0,0.575,0.8847
品酒環境超棒，氣氛很好，老闆超豪爽😀 …,"The wine tasting environment is great, the atmosphere is very good, the boss is super bold ...",0.515,0.0,0.485,0.9299
"如果天氣不好 室內光線也會跟著不好

不知是否因為是聖誕節 展示的物品較多 現場感覺很擁擠","If the weather is not good, the indoor light will follow the bad

I wonder if there are more items displayed on Christmas.",0.0,0.22,0.78,-0.7101
"買酒回家後隔天開瓶遇到軟木塞乾裂
店家表示之後若是遇到同樣情況可原瓶拿回幫忙解決","After buying a wine home, I opened the bottle and encountered a cork in the next day.
The store said that if it is in the same situation, the original bottle can be taken back to help solve the solution",0.202,0.0,0.798,0.7964
非常客氣的店家😻🫶連2年前的威士忌禮盒都能幫我找到🥹人在高雄不方便去台北，也是跟我再三確認後幫我宅配下來，過程中怕玻璃破掉🥵整盒幫我包緊緊的！🈹️到貨後也是致電確認商品有無任何問題💖服務優質，希望大台北市民能多支持此優質酒家🤍🌷 …,"The very polite shop 年 Even the whiskey gift box 2 years ago can help me find that the people are not convenient to go to Taipei in Kaohsiung, and I will help me with the house after confirming it again. In the process, I am afraid that the glass will break the whole box and help me bags. Tightly!️ After arriving in the goods, you also call to confirm that there are any problems with the product. 💖 The service is high -quality. I hope that the citizens of Taipei can support this high -quality restaurant 🤍🌷 ...",0.197,0.023,0.78,0.9617
酒種豐富，可以來走走看看唷,"The wine is rich, you can take a walk to see 酒",0.247,0.0,0.753,0.5574
內湖許多公司的專業買酒的地方，也會分享客戶過去買酒的經驗,Many companies in Neihu will also share the experience of customers in the past to buy wine in the past,0.104,0.0,0.896,0.296
很舒服 放鬆 又能學到東西的地方...,Very comfortable and relaxed place where you can learn things ...,0.439,0.0,0.561,0.7939
感覺很溫馨的品酒吧，裡面的藏酒很多，一定可以找到自己喜歡的酒，不定期會舉辦品酒會或品杯會，有專業的講師講解，每次都會有收穫,It feels very warm bars. There are a lot of Tibetan wine inside. You can definitely find your favorite wine. I will hold a wine tasting or cup. There are professional lecturers to explain.,0.203,0.0,0.797,0.7841
喜歡品酒的朋友，來台北一定要來造訪的地方，環境非常好，酒品的儲存非常好，老字號有堅持的店家,"Friends who like wine tasting, you must come to visit Taipei. The environment is very good, the wine storage is very good.",0.4,0.0,0.6,0.8998
氣氛好是與好友歡聚的好場所,The atmosphere is a good place to gather with friends,0.429,0.0,0.571,0.7184
"接待人員親切
找阿波羅就對了🥳 …","Receive personnel kind
It's right to find Apollo ...",0.298,0.0,0.702,0.5267
品酒環境很好、很舒適、有質感，老闆很親切、很專業,"The wine tasting environment is very good, comfortable, and textured. The boss is very kind and professional",0.428,0.0,0.572,0.8876
"買好酒用說，一定要來''荖籐""","Buy a good wine, use it to say, be sure to come to 'Sato """,0.286,0.0,0.714,0.6369
店長專業。在這裡品酒可以得到很多酒的知識～,Store manager majors.You can get a lot of wine knowledge here ~,0.0,0.0,1.0,0.0
多樣化的酒品，時常舉辦各種品酒會，值得再訪的酒窖,"Diversified wines, often holding various wine tasting meetings, the wine cellar worth visiting",0.137,0.0,0.863,0.2263
品嚐美味好喝香檳慶祝一下吧！,Tast it delicious and delicious champagne to celebrate!,0.773,0.0,0.227,0.9273
管理嚴謹，貯藏安全,Strict management and safe storage,0.42,0.0,0.58,0.4404
奢華的水晶燈飾酒窖，美酒之外，食物有一定水準，能吃出原味。,"Luxury crystal lighting wine cellar, outside the wine, food has a certain level, and can eat the original flavor.",0.206,0.0,0.794,0.5267
態度親切，很幫忙顧客解決問題,Kind attitude and help customers solve the problem,0.541,0.185,0.274,0.6369
對於葡萄酒愛好者而言是非常優質的環境,It is a very high -quality environment for wine enthusiasts,0.211,0.0,0.789,0.34
"好酒，好食物
氣氛也非常棒！","Good wine, good food
The atmosphere is also great!",0.629,0.0,0.371,0.8805
"環境舒適, 有戶外庭院可抽雪茄","The environment is comfortable, there are outdoor courtyards that can smoke cigars",0.231,0.0,0.769,0.5106
氣氛好，餐點用心，酒又好喝,"The atmosphere is good, the meals are attentive, and the wine is delicious",0.375,0.0,0.625,0.765
大隱隱於市,Da Yin Yinshi,0.0,0.0,1.0,0.0
酒款選擇多樣、價格非常合理👍 …,Various selection of wines and very reasonable prices 👍 ...,0.0,0.0,1.0,0.0
溫馨放鬆的場所，品酒趣味多！,"A warm and relaxed place, wine tasting is much fun!",0.554,0.0,0.446,0.8268
空調沒開，喝完酒差點在裡面暈倒⋯,"The air conditioner is not turned on, I almost fainted in it after drinking,",0.0,0.0,1.0,0.0
氣氛佳 酒好喝🥰🥰推推 …,"The atmosphere is delicious, push ...",0.425,0.0,0.575,0.5719
環境很舒服,The environment is very comfortable,0.473,0.0,0.527,0.5563
很棒的氣氛酒不錯,The great atmosphere is good wine,0.636,0.0,0.364,0.7906
台北最專業的酒窖，沒有之一！,There is no one in Taipei's most professional wine cellar!,0.0,0.217,0.783,-0.3595
什麼奇怪幾絲都有的好店,What are the good shops that are strange?,0.271,0.168,0.561,0.2732
"氣氛佳。服務好。
專業服務人員","Good atmosphere.Good service.
Professional service personnel",0.367,0.0,0.633,0.4404
環境好，專業的品酒知識,"Good environment, professional wine tasting knowledge",0.367,0.0,0.633,0.4404
裝潢貴氣逼人。,The decoration is expensive.,0.0,0.0,1.0,0.0
無意中找地的好地點,Inadvertently looking for a good place,0.367,0.0,0.633,0.4404
不同風格，值得,"Different styles, worth it",0.388,0.0,0.612,0.2263
高級,upscale,0.0,0.0,1.0,0.0
讚！,praise!,1.0,0.0,0.0,0.5983
小汪好帥,Xiao Wang so handsome,0.578,0.0,0.422,0.6269
價格合理,Reasonable price,0.0,0.0,1.0,0.0
價格稍高,The price is slightly higher,0.0,0.0,1.0,0.0
傳的,Transmitted,0.0,0.0,1.0,0.0
"一家氣氛非常好的一家店。
他們有各種各樣的葡萄酒，包括威士忌、清酒和燒酒。","A shop with a very good atmosphere.
They have a variety of wines, including whiskey, sake and shochu.",0.158,0.0,0.842,0.4927
品酒會 介紹台灣少見的冷洩酒(清酒),The wine tasting will introduce the rare cold leak wine (sake) in Taiwan (sake),0.0,0.156,0.844,-0.34
台北名人經常光顧的高級酒類商店和酒吧。這是一個非常酷的空間，他們有各種各樣的優質葡萄酒、威士忌，甚至高級清酒。還有一個 VIP 專用休息室，對於有能力的葡萄酒和威士忌愛好者來說，這是一個強烈推薦的餐廳。,"Taipei celebrities often patronize advanced wine shops and bars.This is a very cool space. They have a variety of high -quality wines, whiskey, and even high -end sake.There is also a VIP -specific lounge. For capable wine and whiskey enthusiasts, this is a strongly recommended restaurant.",0.31,0.0,0.69,0.9385
