Original,EN,Positive,Negative,Neutral,Compound
瘦瘦的服務員態度臉色不是很好，還好球台與球台間的距離很合理不會覺得有壓迫感，廁所也蠻乾淨還有擦手紙可以擦手，勉強過的去。,"The thin waiter's attitude is not very good. Fortunately, the distance between the table and the table is very reasonable, and they will not feel oppressive. The toilet is quite clean and the hand paper can rub the hands and barely go.",0.172,0.053,0.774,0.703
這裡的常客，球桌跟環境品質都很好，其他店員服務業都很好東西也很好吃，但那個光頭的燈泡頭店員真的超級爛，不知道在跩什麼那個臉一副欠他錢的樣子超秋，這工作也不是說非常累，看他都在那邊滑手機，還會跟朋友在那邊打，啊真正要她工作煮兩碗泡麵可以煮20分鐘然後只來一碗，都正常打球還跑過來說叫我們打小力一點，到底是哪裡有破病，時間到燈一暗，黑球打到一半也不會問直接把我們球拿走，燈泡光頭如果煮麵有這效率你們生意一定會更好的，超可悲～～～,"The frequent customers here, the ball table and environmental quality are very good, and the service industry of other clerks is very good and delicious, but the bald head bulb header is really bad. I don’t know what the face owes him money. It looks super autumn, and this job is not very tired. Seeing that he is sliding the phone over there, he will also play with his friends over there. Ah, you really want her to cook two bowls of instant noodles for 20 minutes. They all ran together and told us to play a little bit. This efficiency will definitely be better, super sad ~~~",0.3,0.064,0.637,0.9866
我是這間的常客，環境球桌都不錯，但是那個平頭的店員態度很差，臉很臭好像我欠他錢一樣，點了泡麵20分鐘後才做好，加點水餃還嘴裡一直唸，明明只是一般的打球沒有故意打很大力，還跟我說打小力點，整個心情就被弄的很差，如果這間店倒了這店員至少有80%的責任，身邊的常客朋友也都很不喜歡他，希望能改善,"I am a frequent visitor to this room. The environmental table is good, but the flat -headed clerk has a poor attitude. His face is stinky like I owe him money. After 20 minutes of instant noodles, you can do it after 20 minutes. Obviously, it was just that the general playing did not deliberately play it, and told me that playing a small strength, the whole mood would be very bad. If this shop poured at least 80%of the responsibility, the frequent friends around them were also I don't like him very much, I hope to improve",0.203,0.138,0.659,0.8093
"禁煙，球及球台保養清潔得宜
「工」字型的場地，還可以面面顧到，有用心
每位服務人員的服務態度都很好，蠻難得的
近來有新放2台斯諾克球桌，有興趣的可以來玩看看
附近有停車場，蠻方便的","Smoking, balls and tables are suitable for maintenance
The ""Gong"" -shaped venue can also be taken into account, with intention
The service attitude of each service staff is very good, quite rare
Recently, there are 2 new Snooker ball tables. Those who are interested can come and play
There is a parking lot nearby, which is quite convenient",0.131,0.0,0.869,0.807
"開始練球後，嘗試過幾間捷運方便抵達的無菸球館，目前最喜歡的就是內湖亞運。

合理的桌距，整潔的環境，顯然有定期維護的球檯布，加上服務好又熱心的工作人員，大推!","After starting the ball, I tried several MRT -free storage halls that were convenient for the MRT. The favorite is the Asian Games in Neihu.

Reasonable desktop, clean environment, obviously there are regular maintenance of the table cloth, plus the service of good service and enthusiastic staff, push!",0.264,0.0,0.736,0.937
那個平頭服務員態度真的很不好看到帶小孩子態度就很差點個餐也要看他要不要做點個泡麵而已10幾20分鐘才拿來真的很傻眼🙄 …,The attitude of the flat -headed waiter is really difficult to see the attitude of bringing a child. It almost depends on whether he wants to make a small instant noodle for 10 and 20 minutes. It is really dumbfounded ...,0.0,0.127,0.873,-0.6894
老板別請89店員好嗎 之前金毛的那個 晚上的態度也不太佳 好幾次了 我是來打球的 不是想打架 開個桌好像欠他幾佰萬,"Don’t ask the boss to 89 clerks, okay? The attitude of the Golden Mao that night before was not very good. I came here several times. I ’m here to play. Do n’t want to fight and open a table.",0.122,0.114,0.764,-0.1588
"設備都還蠻不錯的 但不知道是不是錯覺,結帳時有位店員態度讓人感覺不是很好","The equipment is quite good, but I don’t know if it is illusory. At the checkout, a clerk's attitude makes people feel that it is not very good.",0.066,0.109,0.825,-0.3265
不論是斯諾克或美式的桌子都很高級，且用心保養，球也都是用Aramith的國際比賽用球，非常推薦,"Both Snooker or American tables are very high -level and maintained by carefully, and the ball also uses Aramith's international game. It is very recommended",0.135,0.0,0.865,0.3804
環境很明亮且撞球桌及球桿都維護的很好。,The environment is bright and the ball table and the club are well maintained.,0.294,0.0,0.706,0.6124
