Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"因為四季春樂團第一次來
一樓和二樓空間偏小
二樓買票400可進入看樂團表演

當天有三場表演 票還可以換無酒精飲料
覺得票卷值回票價
就是因為場地小 離舞台很近

所以聽完耳朵會有點小耳鳴
二樓廁所配置怪怪的
味道也有點重

氣氛不錯 舞台燈光效果弄得蠻好的
越夜越多人 煙味不會很重","Because the four seasons spring bands come for the first time
The space on the first and second floors is small
Buying tickets on the second floor can enter the orchestra performance

There are three performance tickets that day, you can also change no alcoholic drink
I think the ticket roll value returns
It's because the field is close to the stage very close to the stage

So after listening to the ears, there will be a little tinnitus
The toilet configuration on the second floor is weird
The taste is also a bit heavy

The atmosphere is good, the stage lighting effect is pretty good
The more night, the more people will not be very heavy",False,0.09,0.031,0.879,0.8176
"放鬆喝酒聽音樂很棒的店,2樓買票今天的是400元，可抵酒飲，
北迴線演出。
越晚越熱鬧，很開心的地方，服務人員很好。","Relax and drink and listen to music is great, buy tickets on the 2nd floor today is 400 yuan, you can get to drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, drink, and drink.
Performance in the north.
The later, the more lively, very happy, the service staff is very good.",False,0.144,0.0,0.856,0.9561
從Roxy 99 消失於歷史中後，此家酒吧就非常受大家喜愛。當然見仁見智！大部份的酒水一般般，建議別點雞尾酒。DJ 播放音樂的品味也是讓人感到不可思議………要感受熱鬧氣氛時可以去的選項之一。,"After the Roxy 99 disappeared in history, this bar is very popular.Of course, see the wisdom!Most of the drinks are generally, it is recommended not to order cocktails.The taste of DJ played music is also incredible ......... One of the options that you can go when you feel the lively atmosphere.",False,0.131,0.034,0.835,0.6696
Alfred精釀之旅：台北REVOLVER bar & live house，今天剛好有樂團表演，所以很多觀眾，結束後大家也繼續在酒吧外面喝酒聊天，感覺是很有人氣的場地。精釀啤酒的選擇也不少，價格也比較實惠。,"Alfred craft trip: Taipei Revolver Bar & Live House, today just has an orchestra performance, so many audiences, after the end, continue to drink and chat outside the bar. It feels like a very popular venue.There are many choices for craft beer, and the price is relatively affordable.",False,0.108,0.0,0.892,0.6801
上次來參加二樓的裸體素描活動，超級可愛，大學畢業以後就很少參加這種活動了，請你們繼續舉辦這種可愛小活動，真的很棒,"Last time I came to participate in the naked sketching activities on the second floor, super cute, I rarely participated in this kind of event after graduating from college. Please continue to host this cute little event.",False,0.278,0.0,0.722,0.9136
"instagram: kou_vintage (賣古著的）

第一次來 是參加二樓辦的趴踢
用hiphop music cypher
好開心 雖然擁擠 但能量很滿
謝謝這邊的酒 感謝這邊的空間
是台北醉熱鬧的露天酒吧

第二次一個月前 跟外澳drifters的夥伴們來這邊小聚
來的時候他們已經喝一輪了
oh my godness
當天這邊全部擠滿人
超級熱鬧 可惜沒有跳舞局
一杯190塊的酒
真的是佛到哭夭
雖然gin 我覺得普
但能量🈶️","Instagram: Kou_vintage (selling ancient ones)

The first time I came to participate in the second floor office kick
Use Hiphop Music CyPher
So happy, although crowded but full of energy
Thank you for the wine here. Thank you for the space here
It is Taipei's drunk open -air bar

The second month ago, I came here with the partners of the Drifters of Wai Australia.
When they came, they had already drank a round
oh my godness
All the day was crowded here
Super lively, unfortunately there is no dance bureau
190 yuan of wine
It's really a Buddha who is crying
Although GIN I think it is universal
But energy 🈶️",False,0.193,0.09,0.717,0.9448
"同樣首次去，店裡根本沒有啥動線可言，還在看酒單的同時，一個臉很大還蠻矮的店員態度超差（不懂就是個站吧台的而已跩啥😻）
如大家留言所說相同👍🏻
手上拿杯飲料突然被說出去👍🏻
連個不好意思都沒有說喔
況且店裡是有貼什麼禁帶外食的公告嗎？？

已站在外面等朋友看酒單，他還探出頭來態度超差：不要站在門口
^_^？？在騎樓下ㄟ先生笑死
請大家告訴大家～原來騎樓下不能拿手搖哦
（從頭到尾喝都沒喝，只是拿著而已😻）
態度爛，音樂爛，動線爛
連一星都不想給😻
真的不用那麼跩ㄟ你就是個站吧台的","For the first time, there is no line at all in the store. While watching the wine list, a clerk with a large face is too poor (I don’t know what is from a station.
If you leave a message, the same 所
I took a cup of drinks in my hand and suddenly said 👍🏻
I didn't even say something sorry
Besides, is there any announcement of food forbidden food in the store?Intersection

Standing outside and waiting for a friend to watch the wine list, he also found out that he had a bad attitude: Don't stand at the door
^_^?IntersectionMr.
Please tell you ~ I can't shake it downstairs
(I didn't drink it from beginning to end, but just holding it 😻)
Rotten attitude, rotten music, rotten moving lines
I don't even want to give me a star
I really don’t need to be so 跩ㄟ You are a station bar",False,0.061,0.138,0.801,-0.9183
"二樓不能上去 喝酒一杯付一次 調酒師一臉78
賺錢怎麼這麼簡單 讓你們難賺一點","Can't go up on the second floor to drink a drink and pay for a bartender 78
Why making money is so simple that it is difficult to make a little bit",False,0.0,0.115,0.885,-0.4404
"位於中正紀念堂站旁是個非常方便的地方，而且非常適合小酌。位於2樓的表演場地，空間不大，但交通很方便，當天的票可以換酒。如果喝不夠，1樓還有一個酒吧，可以在觀看表演的同時繼續享受美酒。
前幾天，我去聽了獨立歌手陳郁夫Yufu的小型演唱會，他將70年代靈魂樂注入了自己擅長的迷幻風格。這次的演唱會讓我對他有了非常深刻的印象，他不僅人帥，歌聲也非常好，真的是完美的結合。在那個小小的場地裡，陳郁夫的歌聲和音樂營造出了一個非常舒適、自由的氛圍，讓人不禁想跟隨著音樂盡情地搖擺。這次的演唱會非常難忘，我強烈推薦大家來到這個場地，享受美好的音樂和氛圍。","It is a very convenient place next to the Zhongzheng Memorial Hall, and it is very suitable for drinking.The performance venue on the second floor is not large, but the traffic is very convenient. The tickets on the day can be changed.If you don't drink enough, there is a bar on the first floor, you can continue to enjoy the wine while watching the performance.
A few days ago, I went to listen to the small concert of independent singer Chen Yufu Yufu. He injected his soul music into the psychedelic style he was good at in the 1970s.This concert made me very deeply impressed him. He was not only handsome, and his singing was very good. It was really a perfect combination.In that small venue, Chen Yufu's singing and music created a very comfortable and free atmosphere, which made people want to sway with the music.This concert is very memorable. I strongly recommend everyone to come to this venue to enjoy beautiful music and atmosphere.",False,0.253,0.017,0.731,0.9946
"⬇️中文評論在下方⬇️
It’s a really nice place to hang out with friends. Although it’s quite different than before which I used to work here behind the bar.
Extremely cozy atmosphere and it gets high during the midnight, there has a stage at the second floor for live music performance sometimes. So place got crowded quickly.
Good selection of draft beers on tap, staffs were kind and friendly.
A great little place for a pint or two. Happy hour until 9:30pm daily.

這是一個和朋友一起出去玩的好地方；儘管氣氛跟我之前在這裡工作時不太一樣；但氣氛依舊非常舒適，一樓是吧台跟室外空間，二樓有舞台時常會有一些live band的表演，所以很快整家店就變得擁擠，經過都會看到很多外國客人圍坐在人行道上喝酒。
現倒的生啤酒選項滿多的，非常適合跟朋友來這邊聊天打屁酗酒：）","下️ Chinese reviews below ⬇️
It ’s a really nice places to haang out with friend. Although it’ s quite different more whit to work here behind the bar.
Extremely Cozy Atmosphere and It Get Gets High During the Midnight, there is a stage at the second floor for live ickly.
Good selection of draft bers on tap, staffs we know and friendly.
A Great Little Place for a Pint or Two. Happy Hour Until 9:30 PM Daily.

This is a good place to go out with a friend; although the atmosphere is not the same as when I was working here before; but the atmosphere is still very comfortable, the on the first floor is the barrier and outdoor space, and there are often some live bands on the second floor. Performance, so soon the entire store became crowded. After seeing, many foreign guests were sitting around the sidewalk to drink.
There are many options for raw beer, which is very suitable for coming here with friends to chat with farts and alcohol :)",False,0.154,0.009,0.837,0.9786
