Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"酒很好喝，調酒很棒。
老闆人很好，我們聊了很多，非常感謝老闆的招待，十分推薦！！！","The wine is delicious, and the bartender is great.
The boss is very good. We have talked a lot. Thank you very much for your hospitality. It is very recommended!IntersectionIntersection",False,0.346,0.0,0.654,0.9298
非常優質的酒吧，非常喜歡這裡的威士忌調酒。,"Very high -quality bar, I like the whiskey here very much.",False,0.2,0.0,0.8,0.3612
"燈光美
氣氛佳
來這邊可以放鬆
店員又漂亮
老闆人更Nice!!!!😆😆😆😆","Light
Good atmosphere
You can relax here
The clerk is beautiful
The boss is more nice !!!!",False,0.518,0.0,0.482,0.932
"舒適飲酒🍻美味小點🍗
還有最愛的Jager Bomb 💣
完美❤️❤️❤️ …","Comfortable drinking 小 delicious small dots 🍗
And the favorite Jager Bomb 💣
Perfect ❤️❤️❤️ ……",False,0.38,0.177,0.443,0.8074
"氣氛好
螺絲起子還行","Good atmosphere
Screws up",False,0.42,0.29,0.29,0.2263
"很讚的露天酒吧

重點是酒好喝！！！跟朋友一起來看球賽很超棒～","A great open -air bar

The point is that the wine is good!IntersectionIntersectionIt's great to watch the game with friends ~",False,0.392,0.0,0.608,0.9117
我已經沒什麼好講了，來這邊找到的幸福，找到了人生新的方向，如果你人生感到失落，可以來試試，對你的人生會重新的定義,"I have nothing to talk about. The happiness I found here has found a new direction in life. If you feel lost in life, you can try it, and you will re -define your life.",False,0.093,0.059,0.848,0.3182
優質露天酒吧 氣氛好 老闆好 酒水好,"High -quality open -air bar atmosphere, good boss, good wine",False,0.42,0.0,0.58,0.7003
舒服愜意的小地方🙌 …,A comfortable small place 惬 ...,False,0.398,0.0,0.602,0.5106
超讚👍 …,赞 👍 👍 👍 ...,False,0.0,0.0,1.0,0.0
酒非常難喝......,Wine is very difficult to drink ...,False,0.0,0.318,0.682,-0.4201
推薦這裡的伏特加酸橙，酸、甜和鹽的味道非常平衡。只需要200台幣。,"It is recommended to have vodka oranges here, which is very balanced with sour, sweet and salt.Only 200 Taiwan dollars.",False,0.211,0.0,0.789,0.5859
