Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"適合學生喝酒玩樂開心聚會好地方
有很多外國人來這家
老闆人很大方還問說是不是學生
有學生證可以折價50元！","Suitable for students to drink and play fun, happy party, good place
There are many foreigners who come to this house
The boss is very generous and asked if it is a student
Some student IDs can be discounted by 50 yuan!",False,0.365,0.0,0.635,0.9589
Stella生啤很順口，餐點也很實在，特別是學生都有優惠，很佛心的一家店喔！,"Stella's raw beer is very smooth, and the meal is also very real, especially students have discounts. A shop with a good heart!",False,0.26,0.0,0.74,0.8122
可以讓人放鬆喝酒的好地方！空間很不錯，燈光不會刺眼，星期日all day happy hour ！各式的啤酒都有，絕對能找到喜歡的口味。,"A good place for people to relax and drink!The space is very good, the lights will not be dazzling, all day happy hours on Sunday!There are all kinds of beer, and you can definitely find your favorite taste.",False,0.372,0.0,0.628,0.9582
"溫馨熱鬧卻又不會太吵雜
很適合晚上放鬆喝點小酒
店員們都很親切好客，雖然偶爾會需要稍等一下但可以理解，畢竟太常客滿了
吸菸區打造的很舒服，唯一缺點是不抽菸的人要穿過吸煙區才能進去。
絕對會介紹喜歡喝酒放鬆交朋友的人去看看","Warm and lively but not too noisy
Very suitable for relaxing and drinking little wine at night
The clerk is very kind, although occasionally you need to wait, but it is understandable. After all, it is too full of full
The smoking area is very comfortable. The only disadvantage is that people who do not smoke must pass through the smoking area to enter.
I will definitely introduce people who like to drink and relax and make friends",False,0.329,0.035,0.636,0.9847
Zombie 這杯超屌！真的很好喝！跟朋友在這裡聊天超開心❤️,Zombie this cup is superb!It's really delicious!Chatting with friends here is super happy ❤️,False,0.49,0.0,0.51,0.9109
"🌀隱身在公館替代役中心附近的一間國外風格的Bar，裡面的老闆及服務生都很nice，會很親切跟客人介紹酒韻味及風格。如果用英文跟老闆溝通，老闆會更熱情（老闆是外國人）。

🌀Bar的室內空間適中剛剛好，不會太大也不會太過狹小。室內燈光調調偏暗，營造出的悠閒又帶有點微醺的視覺效果。

🌀這次品嚐的是Belgium ale and Stella生啤，以酒香及口感來說，的確沒有那苦澀的啤酒花調味，很適合喝苦味較不重的朋友來小酌嘗試。","替 A foreign -style BAR in the center of the replacement center of the mansion. The bosses and waiters in it are very nice, and they will introduce the charm and style to the guests very kindly.If you communicate with the boss in English, the boss will be more enthusiastic (the boss is foreigner).

空Bar's indoor space is just right, it will not be too big or too narrow.The indoor lighting tone is darker, and the leisurely and slight visual effects created.

B This time I tasted Belgium Ale and Stella raw beer. In terms of wine and taste, there is indeed no bitter beer flavor. It is very suitable for friends with a bitter taste.",False,0.13,0.022,0.848,0.9172
菜單全寫在牆上，真的不怎方便。啤酒好喝，餐點不好吃。,"The menu is all written on the wall, which is really not convenient.Beer is delicious and the meals are not delicious.",False,0.0,0.24,0.76,-0.7181
"整體3.8分

價錢❤️❤️❤️❤️❤️：NT900 (啤酒3杯/墨西哥烤餅肉丸組合）
服務❤️❤️❤️：美式風格。
食物口感❤️❤️❤️:普通，很多食物都賣完了。
酒的口感❤️❤️❤️❤️：瓶裝啤酒很多種選擇，選了IPARochefort 8 （9.2%）口感醇厚的黑啤尾韻微甜，但生啤大都賣完，只剩IPA&台啤，生啤則是挑IPA （苦味帶甘）
氣氛&音樂：❤️❤️❤️❤️","Overall 3.8 points

Price ❤️❤️❤️❤️❤️: NT900 (3 cups of beer/Mexican barbecue meatball combination)
Service ❤️❤️❤️: American style.
Food taste ❤️❤️❤️: Normal, many foods have been sold.
The taste of wine ❤️❤️❤️❤️: There are many options for bottle beer. I chose iParochefort 8 (9.2%) of mellow black beer tail rhymes slightly sweet, but most of the raw beer was sold, only IPA & Taiwan beer, and raw beer was picking. Ipa (bitter taste)
Atmosphere & Music: ❤️❤️❤️❤️ ❤️",False,0.016,0.032,0.952,-0.4304
鄰近台電大樓站的好酒吧，外國人非常多。這次點了杯Old fashioned和Mulled wine，同行友人和我都讚不絕口，整體酒類數量不多，但是感覺環境、氣氛和調酒都非常到位的一間酒吧，值得推薦。,"There are many foreigners adjacent to the good bars of Taipower Station Station.This time, I ordered the cup of Old Fashioned and Mulled Wine. Coupled friends and I praised me. The overall alcohol was not large, but a bar that felt the environment, atmosphere and bartender was worth recommending.",False,0.158,0.0,0.842,0.7543
適合聚會！和朋友一起來超chill～店員很認真推薦！zombie大推！,Suitable for party!Come with friends with friends ~ The clerk carefully recommends!Zombie push!,False,0.462,0.0,0.538,0.8213
"裡面氣氛很讚
酒單是吧台上面的黑板書，配合燈光很有fu","The atmosphere inside is great
The wine list is the blackboard book on the bar, with the lighting with the lights very fu",False,0.136,0.166,0.698,-0.2247
時隔幾年再訪，服務態度變差好多，懷念老闆在的日子，現在兩個員工看起來超沒靈魂。,"After a few years of visits, the service attitude has become a lot worse. I miss the days when the boss is, and now the two employees seem to have no soul.",False,0.0,0.192,0.808,-0.7096
價格親民 調酒好喝！ Bartender也很nice 氛圍不錯~一人去也沒問題！不過要會一點英文比較好跟bartender溝通,Price and people's bartending is delicious!Bartender is also good at the Nice atmosphere ~ It's okay to go!But it is better to communicate with Bartender in English,False,0.325,0.0,0.675,0.8774
氣氛很棒！酒也超多種選擇！偶爾和朋友來這小聚一番再幸福不過了~~,"The atmosphere is great!There are many options for wine!Occasionally, I will come to this Xiaojia with my friends.",False,0.178,0.0,0.822,0.5696
很像在國外的一間店，外國人很多反而對本國人比較不友善，服務很冷不主動，第一次去感覺不是很好，但感覺熟客蠻多的。調酒普通但價格平實，可能比較適合喝啤酒,"It is very similar to a store in a foreign country. Many foreigners are less friendly to their own people. The service is very cold and not active. The first time I feel that it is not very good, but it feels like there are a lot of cooked customers.The bartending is ordinary but the price is flat, which may be more suitable for drinking beer",False,0.074,0.049,0.878,0.4143
平價的美好酒吧，去一次就成了愛店，裡頭大概 8 成都是外國人。,"The cheap beautiful bar has become a love shop once, and about 8 Chengdu is foreigners.",False,0.367,0.0,0.633,0.8442
適合聚會！點了sex on the beach 很好喝！,Suitable for party!It's delicious to click Sex on the Beach!,False,0.322,0.0,0.678,0.6467
"距離台電大樓捷運1號出口步行只要1分鐘。
店內裝潢有特色，酒水價格合理。
Bartender都很親切，不管你是說中文、英文，甚至法文溝通都可以，多元文化的一間酒吧。","It only takes 1 minute to exit from Taipower MRT 1.
The interior of the store is distinctive, and the price of drinks is reasonable.
Bartender is very kind, whether you are Chinese, English, or even French communication, a bar in multiculturalism.",False,0.083,0.0,0.917,0.5709
"環境是安靜型的，有充足的無酒精性調酒選擇，還有各式各樣的桌遊。適合一個人來吧台喝酒跟酒保聊天，也可以一群人一起在後方半包廂的環境嗨～

很多外國朋友回來這裡喝酒聊天，酒保中英文都很流利，知道的調酒種類也非常多。需要無酒精雞尾酒的話，可以跟酒保說明想要什麼水果的風味、奶味、還是迷迭香的氣味等等；也可以跟酒保說希望把哪一種調酒做成無酒精的版本。酒保會特地幫忙調製，而且只要$200，非常的讚！唯一缺點就是冰塊很多，不知道能不能請酒保冰塊放少一點，讓我們有多一點飲料可以喝。

內用有提供白開水，然後有一些shot的小遊戲，也有很多桌遊或是魯班鎖的小物可以玩。適合大家一起來～","The environment is quiet, with sufficient alcohol -free essential bartending choices, as well as various board games.Suitable for a person to drink and chat with wine, you can also have a group of people in the half box in the rear. Hi ~

Many foreign friends come back to drink and chat here. The wine insurance is fluent in Chinese and English, and there are many types of alcohol.If you need to have no alcoholic cocktail, you can explain the flavor of the fruit, milk flavor, or rosemary smell of wine; you can also tell Jiu Bao who wants to make alcohol -free version.The wine insurance meeting is specially helped to prepare, and it only costs $ 200, it is very good!The only disadvantage is that there are many ice cubes. I don't know if we can ask the wine to keep the ice cubes a little less, so that we can drink a little more drinks.

Inner use of boiled water, and then some SHOT games, there are also many board games or small things that can be played.Suitable for everyone to come together ~",False,0.061,0.027,0.912,0.7801
"很多外國人的舒服酒吧！

附上新的酒單～","Many foreigners' comfortable bars!

Attach a new wine list ~",False,0.285,0.0,0.715,0.5562
"隱身在民宅的小酒吧
很適合三五好友飯後小酌暢聊的地方","Bar in hidden in the house
It is very suitable for three or five friends to drink after dinner",False,0.147,0.0,0.853,0.4767
用心的調酒（但不是網美調酒），很適合小酌聊天；餐點雖然簡單，但吃起來蠻實在的。,"Delicious bartending (but not net beauty banning) is very suitable for drinking; although the meal is simple, it tastes quite real.",False,0.092,0.161,0.746,-0.4133
18-21是happy hours！有便宜很適合學生！,18-21 is Happy Hours!It is suitable for students!,False,0.38,0.0,0.62,0.6467
氛圍很讚～酒也好喝！,The atmosphere is great ~ The wine is also delicious!,False,0.503,0.0,0.497,0.8439
