店名,評分,評論數,地址,鏈接
［野孩子 烤肉餐酒簡餐 民宿］三芝 美食 淡水 咖啡 網紅 手作 比薩 休閒 調酒,5.0 ,32,地址未找到,https://www.google.com/maps/place/%EF%BC%BB%E9%87%8E%E5%AD%A9%E5%AD%90+%E7%83%A4%E8%82%89%E9%A4%90%E9%85%92%E7%B0%A1%E9%A4%90+%E6%B0%91%E5%AE%BF%EF%BC%BD%E4%B8%89%E8%8A%9D+%E7%BE%8E%E9%A3%9F+%E6%B7%A1%E6%B0%B4+%E5%92%96%E5%95%A1+%E7%B6%B2%E7%B4%85+%E6%89%8B%E4%BD%9C+%E6%AF%94%E8%96%A9+%E4%BC%91%E9%96%92+%E8%AA%BF%E9%85%92/data=!4m7!3m6!1s0x3442b768a76f0755:0xbb6d215f2d56c06e!8m2!3d25.2638616!4d121.4818129!16s%2Fg%2F11jzktsg4k!19sChIJVQdvp2i3QjQRbsBWLV8hbbs?authuser=0&hl=zh-TW&rclk=1
海洋深呼吸 Ocean Deep Breath,4.3 ,554,252新北市三芝區54-3號號,https://www.google.com/maps/place/%E6%B5%B7%E6%B4%8B%E6%B7%B1%E5%91%BC%E5%90%B8+Ocean+Deep+Breath/data=!4m7!3m6!1s0x3442b0bf84ca2cc5:0xa601e91a14ea93dc!8m2!3d25.2501721!4d121.4671526!16s%2Fg%2F1td2dlvr!19sChIJxSzKhL-wQjQR3JPqFBrpAaY?authuser=0&hl=zh-TW&rclk=1
三芝淺水灣share cafe 分享咖啡館,4.2 ,787,252新北市三芝區,https://www.google.com/maps/place/%E4%B8%89%E8%8A%9D%E6%B7%BA%E6%B0%B4%E7%81%A3share+cafe+%E5%88%86%E4%BA%AB%E5%92%96%E5%95%A1%E9%A4%A8/data=!4m7!3m6!1s0x3442b0b81bb5deeb:0x3447f4d2aed13648!8m2!3d25.2502128!4d121.4671847!16s%2Fg%2F1tnbhv61!19sChIJ6961G7iwQjQRSDbRrtL0RzQ?authuser=0&hl=zh-TW&rclk=1
Bossa Nova巴莎諾瓦海景餐廳 三芝.淺水灣美食,4.0 ,"1,012",25242新北市三芝區土地公坑路54之6號淺水灣旁,https://www.google.com/maps/place/Bossa+Nova%E5%B7%B4%E8%8E%8E%E8%AB%BE%E7%93%A6%E6%B5%B7%E6%99%AF%E9%A4%90%E5%BB%B3+%E4%B8%89%E8%8A%9D.%E6%B7%BA%E6%B0%B4%E7%81%A3%E7%BE%8E%E9%A3%9F/data=!4m7!3m6!1s0x3442b0b83dcb40b9:0xcdee50dcff6dfb05!8m2!3d25.2499734!4d121.4667125!16s%2Fg%2F1tdwscgx!19sChIJuUDLPbiwQjQRBftt_9xQ7s0?authuser=0&hl=zh-TW&rclk=1
VILLA SUGAR,3.7 ,"3,099",252新北市三芝區,https://www.google.com/maps/place/VILLA+SUGAR/data=!4m7!3m6!1s0x3442b0b9ae33521f:0x9e73359ec03af11c!8m2!3d25.2496602!4d121.4659588!16s%2Fg%2F1th0w1k_!19sChIJH1IzrrmwQjQRHPE6wJ41c54?authuser=0&hl=zh-TW&rclk=1
满好美食,4.8 ,236,252新北市三芝區北勢子41-10號,https://www.google.com/maps/place/%E6%BB%A1%E5%A5%BD%E7%BE%8E%E9%A3%9F/data=!4m7!3m6!1s0x3442b14ff2a50f73:0xa6c996dc87ae226f!8m2!3d25.2528874!4d121.4721848!16s%2Fg%2F11ls9jwf79!19sChIJcw-l8k-xQjQRbyKuh9yWyaY?authuser=0&hl=zh-TW&rclk=1
牛仔莊園,4.8 ,"10,167",252新北市三芝區古庄108之1號,https://www.google.com/maps/place/%E7%89%9B%E4%BB%94%E8%8E%8A%E5%9C%92/data=!4m7!3m6!1s0x3442b7719424c4b7:0xa8331acf5223f3c8!8m2!3d25.2632689!4d121.498365!16s%2Fg%2F11qzhp0yr0!19sChIJt8QklHG3QjQRyPMjUs8aM6g?authuser=0&hl=zh-TW&rclk=1
花酒間 Cocktail Bar 雞尾酒吧,4.9 ,196,237新北市三峽區三樹路69號,https://www.google.com/maps/place/%E8%8A%B1%E9%85%92%E9%96%93+Cocktail+Bar+%E9%9B%9E%E5%B0%BE%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x34681ba567f2fbd7:0x7d7e4366940000d0!8m2!3d24.9396014!4d121.377854!16s%2Fg%2F11t3cz1f_q!19sChIJ1_vyZ6UbaDQR0AAAlGZDfn0?authuser=0&hl=zh-TW&rclk=1
海邊灶咖 Ocean Kitchen & Cafe Shop,4.5 ,"2,494",252新北市三芝區北勢子19之1號,https://www.google.com/maps/place/%E6%B5%B7%E9%82%8A%E7%81%B6%E5%92%96+Ocean+Kitchen+%26+Cafe+Shop/data=!4m7!3m6!1s0x3442b1aae69e086b:0xe7044c28d1609098!8m2!3d25.2543536!4d121.4737541!16s%2Fg%2F11qqlvmw38!19sChIJawie5qqxQjQRmJBg0ShMBOc?authuser=0&hl=zh-TW&rclk=1
長角96 美式炭烤牛排,4.5 ,"4,332",252新北市三芝區96號,https://www.google.com/maps/place/%E9%95%B7%E8%A7%9296+%E7%BE%8E%E5%BC%8F%E7%82%AD%E7%83%A4%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x3442b13d8a0f8b01:0xcd471d60668bbc20!8m2!3d25.2747368!4d121.5152963!16s%2Fg%2F1tq4nt2q!19sChIJAYsPij2xQjQRILyLZmAdR80?authuser=0&hl=zh-TW&rclk=1
